Koordinaten	Fragebogen-Nr. Maurer	Fragebogen-Nr. DWA	Longitude	Latitude	Levenshtein Item Min	z_score_item	Levenshtein Phontype Min	z_score_phontype	Levenshtein Lextype Min	z_score_lextype
7.61363, 48.13798	Co e 12	III_12_0103	7.61363	48.13798	33	6.516723194161564	7	-4.626146873807633	0	-6.7652694507715
7.61378, 47.61384	Co W 22	III_16_0089, III_16_0090	7.61378	47.61384	16	-2.4770672379596457	8	-4.095834938115375	5	-4.114745785094022
7.61417, 48.38275	Stra J 5	III_11_0032	7.61417	48.38275	5	-8.296578694038075	0	-8.338330423653442	0	-6.7652694507715
7.61501, 48.88508	Hag P 7	III_6_0055	7.61501	48.88508	28	3.8714907141259136	17	0.6769724831149511	15	1.1863015462609334
7.61529, 48.55876	Stra u 10	III_10_0031	7.61529	48.55876	8	-6.709439206016685	0	-8.338330423653442	0	-6.7652694507715
7.61546, 48.67598	Stra f 12	III_8_0067	7.61546	48.67598	13	-4.064206725981036	5	-5.68677074519215	5	-4.114745785094022
7.61598, 48.71578	Stra f 6	III_8_0075	7.61598	48.71578	15	-3.0061137339667763	9	-3.5655230024231157	8	-2.5244315856875357
7.61664, 48.23405	Stra X 6	III_12_0022	7.61664	48.23405	38	9.94351361520248	29	7.636310741683014	26	7.500687142949348
7.61683, 48.33696	Stra J 9	III_11_0038	7.61683	48.33696	12	-4.593253221988165	0	-8.338330423653442	0	-6.7652694507715
7.61838, 48.63195	Stra n 8	III_9_0032, III_9_0033	7.61838	48.63195	8	-6.709439206016685	1	-7.808018487961184	0	-6.7652694507715
7.61913, 48.85878	Hag P 11	III_6_0058	7.61913	48.85878	8	-6.709439206016686	3	-6.747394616576667	0	-6.7652694507715
7.61936, 48.78575	Hag W 9	III_7_0070	7.61936	48.78575	9	-6.1803927100095555	1	-7.808018487961184	0	-6.7652694507715
7.6199, 48.42864	Stra B 9	III_10_0106	7.6199	48.42864	22	0.6972117380831341	6	-5.156458809499891	0	-6.7652694507715
7.6208, 47.82868	Co H3	III_14_0137	7.6208	47.82868	31	6.24018814315257	18	1.8028794490681703	18	3.259849277865384
7.62133, 47.62261	Co W 23	III_16_0075	7.62133	47.62261	14	-3.535160229973906	7	-4.626146873807633	5	-4.114745785094022
7.62385, 47.91694	Co A8	III_14_0044	7.62385	47.91694	13	-4.064206725981036	5	-5.68677074519215	4	-4.644850518229518
7.62403, 47.63133	Co W 10	III_16_0072, III_16_0073	7.62403	47.63133	21	0.1681652420760038	9	-3.5655230024231157	5	-4.114745785094022
7.62448, 48.06769	Co m 4	III_13_0037	7.62448	48.06769	31	5.458630202147304	27	5.980091840037537	24	5.957244144480393
7.62537, 48.10625	Co e 6	III_12_0106	7.62537	48.10625	29	4.400537210133043	10	-3.0352110667308576	6	-3.584641051958527
7.62578, 48.5817	Stra u 4	III_10_0030	7.62578	48.5817	15	-3.0061137339667754	13	-1.444275259654083	9	-1.99432685255204
7.62623, 48.6279	Stra n 9	na	7.62623	48.6279	0	0.0	0	0.0	0	0.0
7.62648, 48.84525	Hag P 13	na	7.62648	48.84525	0	0.0	0	0.0	0	0.0
7.62677, 48.39642	Stra J 6	III_11_0030	7.62677	48.39642	9	-6.1803927100095555	7	-4.626146873807633	9	-1.9943268525520401
7.62689, 48.81972	Hag W 2	III_7_0062	7.62689	48.81972	14	-3.535160229973906	9	-3.5655230024231157	5	-4.114745785094022
7.62702, 47.93691	Co t 4	na	7.62702	47.93691	0	0.0	0	0.0	0	0.0
7.62759, 47.65706	Co W 6	III_16_0076	7.62759	47.65706	17	-0.38490485994198387	9	-2.3743329419011956	0	-5.798802386375572
7.62775, 47.69538	Co P15	III_15_0055	7.62775	47.69538	14	-3.535160229973906	3	-6.747394616576667	0	-6.7652694507715
7.62806, 48.84844	Hag P 12	III_6_0064	7.62806	48.84844	6	-7.7675321980309455	2	-7.277706552268925	0	-6.7652694507715
7.62923, 47.80821	Co H7	na	7.62923	47.80821	0	0.0	0	0.0	0	0.0
7.62965, 48.74804	Stra f 4	na	7.62965	48.74804	0	0.0	0	0.0	0	0.0
7.63107, 48.7093	Stra f 7	III_8_0074	7.63107	48.7093	21	0.16816524207600392	9	-3.5655230024231157	5	-4.114745785094022
7.63179, 49.00256	Hag A 1	III_4_0077	7.63179	49.00256	34	7.045769690168694	23	3.858844097268502	17	2.2465110125319248
7.6319, 48.90544	Hag P 8	III_6_0050	7.6319	48.90544	20	-0.36088125393112575	1	-7.808018487961184	0	-6.7652694507715
7.6323, 48.3467	Stra J 8	III_11_0039	7.6323	48.3467	9	-2.272603004983225	3	-3.769419465271866	3	-2.7587875903751917
7.63299, 47.59278	Co W 18	III_16_0085	7.63299	47.59278	9	-6.1803927100095555	2	-7.277706552268925	0	-6.7652694507715
7.63371, 48.72198	Stra f 5	III_8_0076	7.63371	48.72198	21	1.7312811240865367	15	0.807538672252355	9	-1.0278597881561116
7.6354, 48.69228	Stra f 10	III_8_0071	7.6354	48.69228	10	-5.651346214002426	4	-6.217082680884408	4	-4.644850518229518
7.63551, 48.08944	Co e 13	III_12_0107	7.63551	48.08944	19	-0.8899277499382561	4	-6.217082680884408	0	-6.7652694507715
7.63561, 47.71579	Co P5	III_15_0058	7.63561	47.71579	10	-5.651346214002426	1	-7.808018487961184	0	-6.7652694507715
7.6357, 48.12586	Co e 3	na	7.6357	48.12586	0	0.0	0	0.0	0	0.0
7.63634, 48.53413	Stra u 16	III_10_0033	7.63634	48.53413	39	9.691002170204342	21	2.798220225883986	17	2.2465110125319248
7.63735, 47.8479	Co A4	III_14_0046	7.63735	47.8479	15	-3.006113733966776	8	-4.095834938115375	6	-3.5846410519585263
7.63837, 48.87814	Hag P 10	III_6_0056	7.63837	48.87814	18	-1.418974245945386	9	-3.5655230024231157	5	-4.114745785094022
7.63886, 48.40167	Stra J 7	III_11_0031	7.63886	48.40167	21	0.1681652420760047	9	-3.5655230024231157	7	-3.054536318823031
7.63962, 47.85945	Co A5	III_14_0045	7.63962	47.85945	15	-3.0061137339667754	12	-1.9745871953463408	10	-1.4642221194165443
7.64081, 47.7737	Co H11	III_14_0140	7.64081	47.7737	43	11.807188154232863	32	8.63165151849883	28	8.077663077022375
7.64143, 47.64099	Co W 7, 9/2	III_16_0077	7.64143	47.64099	16	1.4307224670666843	15	1.998728732774276	15	3.1192356750527908
7.642, 47.73653	Co P4	III_15_0059	7.642	47.73653	10	-0.18044062696556318	6	-0.9872935976731703	4	-1.2622157928437678
7.64227, 48.01556	Co m 2	III_13_0039	7.64227	48.01556	11	-5.122299717995296	3	-6.747394616576667	0	-6.7652694507715
7.64259, 48.80222	Hag W 8	III_7_0071	7.64259	48.80222	13	-4.064206725981036	4	-6.217082680884408	0	-6.7652694507715
7.64262, 48.07988	Co m 5	na	7.64262	48.07988	0	0.0	0	0.0	0	0.0
7.64282, 48.95108	Hag H 2/1, Hag H 2/2, Hag H 2/3	III_5_0066, III_5_0067	7.64282	48.95108	3	-9.354671686052335	1	-7.808018487961184	0	-6.7652694507715
7.64329, 48.51516	Stra u 15	III_10_0034	7.64329	48.51516	8	-6.709439206016685	1	-7.808018487961184	0	-6.7652694507715
7.64331, 48.66042	Stra n 6	III_9_0030	7.64331	48.66042	10	-4.088230331991894	3	-5.556204556054746	0	-5.798802386375572
7.64383, 48.55724	Stra v 8	III_10_0032	7.64383	48.55724	22	0.6972117380831337	11	-2.5048991310385986	7	-3.054536318823031
7.64434, 47.75677	Co H12	III_14_0142	7.64434	47.75677	18	-1.418974245945386	5	-5.68677074519215	4	-4.644850518229518
7.64554, 48.04572	Co m 3 	III_13_0038	7.64554	48.04572	36	8.103862682182953	16	0.14666054742269363	15	1.1863015462609332
7.64596, 48.45465	Stra B 11	III_10_0107	7.64596	48.45465	15	-3.006113733966776	6	-5.156458809499892	2	-5.705059984500509
7.64715, 48.22339	Stra X 7	III_12_0023	7.64715	48.22339	17	-1.948020741952516	5	-5.68677074519215	0	-6.7652694507715
7.64763, 47.80664	Co H6	na	7.64763	47.80664	0	0.0	0	0.0	0	0.0
7.64842, 47.6562	Co W 7, 9/1	III_16_0086	7.64842	47.6562	22	0.6972117380831341	6	-5.156458809499891	0	-6.7652694507715
7.64933, 48.1663	Co e 7	III_12_0030, III_12_0031, III_12_0032	7.64933	48.1663	9	-4.6172768279990235	4	-5.025892620362487	0	-5.798802386375572
7.64962, 47.93629	Co t 3	na	7.64962	47.93629	0	0.0	0	0.0	0	0.0
7.65125, 48.70026	Stra f 9	III_8_0072	7.65125	48.70026	4	-8.825625190045205	3	-6.747394616576667	0	-6.7652694507715
7.65195, 47.82164	Co H5	III_14_0143	7.65195	47.82164	33	6.516723194161563	20	2.2679082901917273	20	3.8368252119384105
7.65221, 47.8908	Co A7	III_14_0048	7.65221	47.8908	55	18.155746106318425	43	14.465082811113673	39	13.908815141512829
7.65236, 48.5868	Stra u 5	III_9_0028	7.65236	48.5868	16	-1.6955092969543795	11	-1.9093041007776388	9	-1.511093320354076
7.65306, 48.12469	Co e 2	III_12_0105	7.65306	48.12469	27	3.342444218118784	8	-4.095834938115375	0	-6.7652694507715
7.65387, 47.67054	Co W 8	III_15_0056	7.65387	47.67054	22	0.697211738083134	7	-4.626146873807633	5	-4.114745785094022
7.65509, 48.82974	Hag W 1	III_6_0067	7.65509	48.82974	11	-5.122299717995296	6	-5.156458809499891	2	-5.705059984500509
7.65562, 48.13337	Co e 11	III_12_0104	7.65562	48.13337	30	4.929583706140173	10	-3.035211066730857	5	-4.114745785094022
7.65564, 47.62739	Co W 21	III_16_0078	7.65564	47.62739	20	-0.36088125393112647	12	-1.9745871953463405	9	-1.9943268525520397
7.65599, 48.09787	Co e 5	na	7.65599	48.09787	0	0.0	0	0.0	0	0.0
7.65665, 47.78685	Co H9	III_14_0141	7.65665	47.78685	35	7.574816186175823	13	-1.4442752596540815	11	-0.9341173862810489
7.65681, 47.83383	Co H4	III_14_0138, III_14_0139	7.65681	47.83383	15	-3.006113733966776	9	-3.5655230024231157	4	-4.644850518229518
7.65758, 48.67898	Stra f 13	III_8_0069, III_8_0070	7.65758	48.67898	12	-4.593253221988166	6	-5.156458809499892	8	-2.524431585687536
7.65824, 48.70895	Stra f 8	III_8_0073	7.65824	48.70895	39	9.691002170204344	26	5.449779904345278	22	4.897034678209402
7.6592, 48.90652	Hag P 9	III_5_0063	7.6592	48.90652	11	-5.122299717995295	2	-7.277706552268925	0	-6.7652694507715
7.6594, 47.97942	Co t 2	na	7.6594	47.97942	0	0.0	0	0.0	0	0.0
7.66007, 48.78303	Hag W 19	III_7_0073	7.66007	48.78303	13	-2.5010908439705037	8	-2.9046448775934537	0	-5.798802386375572
7.66174, 48.29015	Stra Q 3	III_11_0102	7.66174	48.29015	11	-5.122299717995296	1	-7.808018487961184	0	-6.7652694507715
7.66224, 47.71456	Co P16	III_15_0046	7.66224	47.71456	26	2.8133977221116533	3	-6.747394616576667	0	-6.7652694507715
7.66295, 48.4211	Stra B 10	III_10_0105	7.66295	48.4211	27	4.12400215912405	10	-2.4396160364698973	5	-3.6315122528960577
7.66338, 48.93223	Hag H 3	III_5_0064, III_5_0065	7.66338	48.93223	8	-6.709439206016686	2	-7.277706552268925	0	-6.7652694507715
7.66409, 47.61258	Co W 19 , Co W 20	III_16_0079, III_16_0080, III_16_0081, III_16_0082, III_16_0083	7.66409	47.61258	6	-7.7675321980309455	1	-7.808018487961184	0	-6.7652694507715
7.66581, 47.90315	Co B1	III_14_0050, III_14_0051	7.66581	47.90315	12	-4.593253221988165	6	-5.156458809499892	4	-4.644850518229518
7.66606, 48.58281	Stra v 6	III_9_0027	7.66606	48.58281	16	-2.477067237959646	6	-5.156458809499891	0	-6.7652694507715
7.66607, 47.55136	Co Wa 6	III_17_0037	7.66607	47.55136	17	-1.9480207419525162	2	-7.277706552268925	0	-6.7652694507715
7.66768, 47.87108	Co A6	III_14_0047	7.66768	47.87108	23	2.00781617509553	9	-2.9699279721621554	5	-3.6315122528960577
7.66779, 48.62966	Stra o 6, 7	III_9_004	7.66779	48.62966	31	6.24018814315257	20	2.8635033204526863	14	1.139430345323402
7.66966, 48.49284	Stra B 3	III_10_0109	7.66966	48.49284	11	-5.122299717995296	1	-7.808018487961184	0	-6.7652694507715
7.67044, 48.30971	Stra R 2	III_11_0107	7.67044	48.30971	12	-4.593253221988165	3	-6.747394616576667	0	-6.7652694507715
7.67069, 48.64279	Stra o 5	III_9_0044	7.67069	48.64279	4	-8.825625190045205	1	-7.808018487961184	0	-6.7652694507715
7.67114, 47.98702	Co u 18	III_13_0127	7.67114	47.98702	26	2.8133977221116537	9	-3.5655230024231157	5	-4.114745785094022
7.67237, 47.82744	Co J1	III_14_0144	7.67237	47.82744	22	0.6972117380831337	5	-5.68677074519215	0	-6.7652694507715
7.67249, 48.46706	Stra C 4	III_10_0112	7.67249	48.46706	10	-5.651346214002426	6	-5.156458809499892	8	-2.524431585687536
7.67396, 48.82047	Hag X 1	III_7_0080	7.67396	48.82047	27	3.3424442181187834	15	-0.38365138826956524	10	-1.4642221194165441
7.67473, 47.92531	Co u 21	III_13_0134	7.67473	47.92531	39	9.691002170204342	24	4.389156032960762	15	1.1863015462609332
7.67511, 48.69681	Stra g 8	III_8_0080, III_8_0081	7.67511	48.69681	7	-7.238485702023816	3	-6.747394616576667	0	-6.7652694507715
7.67618, 48.19761	Stra Y 3	III_12_0036	7.67618	48.19761	27	3.3424442181187834	16	0.14666054742269388	8	-2.5244315856875357
7.67629, 48.12873	Co f 12	III_12_0123	7.67629	48.12873	26	2.8133977221116537	14	-0.9139633239618239	11	-0.9341173862810486
7.67779, 48.77853	Hag X 13	III_7_0089	7.67779	48.77853	17	-1.948020741952516	12	-1.9745871953463405	8	-2.524431585687536
7.67856, 48.89026	Hag Q 12	III_6_0068	7.67856	48.89026	13	-4.064206725981036	8	-4.095834938115374	5	-4.114745785094022
7.67898, 47.63703	Co X 4	III_16_0091, III_16_0092	7.67898	47.63703	13	-4.064206725981036	3	-6.747394616576667	0	-6.7652694507715
7.67934, 47.80555	Co J2	III_14_0145	7.67934	47.80555	30	4.929583706140175	24	4.389156032960761	25	6.487348877615889
7.67936, 48.86259	Hag Q 11	III_6_0078	7.67936	48.86259	7	-7.238485702023816	4	-6.217082680884408	0	-6.7652694507715
7.67959, 48.4897	Stra C 1/1, Stra C 1/2	III_10_0110	7.67959	48.4897	26	2.813397722111654	12	-1.9745871953463403	9	-1.99432685255204
7.68027, 47.88527	Co B2	na	7.68027	47.88527	0	0.0	0	0.0	0	0.0
7.68036, 48.33214	Stra R 1	III_11_0106	7.68036	48.33214	30	4.929583706140174	16	0.14666054742269363	12	-0.404012653145553
7.6813, 48.05162	Co n 14	na	7.6813	48.05162	0	0.0	0	0.0	0	0.0
7.68308, 48.10435	Co f 6	III_12_0124	7.68308	48.10435	27	4.12400215912405	12	-1.3789921650853798	10	-0.9809885872185801
7.68471, 47.8434	Co B5	III_14_0058	7.68471	47.8434	37	8.632909178190083	27	5.980091840037536	20	3.836825211938412
7.68507, 48.60569	Stra o 16	III_9_0045	7.68507	48.60569	9	-6.1803927100095555	3	-6.747394616576667	0	-6.7652694507715
7.68522, 48.76281	Hag X 12	na	7.68522	48.76281	0	0.0	0	0.0	0	0.0
7.68667, 48.73776	Stra g 1	na	7.68667	48.73776	0	0.0	0	0.0	0	0.0
7.68725, 48.57932	Stra v 7	na	7.68725	48.57932	0	0.0	0	0.0	0	0.0
7.68772, 47.58811	Co X 16	III_16_0096	7.68772	47.58811	23	1.2262582340902641	1	-7.808018487961184	0	-6.7652694507715
7.68864, 48.0173	Co n 4	III_13_0058, III_13_0059	7.68864	48.0173	13	-4.064206725981036	2	-7.277706552268925	0	-6.7652694507715
7.68912, 48.35924	Stra K 7	III_11_0049	7.68912	48.35924	5	-7.515020753032809	2	-6.682111522007965	0	-6.282035918573536
7.68958, 47.93875	Co u 1/1, Co u 1/2	III_13_0135	7.68958	47.93875	15	-3.0061137339667763	6	-5.156458809499891	2	-5.705059984500509
7.69085, 48.75532	Hag X 11	III_7_0090	7.69085	48.75532	35	7.574816186175824	24	4.389156032960761	20	3.836825211938411
7.69103, 47.54989	Co Xa 5	III_17_0038, III_17_0039, III_17_0040	7.69103	47.54989	8	-6.709439206016685	1	-7.808018487961184	0	-6.7652694507715
7.69236, 47.63395	Co X 6	III_16_0094, III_16_0095	7.69236	47.63395	15	-3.006113733966776	3	-6.747394616576667	1	-6.235164717636004
7.69275, 48.61406	Stra o 10	III_9_0046	7.69275	48.61406	11	-5.122299717995296	3	-6.747394616576667	0	-6.7652694507715
7.69351, 48.68244	Stra g 9	III_8_0082	7.69351	48.68244	26	2.813397722111654	20	2.267908290191727	14	0.6561968131254374
7.69364, 49.03549	Hag B 2	III_4_0080	7.69364	49.03549	32	5.987676698154434	23	3.8588440972685025	14	0.6561968131254374
7.69375, 47.64287	Co X 5	III_16_0093	7.69375	47.64287	32	5.987676698154433	16	0.1466605474226934	15	1.1863015462609334
7.69689, 47.87134	Co B3	III_14_0055, III_14_0056	7.69689	47.87134	19	-0.8899277499382564	10	-3.0352110667308576	4	-4.644850518229518
7.69824, 48.38295	Stra K 8	III_11_0041	7.69824	48.38295	17	-1.9480207419525153	8	-4.095834938115374	8	-2.5244315856875357
7.69883, 47.96873	Co u 16	III_13_0129	7.69883	47.96873	18	-1.4189742459453858	6	-5.156458809499892	0	-6.7652694507715
7.69904, 47.80743	Co J3	III_14_0153	7.69904	47.80743	30	4.929583706140174	6	-5.156458809499892	6	-3.584641051958527
7.70033, 48.62313	Stra o 9	III_9_0047	7.70033	48.62313	19	-0.8899277499382561	9	-3.5655230024231157	0	-6.7652694507715
7.70034, 48.81187	Hag X 2	III_7_0081	7.70034	48.81187	6	-7.7675321980309455	1	-7.808018487961184	0	-6.7652694507715
7.70076, 47.86061	Co B4	III_14_0049	7.70076	47.86061	20	0.4206766870741405	16	0.7422555776836537	12	0.07922087905241126
7.70087, 48.65016	Stra o 4	III_9_0075	7.70087	48.65016	8	-6.709439206016686	1	-7.808018487961184	0	-6.7652694507715
7.70271, 48.79349	Hag X 15	III_7_0086	7.70271	48.79349	27	3.342444218118784	20	2.267908290191727	14	0.6561968131254374
7.7031, 48.16341	Co f 9	III_12_0119	7.7031	48.16341	32	5.987676698154433	10	-3.0352110667308576	14	0.6561968131254378
7.70312, 48.1419	Co f 1	III_12_0120, III_12_0121, III_12_0122	7.70312	48.1419	10	-4.088230331991893	2	-6.086516491747005	0	-5.798802386375572
7.70322, 48.96072	Hag J 12	III_5_0073	7.70322	48.96072	29	4.400537210133043	12	-1.9745871953463405	4	-4.644850518229518
7.70333, 47.91813	Co B11	III_14_0052, III_14_0053	7.70333	47.91813	15	-3.006113733966776	2	-7.277706552268925	0	-6.7652694507715
7.70498, 48.3175	Stra R 3	III_11_0108	7.70498	48.3175	12	-3.8116952809828994	7	-4.0305518435466725	8	-2.0411980534895715
7.70638, 48.78331	Hag X 14	III_7_0087	7.70638	48.78331	22	0.6972117380831346	10	-3.035211066730857	9	-1.9943268525520406
7.70727, 47.84122	Co B6	III_14_0062, III_14_0063, III_14_0064	7.70727	47.84122	14	-3.5351602299739056	10	-3.0352110667308576	6	-3.584641051958527
7.70866, 47.73257	Co J7, Co Q1	III_14_0147, III_15_0061	7.70866	47.73257	9	-6.1803927100095555	1	-7.808018487961184	0	-6.7652694507715
7.71045, 48.73026	Stra g 2	III_8_0084	7.71045	48.73026	16	-2.477067237959646	6	-5.156458809499891	0	-6.7652694507715
7.71048, 48.22667	Stra Y 2	III_12_0035	7.71048	48.22667	19	-0.889927749938256	8	-4.095834938115374	5	-4.114745785094022
7.71183, 48.5288	Stra v 4, Stra v 5	III_10_0042	7.71183	48.5288	22	0.6972117380831341	13	-1.444275259654082	3	-5.174955251365013
7.71217, 47.93434	Co u 3	na	7.71217	47.93434	0	0.0	0	0.0	0	0.0
7.71285, 48.66933	Stra g 10	III_8_0083	7.71285	48.66933	18	-1.4189742459453862	3	-6.747394616576667	0	-6.7652694507715
7.71317, 48.23982	Stra Y 1	III_12_0171	7.71317	48.23982	29	4.400537210133044	16	0.14666054742269344	9	-1.99432685255204
7.71392, 47.95851	Co u 17	III_13_0130	7.71392	47.95851	17	-1.9480207419525164	6	-5.156458809499892	5	-4.114745785094022
7.7144, 48.75688	Hag X 10	na	7.7144	48.75688	0	0.0	0	0.0	0	0.0
7.71468, 48.89506	Hag Q 3	III_6_0071	7.71468	48.89506	26	2.813397722111654	11	-2.5048991310385986	5	-4.114745785094022
7.71501, 49.0295	Hag B 3	III_4_0081	7.71501	49.0295	38	9.161955674197214	29	7.040715711422052	23	5.427139411344898
7.71544, 48.64179	Stra o 3	III_9_0076	7.71544	48.64179	15	-3.006113733966776	8	-4.095834938115374	0	-6.7652694507715
7.71556, 48.48796	Stra C 2	III_10_0111	7.71556	48.48796	22	0.6972117380831335	10	-3.035211066730857	5	-4.114745785094022
7.71585, 48.00052	Co u 15	III_13_0057	7.71585	48.00052	8	-6.709439206016685	3	-6.747394616576667	8	-2.524431585687536
7.71599, 47.98216	Co u 14	III_13_0128	7.71599	47.98216	22	0.6972117380831339	7	-4.626146873807633	6	-3.584641051958527
7.71622, 49.05104	Hag B 1	na	7.71622	49.05104	0	0.0	0	0.0	0	0.0
7.71659, 48.34964	Stra K 6	III_11_0048	7.71659	48.34964	21	0.16816524207600403	12	-1.9745871953463412	9	-1.99432685255204
7.71711, 48.91154	Hag Q 2	III_6_0070	7.71711	48.91154	20	-0.36088125393112613	4	-6.217082680884408	0	-6.7652694507715
7.71857, 48.02338	Co n 13	III_13_0056	7.71857	48.02338	9	-6.1803927100095555	3	-6.747394616576667	0	-6.7652694507715
7.72032, 48.88168	Hag Q 10	III_6_0072	7.72032	48.88168	18	-0.6374163049401198	3	-6.151799586315707	0	-6.282035918573536
7.72171, 48.94318	Hag J 11	III_5_0074	7.72171	48.94318	45	12.865281146247124	16	0.14666054742269255	9	-1.99432685255204
7.72184, 47.87162	Co B10	III_14_0057	7.72184	47.87162	14	-3.535160229973906	9	-3.5655230024231157	2	-5.705059984500509
7.72339, 48.46948	Stra C 3	III_10_0113	7.72339	48.46948	14	1.154187416057691	11	1.068671050527161	8	0.37496960750025
7.72571, 48.26873	Stra R 13	III_11_0118	7.72571	48.26873	23	1.2262582340902644	18	1.2072844188072103	15	1.1863015462609332
7.72593, 48.07743	Co n 12	III_13_0048, III_13_0049, III_13_0050, III_13_0051	7.72593	48.07743	21	0.16816524207600342	1	-7.808018487961184	0	-6.7652694507715
7.72683, 47.93837	Co u 5	III_13_0136	7.72683	47.93837	10	-5.651346214002426	7	-4.626146873807633	0	-6.7652694507715
7.72686, 48.04969	Co n 8	na	7.72686	48.04969	0	0.0	0	0.0	0	0.0
7.72687, 48.75719	Hag X 9	na	7.72687	48.75719	0	0.0	0	0.0	0	0.0
7.72688, 47.77116	Co J4	III_14_0146	7.72688	47.77116	43	11.807188154232863	39	12.343835068344639	31	9.667977276428863
7.72778, 47.66132	Co X 1	III_16_0097	7.72778	47.66132	19	-0.8899277499382556	9	-3.5655230024231157	6	-3.584641051958527
7.72902, 47.55493	Co Xa 4	na	7.72902	47.55493	0	0.0	0	0.0	0	0.0
7.72962, 47.88166	Co B9	III_14_0059, III_14_0060, III_14_0061	7.72962	47.88166	30	4.929583706140173	15	-0.3836513882695656	9	-1.99432685255204
7.73212, 48.59535	Stra o 12	III_9_0048	7.73212	48.59535	7	-2.549138055992219	4	-2.643512499318647	0	-3.865868257583714
7.73306, 47.71161	Co Q8	III_15_0062	7.73306	47.71161	24	1.7553047300973932	10	-3.035211066730857	5	-4.114745785094022
7.73367, 48.96812	Hag J 13	III_5_0072	7.73367	48.96812	22	0.6972117380831337	7	-4.626146873807633	0	-6.7652694507715
7.73517, 48.82151	Hag X 3/1, Hag X 3/2	III_7_0082	7.73517	48.82151	16	-2.477067237959646	5	-5.68677074519215	0	-6.7652694507715
7.73609, 48.58523	Stra o 11	III_9_0057, III_9_0058, III_9_0059, III_9_0060, III_9_0061, III_9_0062, III_9_0063, III_9_0064, III_9_0065, III_9_0066, III_9_0067, III_9_0068, III_9_0069, III_9_0070, III_9_0071, III_9_0072, III_9_0073, III_9_0074	7.73609	48.58523	11	-5.122299717995296	1	-7.808018487961184	0	-6.7652694507715
7.73641, 48.87453	Hag Q 9	III_6_0073	7.73641	48.87453	6	-7.7675321980309455	4	-6.217082680884408	0	-6.7652694507715
7.7384, 48.7721	Hag X 8	na	7.7384	48.7721	0	0.0	0	0.0	0	0.0
7.73863, 47.69047	Co Q11	na	7.73863	47.69047	0	0.0	0	0.0	0	0.0
7.73911, 47.64447	Co X 7	III_16_0098	7.73911	47.64447	17	-1.9480207419525164	6	-5.156458809499892	5	-4.114745785094022
7.73937, 48.12209	Co f 10	III_12_0111	7.73937	48.12209	42	11.278141658225733	5	-5.68677074519215	0	-6.7652694507715
