	Fragebogen_maurer	Fragebogen_DWA	Ort	Koordinaten	item_maurer	item_maurer_align	item_DWA	item_DWA_align	Levenshtein_item
645	KST O8	III_23_0008, III_23_0009, III_23_0010	Langenalb, Langenalb	8.50104, 48.84402	grumbier	g r u m b ie r	grumbira	g r u m b i r a	2
646	KST s7	III_20_0015, III_20_0014, III_20_0013	Staffort, Staffort	8.51034, 49.09079	grumbier	g r u m b ie r	grumbierer	g r u m b ie r e r	2
647	KST z8	III_21_0012, III_21_0011, III_21_0013, III_21_0010, III_21_0009	Weingarten, Weingarten	8.53114, 49.0533	grumbiere	g r u m b ie r e	grummbiere	g r u mm b ie r e	1
648	KST z8	III_21_0012, III_21_0011, III_21_0013, III_21_0010, III_21_0009	Weingarten, Weingarten	8.53114, 49.0533	grumbiere	g r u m b ie r e	grumbier	g r u m b ie r	1
649	KST G1	III_22_0010, III_22_0013, III_22_0011	Söllingen, Söllingen	8.5425, 48.98622	grumbiere	g r u m b ie r e	krummbiere	k r u mm b ie r e	2
650	KST G1	III_22_0010, III_22_0013, III_22_0011	Söllingen, Söllingen	8.5425, 48.98622	grumbiere	g r u m b ie r e	grumbier	g r u m b ie r	1
651	KST s8	III_20_0022, III_20_0021, III_20_0023	Untergrombach, Untergrombach	8.55318, 49.0861	grumbiere	g r u m b ie r e	grumbiern	g r u m b ie r n	1
652	KST s2, KST s11	III_20_0019, III_20_0020, III_20_0018	Bruchsal , Bruchsal (Forstamt), Bruchsal	8.60102, 49.12377	grumbiere	g r u m b ie r e	grummbier	g r u mm b ie r	2
653	KST s2, KST s11	III_20_0019, III_20_0020, III_20_0018	Bruchsal , Bruchsal (Forstamt), Bruchsal	8.60102, 49.12377	grumbier	g r u m b ie r	grumbiere	g r u m b ie r e	1
654	KST s2, KST s11	III_20_0019, III_20_0020, III_20_0018	Bruchsal , Bruchsal (Forstamt), Bruchsal	8.60102, 49.12377	grumbier	g r u m b ie r	grummbier	g r u mm b ie r	1
655	KST z4	III_21_0018	Wössingen, Wössingen	8.61142, 49.01017	grumbir	g r u m b i r	grumbiere	g r u m b ie r e	2
656	KST z4	III_21_0018	Wössingen, Wössingen	8.61142, 49.01017	grumbir	g r u m b i r	grumbier	g r u m b ie r	1
657	KST G8	III_22_0024, III_22_0018, III_22_0020, III_22_0021, III_22_0019	Königsbach, Stein, Königsbach	8.61207, 48.96515	gråmbia	g r å m b i a	krumbier	k r u m b ie r	4
658	KST G8	III_22_0024, III_22_0018, III_22_0020, III_22_0021, III_22_0019	Königsbach, Stein, Königsbach	8.61207, 48.96515	gråmbia	g r å m b i a	grumbier	g r u m b ie r	3
