	Fragebogen_maurer	Fragebogen_DWA	Ort	Koordinaten	item_maurer	item_maurer_align	item_DWA	item_DWA_align	Levenshtein_item
56	MH P1	II_92_0027	Dainbach-Herold, Dainbach	9.71553, 49.49662	äbīere	ä b ī e r e	äbirn	ä b i r n	3
57	MH G4	II_91_0025	Marbach, Marbach	9.7264, 49.56581	äbīere	ä b ī e r e	äbiere	ä b ie r e	1
58	MH G9	II_91_0022	Königshofen, Königshofen	9.73105, 49.54759	ebbiere	e bb ie r e	ebiere	e b ie r e	1
59	MH G8	II_91_0023	Unterbalbach, Unterbalbach	9.74711, 49.52779	äbire	ä b i r e	ebiere	e b ie r e	2
60	MH G7/2, MH G7/1	II_91_0032	Oberbalbach, Oberbalbach	9.7938, 49.53997	epira	e p i r a	äbira	ä b i r a	2
61	KST m5	III_19_0031, III_19_0030	Michelfeld, Michelfeld	8.7808, 49.22723	erbīere	e r b ī e r e	erbiere	e r b ie r e	1
62	KST m5	III_19_0031, III_19_0030	Michelfeld, Michelfeld	8.7808, 49.22723	erbīere	e r b ī e r e	erbire	e r b i r e	2
63	KST u5	III_20_0163, III_20_0045, III_20_0044, III_20_0042, III_20_0043	Sulzfeld, Sulzfeld	8.85671, 49.10336	erbira	e r b i r a	erbiera	e r b ie r a	1
64	KST u5	III_20_0163, III_20_0045, III_20_0044, III_20_0042, III_20_0043	Sulzfeld, Sulzfeld	8.85671, 49.10336	erbira	e r b i r a	erbiere	e r b ie r e	2
65	KST u3	III_20_0050, III_20_0047, III_20_0051, III_20_0049, III_20_0048	Eppingen, Eppingen	8.9098, 49.13704	erbiere	e r b ie r e	ärbira	ä r b i r a	3
66	KST u3	III_20_0050, III_20_0047, III_20_0051, III_20_0049, III_20_0048	Eppingen, Eppingen	8.9098, 49.13704	erbiere	e r b ie r e	ärbiere	ä r b ie r e	1
67	KST u3	III_20_0050, III_20_0047, III_20_0051, III_20_0049, III_20_0048	Eppingen, Eppingen	8.9098, 49.13704	erbiere	e r b ie r e	ärbiera	ä r b ie r a	2
68	KST o3	III_19_0058, III_19_0057	Bad Rappenau, Bad Rappenau	9.10212, 49.24032	erbiire	e r b ii r e	erbiere	e r b ie r e	1
69	STU u1	III_26_0090	Nürtingen, Nürtingen	9.34192, 48.62663	aibire	a i b i r e	äbiera	ä b ie r a	4
70	STU u1	III_26_0090	Nürtingen, Nürtingen	9.34192, 48.62663	aibire	a i b i r e	ebier	e b ie r	4
71	MH N5	II_92_0007, II_92_0006	Osterburken, Osterburken	9.42838, 49.4308	ebirn	e b i r n	ebiirn	e b ii r n	1
72	MH N5	II_92_0007, II_92_0006	Osterburken, Osterburken	9.42838, 49.4308	ebirn	e b i r n	aebiirn	a e b ii r n	2
73	MH O5	II_92_0020, II_92_0021, II_92_0019	Schwabhausen, Schwabhausen	9.60196, 49.45569	ebirn	e b i r n	ebbirn	e bb i r n	1
74	MH O5	II_92_0020, II_92_0021, II_92_0019	Schwabhausen, Schwabhausen	9.60196, 49.45569	ebirn	e b i r n	äbiern	ä b ie r n	2
75	MH O6	II_92_0016, II_92_0015, II_92_0018, II_92_0017	Windischbuch, Windischbuch	9.62194, 49.43593	erdbirn	e r d b i r n	eebirn	ee b i r n	2
76	MH O6	II_92_0016, II_92_0015, II_92_0018, II_92_0017	Windischbuch, Windischbuch	9.62194, 49.43593	erdbirn	e r d b i r n	ebbirn	e bb i r n	2
77	MH O6	II_92_0016, II_92_0015, II_92_0018, II_92_0017	Windischbuch, Windischbuch	9.62194, 49.43593	erdbirn	e r d b i r n	ebiern	e b ie r n	3
78	MH O6	II_92_0016, II_92_0015, II_92_0018, II_92_0017	Windischbuch, Windischbuch	9.62194, 49.43593	erdbirn	e r d b i r n	ebirn	e b i r n	2
79	MH O10	II_92_0023, II_92_0025, II_92_0024	Wölchingen, Wölchingen	9.63011, 49.48494	ebbiern	e bb ie r n	ebbirn	e bb i r n	1
80	MH O10	II_92_0023, II_92_0025, II_92_0024	Wölchingen, Wölchingen	9.63011, 49.48494	ebbiern	e bb ie r n	ebirn	e b i r n	2
81	MH P4	II_92_0030, II_92_0031, II_92_0029, II_92_0032	Assamstadt, Assamstadt	9.68738, 49.42689	erdbirn	e r d b i r n	erdbier	e r d b ie r	2
82	MH P4	II_92_0030, II_92_0031, II_92_0029, II_92_0032	Assamstadt, Assamstadt	9.68738, 49.42689	erbirn	e r b i r n	erdbirn	e r d b i r n	1
83	MH P4	II_92_0030, II_92_0031, II_92_0029, II_92_0032	Assamstadt, Assamstadt	9.68738, 49.42689	erbirn	e r b i r n	erdbier	e r d b ie r	3
84	MH G7/2, MH G7/1	II_91_0032	Oberbalbach, Oberbalbach	9.7938, 49.53997	ebīra	e b ī r a	äbira	ä b i r a	2
85	MH G7/2, MH G7/1	II_91_0032	Oberbalbach, Oberbalbach	9.7938, 49.53997	epira	e p i r a	äbira	ä b i r a	2
