	Fragebogen_maurer	Fragebogen_DWA	Ort	Koordinaten	item_maurer	item_maurer_align	item_DWA	item_DWA_align	Levenshtein_item
133	Co c 5	III_12_0083	Katzenthal, Katzental	7.28497, 48.10796	hewamm	h e w a mm	hawamm	h a w a mm	1
134	Co c 7	III_12_0080	Kientzheim, Kientzheim	7.28695, 48.13649	hewåmm	h e w å mm	héwåmm	h é w å mm	1
135	Co U 2	III_16_0023	Lümschweiler (Luemschwiller) und Tagolsheim, Tagolsheim	7.28747, 47.65547	hebåm	h e b å m	hebamme	h e b a mm e	3
136	Hag N 2	III_6_0021	Hinsburg (Hinsbourg), Hinsburg	7.28852, 48.90706	hewamm	h e w a mm	hewāmm	h e w ā mm	1
137	Stra G 4	III_11_0008	St. Martin (Saint-Martin), St. Martin	7.28942, 48.35047	hewåmm	h e w å mm	hewamm	h e w a mm	1
138	Co y 12	III_14_0032	Merxheim, Merxheim	7.29205, 47.91022	hewåmm	h e w å mm	hebamme	h e b a mm e	3
139	Co r 5	III_13_0112	Gundolsheim, Gundolsheim	7.2942, 47.92837	hewåmm	h e w å mm	hewamm	h e w a mm	1
140	Co N6	III_15_0019	Zillisheim, Zillisheim	7.29485, 47.69387	hewåmma	h e w å mm a	hewamma	h e w a mm a	1
141	Hag U 1	III_7_0033	Etschburg (Eschbourg), Eschburg	7.29591, 48.81267	hewå̄mm	h e w å ̄ mm	hewamm	h e w a mm	2
142	Co k 6	III_13_0023	Hattstatt, Hattstatt	7.30016, 48.0108	hebamm	h e b a mm	hewamm	h e w a mm	1
143	Co k 12	III_13_0022	Obermorschweier, Obermorschweier	7.30037, 48.01773	hewamm	h e w a mm	hewamme	h e w a mm e	1
144	Co Ua 4	III_17_0007	Grenzingen, Grenzingen	7.30068, 47.56354	hebamm	h e b a mm	hebamme	h e b a mm e	1
