	Fragebogen_maurer	Fragebogen_DWA	Ort	Koordinaten	item_maurer	item_maurer_align	item_DWA	item_DWA_align	Levenshtein_item
0	MH G1	II_91_0016	Oberlauda, Oberlauda	9.67912, 49.56608	ammefrāle	a mm e f r ā l e	ammefraale	a mm e f r a a l e	2
