	Fragebogen_maurer	Fragebogen_DWA	Ort	Koordinaten	Longitude	Latitude	item_maurer	item_DWA	Levenshtein_item	z_score_item	phontype_maurer	phontype_DWA	Levenshtein_phontype	z_score_phontype	lextype_maurer	lextype_DWA	Levenshtein_lextype	z_score_lextype
19	Co E4	III_14_0087	Aue (Lauw), Aue	7.02216, 47.75778	7.02216	47.75778	gūf	gufa	2	0.27653505100899384	guf	gufe	1	-0.06528309456870167	Glufe	Glufe	0	-0.48323353219796433
20	Hag E 10	na	Bissert	7.02465, 48.94167	7.02465	48.94167	guw	na	999	527.7358915701176	guw	na	999	529.1860287263053	Glufe	na	999	529.091394870162
21	Co T10	na	Schaffnatt am Weier (Chavannes-Sur-LÉtang)	7.02504, 47.63178	7.02504	47.63178	gufe	na	999	527.7358915701176	gufe	na	999	529.1860287263053	Glufe	na	999	529.091394870162
22	Co E1	III_14_0088	Oberburbach, Oberburbach (Bourbach-Les-Haut)	7.02973, 47.7953	7.02973	47.7953	nohdel	heftnōdel	0	-0.7815579410052661	nodel	heftnodel	0	-0.5955950302609602	Nadel	Heftnadel	0	-0.48323353219796433
23	Co x 5	III_14_0009	St. Amarin	7.03186, 47.87365	7.03186	47.87365	schtupfnodl	nodla	0	-0.7815579410052661	schtupfnodel	nodla	0	-0.5955950302609602	Stopfnadel	Nadel	0	-0.48323353219796433
24	Co q 5	III_13_0096	Mittlach	7.03325, 48.00405	7.03325	48.00405	guf	stopfnodel	0	-0.7815579410052661	guf	schtopnodel	0	-0.5955950302609602	Glufe	Stopfnadel	0	-0.48323353219796433
25	Co x 3	III_14_0010	Malmerspach	7.03487, 47.86486	7.03487	47.86486	gof	gifele	0	-0.7815579410052661	gof	gifele	0	-0.5955950302609602	Glufe	Glifle	0	-0.48323353219796433
26	Hag E 9	III_5_0027	Harskirchen, Harskirchen	7.0389, 48.93409	7.0389	48.93409	guw	guff	2	0.27653505100899384	guw	guf	1	-0.06528309456870167	Glufe	Glufe	0	-0.48323353219796433
27	Co M10	na	Morzweiler (Mortzwiller)	7.04125, 47.73832	7.04125	47.73832	heftgufa	na	999	527.7358915701176	heftgufe	na	999	529.1860287263053	Heftgufe	na	999	529.091394870162
28	Hag E 7	III_5_0024	Keskastel, Keskastel	7.04339, 48.96955	7.04339	48.96955	gu̠w	guff	2	0.27653505100899384	guw	guf	1	-0.06528309456870167	Glufe	Glufe	0	-0.48323353219796433
29	Co x 6	III_14_0011	Moosch	7.04865, 47.86081	7.04865	47.86081	gūf	nodel	0	-0.7815579410052661	guf	nodel	0	-0.5955950302609602	Glufe	Nadel	0	-0.48323353219796433
30	Hag M 12	III_6_0005	Diedendorf	7.04974, 48.87869	7.04974	48.87869	guw	stecknodel	0	-0.7815579410052661	guw	schteknodel	0	-0.5955950302609602	Glufe	Stecknadel	0	-0.48323353219796433
31	Hag E 8	III_5_0026	Schopperten, Schopperten	7.05316, 48.94524	7.05316	48.94524	guw	guwe	1	-0.25251144499813616	guw	guwe	1	-0.06528309456870167	Glufe	Glufe	0	-0.48323353219796433
32	Co T16	na	Menglatt (Magny)	7.05408, 47.6019	7.05408	47.6019	gufä	na	999	527.7358915701176	gufe	na	999	529.1860287263053	Glufe	na	999	529.091394870162
33	Co E3	III_14_0090	Sentheim, Sentheim	7.0544, 47.75581	7.0544	47.75581	gūfå	gūfă	1	-0.25251144499813616	gufe	gufe	0	-0.5955950302609602	Glufe	Glufe	0	-0.48323353219796433
34	Co M2	III_15_0001	Obersulzbach Kreis Tann (Soppe-Le-Haut), Obersulzbach <Morzweiler> Morzweiler steht nur auf S.1	7.05724, 47.73372	7.05724	47.73372	schtupfnodla	stupfnodel	4	1.3346280430232536	schtupfnodla	schtupfnodel	2	0.4650288411235568	Stopfnadel	Stopfnadel	0	-0.48323353219796433
35	Co x 9	III_14_0013	Geishausen	7.05832, 47.88017	7.05832	47.88017	nodla	giefala	0	-0.7815579410052661	nodla	gifela	0	-0.5955950302609602	Nadel	Glifle	0	-0.48323353219796433
36	Co T9	III_16_0014	Gottestal, Luttern (Valdieu-Lutran), Gottestal	7.05852, 47.63139	7.05852	47.63139	guf	guf	0	-0.7815579410052661	guf	guf	0	-0.5955950302609602	Glufe	Glufe	0	-0.48323353219796433
37	Co E2	III_14_0091	Niederburbach (Bourbach-Le-Bas), Niederburbach	7.05868, 47.77527	7.05868	47.77527	gufä	gufa	1	-0.25251144499813616	gufe	gufe	0	-0.5955950302609602	Glufe	Glufe	0	-0.48323353219796433
38	Hag T 2	III_7_0006	Kirberg, Kirberg (Kirrberg)	7.06204, 48.8233	7.06204	48.8233	güw	stecknadel	0	-0.7815579410052661	guw	schteknadel	0	-0.5955950302609602	Glufe	Stecknadel	0	-0.48323353219796433
39	Co M7	III_15_0007	St. Kosman, St Kosman (Saint-Cosme)	7.06248, 47.68339	7.06248	47.68339	gūf	schdeggnodla	0	-0.7815579410052661	guf	schteknodla	0	-0.5955950302609602	Glufe	Stecknadele	0	-0.48323353219796433
40	Co T1	III_15_0008	Brückensweiler (Bréchaumont), Brückensweiler	7.0684, 47.66973	7.0684	47.66973	guwa	guffa	2	0.27653505100899384	guwe	gufe	1	-0.06528309456870167	Glufe	Glufe	0	-0.48323353219796433
41	Hag M 2	III_6_0002	Pisdorf (Bischtroff-sur-Sarre), Pisdorf	7.06995, 48.9005	7.06995	48.9005	guw	steckgobe	0	-0.7815579410052661	guw	schtekgobe	0	-0.5955950302609602	Glufe	Steckgobe	0	-0.48323353219796433
42	Co x 4	III_14_0012	Weiler	7.07073, 47.84351	7.07073	47.84351	heftgufā	goff	0	-0.7815579410052661	heftgufe	gof	0	-0.5955950302609602	Heftgufe	Glufe	0	-0.48323353219796433
43	Co E13	III_14_0092	Rammersmatt, Rammersmatt, Rammersmatt	7.07084, 47.78935	7.07084	47.78935	gufa, wullanōdla	gufae	1	-0.25251144499813616	gufe, wullanodla	gufe	999	529.1860287263053	Glufe, Wullanadel	Glufe	999	529.091394870162
44	Co i 3	III_13_0008	Metzeral, Metzeral	7.07146, 48.01325	7.07146	48.01325	gūf	guuf	2	0.27653505100899384	guf	guf	0	-0.5955950302609602	Glufe	Glufe	0	-0.48323353219796433
45	Co M6	III_15_0004	Bretten Landkreis Altkirch, Bretten	7.0716, 47.69963	7.0716	47.69963	gufä	stecknadla	0	-0.7815579410052661	gufe	schteknadla	0	-0.5955950302609602	Glufe	Stecknadel	0	-0.48323353219796433
46	Co q 4	III_13_0097	Sondernach, Sondernach	7.07276, 47.99621	7.07276	47.99621	gūf	goof	2	0.27653505100899384	guf	gof	1	-0.06528309456870167	Glufe	Glufe	0	-0.48323353219796433
47	Hag M 11/2, Hag M 11/1	III_6_0003	Wolfskirchen, Wolfskirchen, Wolfskirchen	7.07612, 48.87884	7.07612	48.87884	guw, geffel	guw	999	527.7358915701176	guw, gefel	guw	999	529.1860287263053	Glufe, Glifle	Glufe	999	529.091394870162
48	Hag M 1	III_5_0034	Zollingen, Zollingen	7.07636, 48.91048	7.07636	48.91048	guw	güw	1	-0.25251144499813616	guw	guw	0	-0.5955950302609602	Glufe	Glufe	0	-0.48323353219796433
49	Co E9	III_14_0089	Tann-Bitschweiler (Bitschwiller-Lès-Thann), Bitschweiler	7.07947, 47.82929	7.07947	47.82929	gufa	gūfe	2	0.27653505100899384	gufe	gufe	0	-0.5955950302609602	Glufe	Glufe	0	-0.48323353219796433
50	Hag T 4	III_7_0013	Goerlingen, Görlingen	7.08247, 48.79646	7.08247	48.79646	guf	guff	1	-0.25251144499813616	guf	guf	0	-0.5955950302609602	Glufe	Glufe	0	-0.48323353219796433
51	Hag x 2	III_4_0053	Herbitzheim	7.08355, 49.01459	7.08355	49.01459	gåp	stecknadel	0	-0.7815579410052661	gåp	schteknadel	0	-0.5955950302609602	Gube	Stecknadel	0	-0.48323353219796433
52	Hag E 5	III_5_0033	Saarwerden (Sarrewerden), Saarwerden	7.08411, 48.9218	7.08411	48.9218	guwwe	guw	2	0.27653505100899384	guw	guw	0	-0.5955950302609602	Glufe	Glufe	0	-0.48323353219796433
53	Hag M 10	III_6_0012	Bärendorf (Baerendorf), Bärendorf	7.08463, 48.83742	7.08463	48.83742	guwe	guf	2	0.27653505100899384	guwe	guf	2	0.4650288411235568	Glufe	Glufe	0	-0.48323353219796433
54	Hag E 6/2, Hag E 6/1	III_5_0028, III_5_0029	Saarbuckenheim (Sarre-Union), Saarbuckenheim, Saarbuckenheim (Sarre-Union)	7.08686, 48.93919	7.08686	48.93919	gupp, stecknå̄del	gupp, gubb	999	527.7358915701176	schteknådel, gup	gup	999	529.1860287263053	Stecknadel, Gube	Gube	999	529.091394870162
55	Co i 10	III_13_0007	Mühlbach (Muhlbach-Sur-Munster), Mühlbach	7.08731, 48.02582	7.08731	48.02582	goͦf	guf	2	0.27653505100899384	gof	guf	1	-0.06528309456870167	Glufe	Glufe	0	-0.48323353219796433
56	Co E5	na	Rodern	7.0877, 47.77839	7.0877	47.77839	giefela, sticknodle	na	0	-0.7815579410052661	schtiknodle, gifela	na	0	-0.5955950302609602	Stecknadel, Glifle	na	0	-0.48323353219796433
57	Hag x 1	III_4_0044	Silzheim, Silzheim (Siltzheim)	7.09071, 49.0616	7.09071	49.0616	stecknadel	spingel	0	-0.7815579410052661	schteknadel	schpingel	0	-0.5955950302609602	Stecknadel	Spingel	0	-0.48323353219796433
58	Co M3	III_15_0003	Niedersulzbach (soppe-Le-Bas), Niedersulzbach	7.09079, 47.71688	7.09079	47.71688	gufa	kuva	2	0.27653505100899384	gufe	gufe	0	-0.5955950302609602	Glufe	Glufe	0	-0.48323353219796433
59	Co M1	III_15_0002	Gewenheim, Gewenheim	7.0913, 47.75291	7.0913	47.75291	gūfa	gûfe	2	0.27653505100899384	gufe	gufe	0	-0.5955950302609602	Glufe	Glufe	0	-0.48323353219796433
60	Co T2	na	Niedertraubach (traubach-Le-Haute)	7.09169, 47.66903	7.09169	47.66903	gufe	na	999	527.7358915701176	gufe	na	999	529.1860287263053	Glufe	na	999	529.091394870162
61	Co T8	III_16_0017	Retzweiler, Retzweiler, Retzweiler	7.09315, 47.63072	7.09315	47.63072	gufa	gufa, gefale	999	527.7358915701176	gufe	gufe, gefele	999	529.1860287263053	Glufe	Glufe, Glifle	999	529.091394870162
62	Co E6	III_14_0093	Leimbach, Leimbach, Leimbach	7.09999, 47.79305	7.09999	47.79305	schdecknodla	gufa, stecknodla	3	0.8055815470161238	schteknodla	gufe, schteknodla	999	529.1860287263053	Stecknadel	Stecknadel, Glufe	999	529.091394870162
63	Co i 7	III_13_0006	Breitenbach (Breitenbach-Haut-Rhin), Breitenbach	7.10087, 48.02382	7.10087	48.02382	gůf	gŭ̊f	2	0.27653505100899384	guf	guf	0	-0.5955950302609602	Glufe	Glufe	0	-0.48323353219796433
64	Co i 9	III_13_0004, III_13_0003	Stossweier, Stossweier	7.10163, 48.05432	7.10163	48.05432	gōf	gōf	0	-0.7815579410052661	gof	gof	0	-0.5955950302609602	Glufe	Glufe	0	-0.48323353219796433
65	Co i 2	III_13_0009	Sulzern (Soultzeren), Sulzern	7.10254, 48.06373	7.10254	48.06373	gů̄f	gof	2	0.27653505100899384	guf	gof	1	-0.06528309456870167	Glufe	Glufe	0	-0.48323353219796433
66	Co x 7	III_14_0014	Goldbach-Altenbach, Goldbach-Altenbach	7.10326, 47.87359	7.10326	47.87359	guufe	guufe	0	-0.7815579410052661	gufe	gufe	0	-0.5955950302609602	Glufe	Glufe	0	-0.48323353219796433
67	Co E7	III_14_0094	Tann (Thann), Thann	7.10335, 47.81019	7.10335	47.81019	gūfe	gufă	2	0.27653505100899384	gufe	gufe	0	-0.5955950302609602	Glufe	Glufe	0	-0.48323353219796433
68	Co T11	III_16_0019	Mansbach (Manspach), Mansbach	7.10508, 47.6176	7.10508	47.6176	gufa	gufa	0	-0.7815579410052661	gufe	gufe	0	-0.5955950302609602	Glufe	Glufe	0	-0.48323353219796433
69	Hag T 3	III_7_0008	Rauweiler	7.10907, 48.81139	7.10907	48.81139	nadel	güff	0	-0.7815579410052661	nadel	guf	0	-0.5955950302609602	Nadel	Glufe	0	-0.48323353219796433
70	Hag M 3	III_6_0004	Burbach	7.11226, 48.90144	7.11226	48.90144	guw	steckguw	0	-0.7815579410052661	guw	schtekguw	0	-0.5955950302609602	Glufe	Steckgufe	0	-0.48323353219796433
71	Co M9	III_15_0009	Diefmatten Kreis Altkirch, Diefmatten	7.11319, 47.70828	7.11319	47.70828	nodla	guva	0	-0.7815579410052661	nodla	gufe	0	-0.5955950302609602	Nadel	Glufe	0	-0.48323353219796433
72	Co T7	III_16_0007	Wolfersdorf, Wolfersdorf	7.1132, 47.63625	7.1132	47.63625	gufa	gufa	0	-0.7815579410052661	gufe	gufe	0	-0.5955950302609602	Glufe	Glufe	0	-0.48323353219796433
73	Hag T 1	III_6_0011	Hirschland	7.11324, 48.83701	7.11324	48.83701	güww	knebelsgüw	0	-0.7815579410052661	güw	knebbelsgüw	0	-0.5955950302609602	Glufe	Knebbelsgüfe	0	-0.48323353219796433
74	Co T12	III_16_0002	Altenach	7.11466, 47.60658	7.11466	47.60658	gufa	stecknodla	0	-0.7815579410052661	gufe	schteknodla	0	-0.5955950302609602	Glufe	Stecknadel	0	-0.48323353219796433
75	Hag M 8	III_6_0007	Eschweiler (Eschwiller), Eschweiler, Eschweiler	7.11652, 48.8596	7.11652	48.8596	knebbelsküwe	knebbelsgüwe, stecknodel	1	-0.25251144499813616	knebbelsgüwe	knebbelsgüwe, schteknodel	999	529.1860287263053	Knebbelsgüfe	Knebbelsgüfe, Stecknadel	999	529.091394870162
76	Co i 6	III_13_0005	Luttenbach (Luttenbach-Près-Munster), Luttenbach	7.11745, 48.03105	7.11745	48.03105	goof	gof	1	-0.25251144499813616	gof	gof	0	-0.5955950302609602	Glufe	Glufe	0	-0.48323353219796433
77	Co T13	III_16_0003	St. Ulrich bei Dammerkirch, St. Ulrich	7.11911, 47.59537	7.11911	47.59537	gufa	schdecknōdla	0	-0.7815579410052661	gufe	schteknodla	0	-0.5955950302609602	Glufe	Stecknadel	0	-0.48323353219796433
78	Co T6	III_16_0018	Dammerkirch (Dannemarie), Dammerkirch (Dannemarie), Dammerkirch	7.1214, 47.63024	7.1214	47.63024	stecknoodla, hufa	gufa	1	-0.25251144499813616	schteknodla, hufa	gufe	2	0.4650288411235568	Stecknadel, Glufe	Glufe	999	529.091394870162
79	Co E8	III_14_0095	Alttann, Alttann (Vieux-Thann)	7.12206, 47.80704	7.12206	47.80704	gufa	starnodla	0	-0.7815579410052661	gufe	schtarnodla	0	-0.5955950302609602	Glufe	Stecknadel	0	-0.48323353219796433
80	Co q 8	III_13_0102	Sengern, Sengern	7.12209, 47.94246	7.12209	47.94246	guf	gūf	1	-0.25251144499813616	guf	guf	0	-0.5955950302609602	Glufe	Glufe	0	-0.48323353219796433
81	Hag E 4	III_5_0032	Rimsdorf	7.12568, 48.92923	7.12568	48.92923	stecknoddel	gūw	0	-0.7815579410052661	schteknodel	guw	0	-0.5955950302609602	Stecknadel	Glufe	0	-0.48323353219796433
82	Co i 5	III_13_0002	Hohrod, Hohrod	7.12607, 48.05444	7.12607	48.05444	gufe	guhf	2	0.27653505100899384	gufe	guf	1	-0.06528309456870167	Glufe	Glufe	0	-0.48323353219796433
83	Hag E 1	III_4_0050	Örmingen (Oermingen), Örmingen	7.12881, 49.00062	7.12881	49.00062	guw	guw	0	-0.7815579410052661	guw	guw	0	-0.5955950302609602	Glufe	Glufe	0	-0.48323353219796433
84	Co q 1	III_13_0098	Lintal (Linthal, Kreis Tann), Lintal	7.12943, 47.94619	7.12943	47.94619	stopfnadel, wullnadel	stecknadel	0	-0.7815579410052661	schtopfnadel, wullanodle	schteknadel	0	-0.5955950302609602	Stopfnadel, Wullanadel	Stecknadel	0	-0.48323353219796433
85	Hag M 7	III_6_0016	Eyweiler (Eywiller), Eyweiler	7.13172, 48.8709	7.13172	48.8709	guw	guw	0	-0.7815579410052661	guw	guw	0	-0.5955950302609602	Glufe	Glufe	0	-0.48323353219796433
86	Co i 1/2, Co i 1/1	III_13_0065	Münster (Munster), Münster	7.13185, 48.0418	7.13185	48.0418	gūf, guf	guf	0	-0.7815579410052661	guf	guf	0	-0.5955950302609602	Glufe	Glufe	0	-0.48323353219796433
87	Co T5	III_16_0004	Gommersdorf, Gommersdorf, Gommersdorf	7.13318, 47.64299	7.13318	47.64299	gufa	gufa, gefale	999	527.7358915701176	gufe	gufe, gefele	999	529.1860287263053	Glufe	Glufe, Glifle	999	529.091394870162
88	Co E10	III_14_0098	Oberasbach (Aspach-Le-Haute), Oberaspach	7.13352, 47.77692	7.13352	47.77692	strumpnodel	strumpfnodla	3	0.8055815470161238	schtrumpnodel	schtrumpfnodla	3	0.9953407768158152	Strumpfnadel	Strumpfnadel	0	-0.48323353219796433
89	Co M8	III_15_0011, III_15_0010, III_15_0010	Gildweiler (Gildwiller), Falkweiler, Hecken, Falkweiler, Gildweiler, Falkweiler	7.13461, 47.6894	7.13461	47.6894	gufa	güfala, gufa, guve	999	527.7358915701176	gufe	gufe, güfela	999	529.1860287263053	Glufe	Glufe, Glifle	999	529.091394870162
90	Co i 8	III_13_0001	Hohrodberg, Hohrodberg	7.13528, 48.06037	7.13528	48.06037	gof	gaof	1	-0.25251144499813616	gof	gaof	1	-0.06528309456870167	Glufe	Glufe	0	-0.48323353219796433
91	Co Vc 2	III_16_0011	Hindlingen, Hindlingen	7.13734, 47.57341	7.13734	47.57341	gūfa	gufa	1	-0.25251144499813616	gufe	gufe	0	-0.5955950302609602	Glufe	Glufe	0	-0.48323353219796433
92	Hag E 2	III_5_0030	Völlerdingen (Voellerdingen), Völlerdingen	7.14098, 48.9622	7.14098	48.9622	guw	stecknodel	0	-0.7815579410052661	guw	schteknodel	0	-0.5955950302609602	Glufe	Stecknadel	0	-0.48323353219796433
93	Hag M 4	na	Tal bei Drulingen (Thal-Drulingen)	7.1452, 48.90983	7.1452	48.90983	guw, schdecknādel	na	0	-0.7815579410052661	guw, schteknadel	na	0	-0.5955950302609602	Stecknadel, Glufe	na	0	-0.48323353219796433
94	Co i 4	III_13_0010	Eschbach, Eschbach	7.14594, 48.02896	7.14594	48.02896	goof	gof	1	-0.25251144499813616	gof	gof	0	-0.5955950302609602	Glufe	Glufe	0	-0.48323353219796433
95	Co T14	III_16_0006	Füllern (Fulleren), Füllern	7.14596, 47.59468	7.14596	47.59468	gufa	gufa	0	-0.7815579410052661	gufe	gufe	0	-0.5955950302609602	Glufe	Glufe	0	-0.48323353219796433
96	Co q 7	III_13_0099	Lautenbachzell, Lautenbachzell	7.14925, 47.94057	7.14925	47.94057	guf	kūf	2	0.27653505100899384	guf	guf	0	-0.5955950302609602	Glufe	Glufe	0	-0.48323353219796433
97	Co T3	III_16_0008	Büttweiler (Buethwiller), Bütweiler	7.14982, 47.65627	7.14982	47.65627	gufa	gufe	1	-0.25251144499813616	gufe	gufe	0	-0.5955950302609602	Glufe	Glufe	0	-0.48323353219796433
98	Co M4	III_15_0014	Oberburnhaupt (Burnhaupt-Le-Haut), Oberburnhaupt	7.14988, 47.72886	7.14988	47.72886	gufā	gufā	0	-0.7815579410052661	gufe	gufe	0	-0.5955950302609602	Glufe	Glufe	0	-0.48323353219796433
99	Co Vc 1	III_17_0002	Friesen	7.15001, 47.56535	7.15001	47.56535	gufe	noddla	0	-0.7815579410052661	gufe	nodla	0	-0.5955950302609602	Glufe	Nadel	0	-0.48323353219796433
100	Co E11	III_14_0099	Niederasbach (Aspach-Le-Bas), Niederaspach	7.15065, 47.7618	7.15065	47.7618	gufa	gufa	0	-0.7815579410052661	gufe	gufe	0	-0.5955950302609602	Glufe	Glufe	0	-0.48323353219796433
101	Hag E 3	III_5_0031	Domfessel, Domfessel	7.15171, 48.95143	7.15171	48.95143	goof	goof	0	-0.7815579410052661	gof	gof	0	-0.5955950302609602	Glufe	Glufe	0	-0.48323353219796433
102	Hag M 5	III_6_0008	Berg, Berg	7.1532, 48.89487	7.1532	48.89487	guw	guw	0	-0.7815579410052661	guw	guw	0	-0.5955950302609602	Glufe	Glufe	0	-0.48323353219796433
103	Co E12	III_14_0096	Steinbach, Steinbach	7.15487, 47.82041	7.15487	47.82041	gufa	gufa	0	-0.7815579410052661	gufe	gufe	0	-0.5955950302609602	Glufe	Glufe	0	-0.48323353219796433
104	Co x 8	III_14_0015	Rimbach bei Gebweiler (Rimbach-près-Guebwiller), Rimbach	7.15658, 47.90483	7.15658	47.90483	guf	guf	0	-0.7815579410052661	guf	guf	0	-0.5955950302609602	Glufe	Glufe	0	-0.48323353219796433
105	Co T4	III_16_0009	Hagenbach, Hagenbach	7.15712, 47.65028	7.15712	47.65028	guve	guva	1	-0.25251144499813616	gufe	gufe	0	-0.5955950302609602	Glufe	Glufe	0	-0.48323353219796433
106	Hag M 6	III_6_0009	Güngweiler (Gungwiller), Gu[e]ngweiler	7.15771, 48.88171	7.15771	48.88171	guff	guff	0	-0.7815579410052661	guf	guf	0	-0.5955950302609602	Glufe	Glufe	0	-0.48323353219796433
107	Co q 2	III_13_0100	Lautenbach (Kreis Tann), Lautenbach	7.15877, 47.9414	7.15877	47.9414	gūf	guhf	2	0.27653505100899384	guf	guf	0	-0.5955950302609602	Glufe	Glufe	0	-0.48323353219796433
108	Co q 3	III_13_0011	Wasserburg Kreis Colmar (Wasserbourg), Wasserburg	7.15948, 48.00283	7.15948	48.00283	goͧf	nadel	0	-0.7815579410052661	gof	nadel	0	-0.5955950302609602	Glufe	Nadel	0	-0.48323353219796433
109	Hag M 9	III_6_0010	Weyer, Weyer, Weyer	7.15976, 48.85488	7.15976	48.85488	guw	guw, stecknadel	999	527.7358915701176	guw	guw, schteknadel	999	529.1860287263053	Glufe	Stecknadel, Glufe	999	529.091394870162
110	Co M5	III_15_0013	Niederburnhaupt (Burnhaupt-Le-Bas), Niederburnhaupt	7.16039, 47.71674	7.16039	47.71674	gufa	gufa	0	-0.7815579410052661	gufe	gufe	0	-0.5955950302609602	Glufe	Glufe	0	-0.48323353219796433
111	Co q 6	III_13_0101	Murbach, Murbach	7.1604, 47.92318	7.1604	47.92318	guf	gūfe	2	0.27653505100899384	guf	gufe	1	-0.06528309456870167	Glufe	Glufe	0	-0.48323353219796433
112	Co T15	III_16_0010	Ballersdorf, Ballersdorf	7.1624, 47.625	7.1624	47.625	gufa	guffa	1	-0.25251144499813616	gufe	gufe	0	-0.5955950302609602	Glufe	Glufe	0	-0.48323353219796433
113	Co Ua 11	na	Pfetterhausen (Pfetterhouse)	7.16635, 47.50105	7.16635	47.50105	gufa	na	999	527.7358915701176	gufe	na	999	529.1860287263053	Glufe	na	999	529.091394870162
114	Co N1	III_14_0100	Schweighausem (Schweighouse-Thann), Schweighausen	7.16714, 47.75272	7.16714	47.75272	gūfe	gūfe	0	-0.7815579410052661	gufe	gufe	0	-0.5955950302609602	Glufe	Glufe	0	-0.48323353219796433
115	Co N12	III_15_0028	Balschweiler bei Altkirch, Balschweiler	7.1681, 47.66772	7.1681	47.66772	gufe	gufa	1	-0.25251144499813616	gufe	gufe	0	-0.5955950302609602	Glufe	Glufe	0	-0.48323353219796433
