	Fragebogen_maurer	Fragebogen_DWA	Ort	Koordinaten	Longitude	Latitude	item_maurer	item_DWA	Levenshtein_item	z_score_item	phontype_maurer	phontype_DWA	Levenshtein_phontype	z_score_phontype	lextype_maurer	lextype_DWA	Levenshtein_lextype	z_score_lextype
0	Co D6	III_14_0081	Sewen, Sewen	6.90688, 47.80694	6.90688	47.80694	schōrmüß	scharrmüß	2	0.27653505100899384	scharmüs	scharmüs	0	-0.5955950302609602	Schärmaus	Schärmaus	0	-0.48323353219796433
1	Co D1	III_14_0082	Dollern (Dolleren), Dollern	6.93211, 47.80559	6.93211	47.80559	schōrmüss	schormüss	1	-0.25251144499813616	scharmüs	scharmüs	0	-0.5955950302609602	Schärmaus	Schärmaus	0	-0.48323353219796433
2	Co D2	III_14_0083	Oberbruck, Oberbruck	6.94324, 47.80838	6.94324	47.80838	schormǖs	scharmaus	3	0.8055815470161238	scharmüs	scharmaus	2	0.4650288411235568	Schärmaus	Schärmaus	0	-0.48323353219796433
3	Co D3	III_14_0080	Rimbach-Pès-Masevaux), Rimbach	6.9473, 47.82212	6.9473	47.82212	mülwarfer	schormaus	0	-0.7815579410052661	mülwarfer	scharmaus	0	-0.5955950302609602	Maulwerfer	Schärmaus	0	-0.48323353219796433
4	Co w 5	III_14_0001	Urbis, St, Amarintal (Urbès), Urbis	6.95521, 47.88255	6.95521	47.88255	scharrmus	scharmüss	3	0.8055815470161238	scharmus	scharmüs	1	-0.06528309456870167	Schärmaus	Schärmaus	0	-0.48323353219796433
5	Co D4	III_14_0084	Kirchberg, Kirchberg-Wegscheid	6.95965, 47.79904	6.95965	47.79904	scharmus	maulwurf	0	-0.7815579410052661	scharmus	maulwurf	0	-0.5955950302609602	Schärmaus	Maulwurf	0	-0.48323353219796433
6	Co p 2	III_13_0094	Wildenstein bei Krüt, Kreis Tann, Wildenstein	6.96296, 47.98143	6.96296	47.98143	scharmüs	scharmüs	0	-0.7815579410052661	scharmüs	scharmüs	0	-0.5955950302609602	Schärmaus	Schärmaus	0	-0.48323353219796433
7	Co p 1	III_13_0095	Krüt (Kruth), Krüt	6.96629, 47.92912	6.96629	47.92912	scharmus	scharmüs	1	-0.25251144499813616	scharmus	scharmüs	1	-0.06528309456870167	Schärmaus	Schärmaus	0	-0.48323353219796433
8	Co D8	III_14_0085	Niederbruck, Niederbruck	6.97173, 47.78361	6.97173	47.78361	scharrmüs	scharmüs	1	-0.25251144499813616	scharmüs	scharmüs	0	-0.5955950302609602	Schärmaus	Schärmaus	0	-0.48323353219796433
9	Co w 4	III_14_0003	Mollau , Mollau	6.97488, 47.87245	6.97488	47.87245	schärrmuss	schermus	3	0.8055815470161238	schärmus	schermus	1	-0.06528309456870167	Schärmaus	Schärmaus	0	-0.48323353219796433
10	Co w 1	III_14_0004	Oderen, Odern	6.97525, 47.91008	6.97525	47.91008	schärmuus	scharrmus	3	0.8055815470161238	schärmus	scharmus	1	-0.06528309456870167	Schärmaus	Schärmaus	0	-0.48323353219796433
11	Co D5	na	Sickert, Niederbruck	6.979, 47.78312	6.979	47.78312	scharmüs	na	999	527.7358915701176	scharmüs	na	999	529.1860287263053	Schärmaus	na	999	529.091394870162
12	Hag D 2	III_5_0022	Altweiler (Altwiller), Altweiler	6.98122, 48.93023	6.98122	48.93023	wolkwuame	molgur	6	2.3927210350375137	wolkwurme	molgur	5	2.0559646482003324	Wollgurme	Wollgurme	0	-0.48323353219796433
13	Co w 2	III_14_0005	Fellerlingen (Fellering), Felleringen	6.98613, 47.89621	6.98613	47.89621	scharmus, scharmüs	scharmüs	0	-0.7815579410052661	scharmus, scharmüs	scharmüs	0	-0.5955950302609602	Schärmaus	Schärmaus	0	-0.48323353219796433
14	Co w 3	III_14_0006	Hüsseren-Wesserling (Husseren-Wesserling), Hüssern-Wesserling	6.98836, 47.88519	6.98836	47.88519	scharmus	schermaus	2	0.27653505100899384	scharmus	schermaus	2	0.4650288411235568	Schärmaus	Schärmaus	0	-0.48323353219796433
15	Hag D 1	na	Hinsingen	6.99156, 48.9525	6.99156	48.9525	mülwolf	na	999	527.7358915701176	mülwolf	na	999	529.1860287263053	Maulwurf	na	999	529.091394870162
16	Co D7	III_14_0086	Masmünster (Masevaux), Maasmünster	6.99386, 47.7727	6.99386	47.7727	scharmüß	mülwarfer	0	-0.7815579410052661	scharmüs	mülwarfer	0	-0.5955950302609602	Schärmaus	Maulwerfer	0	-0.48323353219796433
17	Co x 2	III_14_0007	Mitzach, Mitzach	7.00519, 47.87122	7.00519	47.87122	scharrmūs	scharrmus	1	-0.25251144499813616	scharmus	scharmus	0	-0.5955950302609602	Schärmaus	Schärmaus	0	-0.48323353219796433
18	Co x 1	III_14_0008	Ranspach, Ranspach	7.01113, 47.88081	7.01113	47.88081	scharmus	scharmuss	1	-0.25251144499813616	scharmus	scharmus	0	-0.5955950302609602	Schärmaus	Schärmaus	0	-0.48323353219796433
19	Co E4	III_14_0087	Aue (Lauw), Aue	7.02216, 47.75778	7.02216	47.75778	scharmüs	scharmüs	0	-0.7815579410052661	scharmüs	scharmüs	0	-0.5955950302609602	Schärmaus	Schärmaus	0	-0.48323353219796433
20	Hag E 10	na	Bissert	7.02465, 48.94167	7.02465	48.94167	mürwolf	na	999	527.7358915701176	mürwolf	na	999	529.1860287263053	Maulwurf	na	999	529.091394870162
21	Co T10	na	Schaffnatt am Weier (Chavannes-Sur-LÉtang)	7.02504, 47.63178	7.02504	47.63178	schaarmüs	na	999	527.7358915701176	scharmüs	na	999	529.1860287263053	Schärmaus	na	999	529.091394870162
22	Co E1	III_14_0088	Oberburbach (Bourbach-Les-Haut), Oberburbach	7.02973, 47.7953	7.02973	47.7953	scharmüs	scharmüs	0	-0.7815579410052661	scharmüs	scharmüs	0	-0.5955950302609602	Schärmaus	Schärmaus	0	-0.48323353219796433
23	Co x 5	III_14_0009	St, Amarin, St, Amarin	7.03186, 47.87365	7.03186	47.87365	scharmüs	scharmüs	0	-0.7815579410052661	scharmüs	scharmüs	0	-0.5955950302609602	Schärmaus	Schärmaus	0	-0.48323353219796433
24	Co q 5	III_13_0096	Mittlach, Mittlach	7.03325, 48.00405	7.03325	48.00405	scharer	scharer	0	-0.7815579410052661	scharer	scharer	0	-0.5955950302609602	Schär	Schär	0	-0.48323353219796433
25	Co x 3	III_14_0010	Malmerspach, Malmerspach	7.03487, 47.86486	7.03487	47.86486	scharmuß	scharmüs	2	0.27653505100899384	scharmus	scharmüs	1	-0.06528309456870167	Schärmaus	Schärmaus	0	-0.48323353219796433
26	Hag E 9	III_5_0027	Harskirchen, Harskirchen	7.0389, 48.93409	7.0389	48.93409	wollgurme	mollgurme	1	-0.25251144499813616	wollgurme	molgurme	2	0.4650288411235568	Wollgurme	Wollgurme	0	-0.48323353219796433
27	Co M10	na	Morzweiler (Mortzwiller)	7.04125, 47.73832	7.04125	47.73832	scharmüs	na	999	527.7358915701176	scharmüs	na	999	529.1860287263053	Schärmaus	na	999	529.091394870162
28	Hag E 7	III_5_0024	Keskastel, Keskastel	7.04339, 48.96955	7.04339	48.96955	murwolf	murwolf	0	-0.7815579410052661	murwolf	murwolf	0	-0.5955950302609602	Maulwurf	Maulwurf	0	-0.48323353219796433
29	Co x 6	III_14_0011	Moosch, Moosch	7.04865, 47.86081	7.04865	47.86081	scharrmüs	scha̠rrmüß	2	0.27653505100899384	scharmüs	scharmüs	0	-0.5955950302609602	Schärmaus	Schärmaus	0	-0.48323353219796433
30	Hag M 12	III_6_0005	Diedendorf, Diedendorf	7.04974, 48.87869	7.04974	48.87869	wollgwurme	wolgwurme	1	-0.25251144499813616	wolkwurme	wolkwurme	0	-0.5955950302609602	Wollgurme	Wollgurme	0	-0.48323353219796433
31	Hag E 8	III_5_0026	Schopperten, Schopperten	7.05316, 48.94524	7.05316	48.94524	wollgurme	wollgurme	0	-0.7815579410052661	wollgurme	wollgurme	0	-0.5955950302609602	Wollgurme	Wollgurme	0	-0.48323353219796433
32	Co T16	na	Menglatt (Magny)	7.05408, 47.6019	7.05408	47.6019	scharmüs	na	999	527.7358915701176	scharmüs	na	999	529.1860287263053	Schärmaus	na	999	529.091394870162
33	Co E3	III_14_0090	Sentheim, Sentheim	7.0544, 47.75581	7.0544	47.75581	schārmǖs	schǟrmuus	3	0.8055815470161238	scharmüs	schärmus	2	0.4650288411235568	Schärmaus	Schärmaus	0	-0.48323353219796433
34	Co M2	III_15_0001	Obersulzbach Kreis Tann (Soppe-Le-Haut), Obersulzbach <Morzweiler> Morzweiler steht nur auf S,1	7.05724, 47.73372	7.05724	47.73372	schārmüs	scharmüs	1	-0.25251144499813616	scharmüs	scharmüs	0	-0.5955950302609602	Schärmaus	Schärmaus	0	-0.48323353219796433
35	Co x 9	III_14_0013	Geishausen, Geishausen	7.05832, 47.88017	7.05832	47.88017	scharmus	schårmus	1	-0.25251144499813616	scharmus	scharmus	0	-0.5955950302609602	Schärmaus	Schärmaus	0	-0.48323353219796433
36	Co T9	III_16_0014	Gottestal, Luttern (Valdieu-Lutran), Gottestal	7.05852, 47.63139	7.05852	47.63139	scharrmüs	scharmüs	1	-0.25251144499813616	scharmüs	scharmüs	0	-0.5955950302609602	Schärmaus	Schärmaus	0	-0.48323353219796433
37	Co E2	III_14_0091	Niederburbach (Bourbach-Le-Bas), Niederburbach, Niederburbach	7.05868, 47.77527	7.05868	47.77527	scharmüs	katzakopf, scharmüs	999	527.7358915701176	scharmüs	scharmüs, katsekopf	999	529.1860287263053	Schärmaus	Schärmaus, Katzekopf	999	529.091394870162
38	Hag T 2	III_7_0006	Kirberg (Kirrberg), Kirberg	7.06204, 48.8233	7.06204	48.8233	müllwärfer	mülwerfer	2	0.27653505100899384	mülwerfer	mülwerfer	0	-0.5955950302609602	Maulwerfer	Maulwerfer	0	-0.48323353219796433
39	Co M7	III_15_0007	St, Kosman, St Kosman (Saint-Cosme)	7.06248, 47.68339	7.06248	47.68339	schārnüaler	schārmüs	0	-0.7815579410052661	scharnüeler	scharmüs	0	-0.5955950302609602	Schärnuler	Schärmaus	0	-0.48323353219796433
40	Co T1	III_15_0008	Brückensweiler (Bréchaumont), Brückensweiler	7.0684, 47.66973	7.0684	47.66973	schar	scharmüs	0	-0.7815579410052661	schar	scharmüs	0	-0.5955950302609602	Schär	Schärmaus	0	-0.48323353219796433
41	Hag M 2	III_6_0002	Pisdorf (Bischtroff-sur-Sarre), Pisdorf	7.06995, 48.9005	7.06995	48.9005	wollwurf	mollwurmel	0	-0.7815579410052661	wollwurf	mollwurmel	0	-0.5955950302609602	Wollwurf	Molkwurmel	0	-0.48323353219796433
42	Co x 4	III_14_0012	Weiler, Weiler	7.07073, 47.84351	7.07073	47.84351	schărmus	scharmüs	2	0.27653505100899384	scharmus	scharmüs	1	-0.06528309456870167	Schärmaus	Schärmaus	0	-0.48323353219796433
43	Co E13	III_14_0092	Rammersmatt, Rammersmatt	7.07084, 47.78935	7.07084	47.78935	scharmūss, schārrmǖs	schearmües	3	0.8055815470161238	scharmus, scharmüs	schermües	2	0.4650288411235568	Schärmaus	Schärmaus	0	-0.48323353219796433
44	Co i 3	III_13_0008	Metzeral, Metzeral	7.07146, 48.01325	7.07146	48.01325	schärer	scharer	1	-0.25251144499813616	schärer	scharer	1	-0.06528309456870167	Schär	Schär	0	-0.48323353219796433
45	Co M6	III_15_0004	Bretten Landkreis Altkirch, Bretten	7.0716, 47.69963	7.0716	47.69963	schärmüs	schaar	0	-0.7815579410052661	schärmüs	schar	0	-0.5955950302609602	Schärmaus	Schär	0	-0.48323353219796433
46	Co q 4	III_13_0097	Sondernach, Sondernach	7.07276, 47.99621	7.07276	47.99621	schārer	scharer	1	-0.25251144499813616	scharer	scharer	0	-0.5955950302609602	Schär	Schär	0	-0.48323353219796433
47	Hag M 11/1, Hag M 11/2	III_6_0003	Wolfskirchen, Wolfskirchen	7.07612, 48.87884	7.07612	48.87884	wollgurme, wolkwurme	wolkwurme	0	-0.7815579410052661	wollgurme, wolkwurme	wolkwurme	0	-0.5955950302609602	Wollgurme	Wollgurme	0	-0.48323353219796433
48	Hag M 1	III_5_0034	Zollingen, Zollingen	7.07636, 48.91048	7.07636	48.91048	wollgůarme	wollguame	2	0.27653505100899384	wollgurme	wollgurme	0	-0.5955950302609602	Wollgurme	Wollgurme	0	-0.48323353219796433
49	Co E9	III_14_0089	Tann-Bitschweiler (Bitschwiller-Lès-Thann), Bitschweiler	7.07947, 47.82929	7.07947	47.82929	scharrmüs	scharmüs	1	-0.25251144499813616	scharmüs	scharmüs	0	-0.5955950302609602	Schärmaus	Schärmaus	0	-0.48323353219796433
50	Hag T 4	III_7_0013	Goerlingen, Görlingen	7.08247, 48.79646	7.08247	48.79646	mullwerfer	mullwerfer	0	-0.7815579410052661	mulwerfer	mulwerfer	0	-0.5955950302609602	Maulwerfer	Maulwerfer	0	-0.48323353219796433
51	Hag x 2	III_4_0053	Herbitzheim, Herbitzheim	7.08355, 49.01459	7.08355	49.01459	murwolf	murwolf	0	-0.7815579410052661	murwolf	murwolf	0	-0.5955950302609602	Maulwurf	Maulwurf	0	-0.48323353219796433
52	Hag E 5	III_5_0033	Saarwerden (Sarrewerden), Saarwerden	7.08411, 48.9218	7.08411	48.9218	wollkwuame	wolgwurme	3	0.8055815470161238	wolkwurme	wolkwurme	0	-0.5955950302609602	Wollgurme	Wollgurme	0	-0.48323353219796433
53	Hag M 10	III_6_0012	Bärendorf (Baerendorf), Bärendorf	7.08463, 48.83742	7.08463	48.83742	mülgräwer	mulgräber	0	-0.7815579410052661	mülgräwer	mulgräber	0	-0.5955950302609602	Mülgräber	Maulgräber	0	-0.48323353219796433
54	Hag E 6/2, Hag E 6/1	III_5_0029, III_5_0028, III_5_0029	Saarbuckenheim, Saarbuckenheim (Sarre-Union), Saarbuckenheim, Saarbuckenheim (Sarre-Union)	7.08686, 48.93919	7.08686	48.93919	müllwärfer, woltwurme	mülwurf, wolttwurme, wollgwurmer	1	-0.25251144499813616	mülwerfer, woltwurme	mülwurf, wollgwurmer, woltwurme	0	-0.5955950302609602	Wollgurme, Maulwerfer	Wollgurme, Maulwurf	0	-0.48323353219796433
55	Co i 10	III_13_0007	Mühlbach (Muhlbach-Sur-Munster), Mühlbach	7.08731, 48.02582	7.08731	48.02582	scharer	scharer	0	-0.7815579410052661	scharer	scharer	0	-0.5955950302609602	Schär	Schär	0	-0.48323353219796433
56	Co E5	na	Rodern	7.0877, 47.77839	7.0877	47.77839	schärmus	na	999	527.7358915701176	schärmus	na	999	529.1860287263053	Schärmaus	na	999	529.091394870162
57	Hag x 1	III_4_0044	Silzheim (Siltzheim), Silzheim	7.09071, 49.0616	7.09071	49.0616	mulwurf	murwolf	3	0.8055815470161238	mulwurf	murwolf	3	0.9953407768158152	Maulwurf	Maulwurf	0	-0.48323353219796433
58	Co M3	III_15_0003	Niedersulzbach, Niedersulzbach (soppe-Le-Bas)	7.09079, 47.71688	7.09079	47.71688	scharmüs	schar	0	-0.7815579410052661	scharmüs	schar	0	-0.5955950302609602	Schärmaus	Schär	0	-0.48323353219796433
59	Co M1	III_15_0002	Gewenheim	7.0913, 47.75291	7.0913	47.75291	scharmüs	schaar	0	-0.7815579410052661	scharmüs	schar	0	-0.5955950302609602	Schärmaus	Schär	0	-0.48323353219796433
60	Co T2	na	Niedertraubach (traubach-Le-Haute)	7.09169, 47.66903	7.09169	47.66903	scharmus	na	999	527.7358915701176	scharmus	na	999	529.1860287263053	Schärmaus	na	999	529.091394870162
61	Co T8	III_16_0017	Retzweiler, Retzweiler	7.09315, 47.63072	7.09315	47.63072	schaar	schaar	0	-0.7815579410052661	schar	schar	0	-0.5955950302609602	Schär	Schär	0	-0.48323353219796433
62	Co E6	III_14_0093	Leimbach, Leimbach	7.09999, 47.79305	7.09999	47.79305	scharmüs	schahrmuus	3	0.8055815470161238	scharmüs	scharmus	1	-0.06528309456870167	Schärmaus	Schärmaus	0	-0.48323353219796433
63	Co i 7	III_13_0006	Breitenbach (Breitenbach-Haut-Rhin), Breitenbach	7.10087, 48.02382	7.10087	48.02382	schārer	scherer, scharer	1	-0.25251144499813616	scharer	scharer	0	-0.5955950302609602	Schär	Schär	0	-0.48323353219796433
64	Co i 9	III_13_0004, III_13_0003	Stossweier, Stossweier	7.10163, 48.05432	7.10163	48.05432	schaarer	scharer, schaara	1	-0.25251144499813616	scharer	scharer	0	-0.5955950302609602	Schär	Schär	0	-0.48323353219796433
65	Co i 2	III_13_0009	Sulzern (Soultzeren), Sulzern	7.10254, 48.06373	7.10254	48.06373	schārer	scharer	1	-0.25251144499813616	scharer	scharer	0	-0.5955950302609602	Schär	Schär	0	-0.48323353219796433
66	Co x 7	III_14_0014	Goldbach-Altenbach, Goldbach-Altenbach	7.10326, 47.87359	7.10326	47.87359	schaarmüüs	schermüs	3	0.8055815470161238	scharmüs	schermüs	1	-0.06528309456870167	Schärmaus	Schärmaus	0	-0.48323353219796433
67	Co E7	III_14_0094	Tann (Thann), Thann	7.10335, 47.81019	7.10335	47.81019	schārmüs	scharmüs	1	-0.25251144499813616	scharmüs	scharmüs	0	-0.5955950302609602	Schärmaus	Schärmaus	0	-0.48323353219796433
68	Co T11	III_16_0019	Mansbach (Manspach), Mansbach	7.10508, 47.6176	7.10508	47.6176	schar	schar	0	-0.7815579410052661	schar	schar	0	-0.5955950302609602	Schär	Schär	0	-0.48323353219796433
69	Hag T 3	III_7_0008	Rauweiler, Rauweiler	7.10907, 48.81139	7.10907	48.81139	müllwerfer	mülwerfer	1	-0.25251144499813616	mülwerfer	mülwerfer	0	-0.5955950302609602	Maulwerfer	Maulwerfer	0	-0.48323353219796433
70	Hag M 3	III_6_0004	Burbach, Burbach	7.11226, 48.90144	7.11226	48.90144	wulkwurm	wolkwurm	1	-0.25251144499813616	wulkwurm	wolkwurm	1	-0.06528309456870167	Wollgurme	Wollgurme	0	-0.48323353219796433
71	Co M9	III_15_0009	Diefmatten Kreis Altkirch, Diefmatten	7.11319, 47.70828	7.11319	47.70828	schar	schar	0	-0.7815579410052661	schar	schar	0	-0.5955950302609602	Schär	Schär	0	-0.48323353219796433
72	Co T7	III_16_0007	Wolfersdorf	7.1132, 47.63625	7.1132	47.63625	scharrnialer	scharmüs	0	-0.7815579410052661	scharnieler	scharmüs	0	-0.5955950302609602	Schärnuler	Schärmaus	0	-0.48323353219796433
73	Hag T 1	III_6_0011	Hirschland, Hirschland	7.11324, 48.83701	7.11324	48.83701	mülwerfer	mülwerfer	0	-0.7815579410052661	mülwerfer	mülwerfer	0	-0.5955950302609602	Maulwerfer	Maulwerfer	0	-0.48323353219796433
74	Co T12	III_16_0002	Altenach, Altenach	7.11466, 47.60658	7.11466	47.60658	schârmus	scharmüs	2	0.27653505100899384	scharmüs	scharmüs	0	-0.5955950302609602	Schärmaus	Schärmaus	0	-0.48323353219796433
75	Hag M 8	III_6_0007	Eschweiler (Eschwiller), Eschweiler	7.11652, 48.8596	7.11652	48.8596	mülwerfer	mǖlwerfer	1	-0.25251144499813616	mülwerfer	mülwerfer	0	-0.5955950302609602	Maulwerfer	Maulwerfer	0	-0.48323353219796433
76	Co i 6	III_13_0005	Luttenbach (Luttenbach-Près-Munster), Luttenbach	7.11745, 48.03105	7.11745	48.03105	scharer	scharer	0	-0.7815579410052661	scharer	scharer	0	-0.5955950302609602	Schär	Schär	0	-0.48323353219796433
77	Co T13	III_16_0003	St, Ulrich bei Dammerkirch, St, Ulrich	7.11911, 47.59537	7.11911	47.59537	scharmüs	schaᵉrmūes	3	0.8055815470161238	scharmüs	schaermues	3	0.9953407768158152	Schärmaus	Schärmaus	0	-0.48323353219796433
78	Co T6	III_16_0018	Dammerkirch (Dannemarie), Dammerkirch	7.1214, 47.63024	7.1214	47.63024	schaarmüüs	scharmüs	2	0.27653505100899384	scharmüs	scharmüs	0	-0.5955950302609602	Schärmaus	Schärmaus	0	-0.48323353219796433
79	Co E8	III_14_0095	Alttann (Vieux-Thann), Alttann	7.12206, 47.80704	7.12206	47.80704	scharmüs	scharmüs	0	-0.7815579410052661	scharmüs	scharmüs	0	-0.5955950302609602	Schärmaus	Schärmaus	0	-0.48323353219796433
80	Co q 8	III_13_0102	Sengern, Sengern	7.12209, 47.94246	7.12209	47.94246	scharmüs	scharmüs	0	-0.7815579410052661	scharmüs	scharmüs	0	-0.5955950302609602	Schärmaus	Schärmaus	0	-0.48323353219796433
81	Hag E 4	III_5_0032	Rimsdorf, Rimsdorf	7.12568, 48.92923	7.12568	48.92923	wollgurme	molkwurme	3	0.8055815470161238	wollgurme	molkwurme	3	0.9953407768158152	Wollgurme	Wollgurme	0	-0.48323353219796433
82	Co i 5	III_13_0002	Hohrod, Hohrod	7.12607, 48.05444	7.12607	48.05444	scharer	scharer	0	-0.7815579410052661	scharer	scharer	0	-0.5955950302609602	Schär	Schär	0	-0.48323353219796433
83	Hag E 1	III_4_0050	Örmingen (Oermingen), Örmingen, Örmingen	7.12881, 49.00062	7.12881	49.00062	mürwölf	wolkwurm, mülwurf	3	0.8055815470161238	mürwölf	wolkwurm, mülwurf	3	0.9953407768158152	Maulwurf	Wollgurme, Maulwurf	999	529.091394870162
84	Co q 1	III_13_0098	Lintal (Linthal, Kreis Tann), Lintal	7.12943, 47.94619	7.12943	47.94619	schaarmis	scharmüs	2	0.27653505100899384	schärmis	scharmüs	2	0.4650288411235568	Schärmaus	Schärmaus	0	-0.48323353219796433
85	Hag M 7	III_6_0016	Eyweiler (Eywiller), Eyweiler	7.13172, 48.8709	7.13172	48.8709	wollgorma, müllwerfer	wollgorma, müllwärfer	1	-0.25251144499813616	mülwerfer, wollgorme	mülwerfer, wollgurme	1	-0.06528309456870167	Wollgurme, Maulwerfer	Wollgurme, Maulwerfer	0	-0.48323353219796433
86	Co i 1/1, Co i 1/2, Co i 1/1	III_13_0065	Münster (Munster), Münster, Münster (Munster)	7.13185, 48.0418	7.13185	48.0418	schārmǖs, scharer, schār	scharer	999	527.7358915701176	scharmüs, schar, scharer	scharer	999	529.1860287263053	Schär, Schärmaus	Schär	999	529.091394870162
87	Co T5	III_16_0004	Gommersdorf, Gommersdorf	7.13318, 47.64299	7.13318	47.64299	schaar	schaar	0	-0.7815579410052661	schar	schar	0	-0.5955950302609602	Schär	Schär	0	-0.48323353219796433
88	Co E10	III_14_0098	Oberasbach (Aspach-Le-Haute), Oberaspach	7.13352, 47.77692	7.13352	47.77692	scharmüs	scharmüs	0	-0.7815579410052661	scharmüs	scharmüs	0	-0.5955950302609602	Schärmaus	Schärmaus	0	-0.48323353219796433
89	Co M8	III_15_0011, III_15_0010	Gildweiler (Gildwiller), Falkweiler, Hecken, Falkweiler, Gildweiler	7.13461, 47.6894	7.13461	47.6894	scharmǟs	scharmaus, scharmus	1	-0.25251144499813616	scharmäs	scharmaus, scharmus	1	-0.06528309456870167	Schärmaus	Schärmaus	0	-0.48323353219796433
90	Co i 8	III_13_0001	Hohrodberg, Hohrodberg	7.13528, 48.06037	7.13528	48.06037	scharrer	schàrrer	1	-0.25251144499813616	scharer	scharer	0	-0.5955950302609602	Schär	Schär	0	-0.48323353219796433
91	Co Vc 2	III_16_0011	Hindlingen, Hindlingen	7.13734, 47.57341	7.13734	47.57341	schaar	chahr	2	0.27653505100899384	schar	char	1	-0.06528309456870167	Schär	Schär	0	-0.48323353219796433
92	Hag E 2	III_5_0030	Völlerdingen (Voellerdingen), Völlerdingen	7.14098, 48.9622	7.14098	48.9622	molkwurme	moldwurme	1	-0.25251144499813616	molkwurme	moltwurme	1	-0.06528309456870167	Wollgurme	Wollgurme	0	-0.48323353219796433
93	Hag M 4	na	Tal bei Drulingen (Thal-Drulingen)	7.1452, 48.90983	7.1452	48.90983	molkwurme, müllwärfer	na	0	-0.7815579410052661	molkwurme, mülwerfer	na	0	-0.5955950302609602	Wollgurme, Maulwerfer	na	0	-0.48323353219796433
94	Co i 4	III_13_0010	Eschbach, Eschbach	7.14594, 48.02896	7.14594	48.02896	scharer	scharer	0	-0.7815579410052661	scharer	scharer	0	-0.5955950302609602	Schär	Schär	0	-0.48323353219796433
95	Co T14	III_16_0006	Füllern (Fulleren), Füllern	7.14596, 47.59468	7.14596	47.59468	schar	schaar	1	-0.25251144499813616	schar	schar	0	-0.5955950302609602	Schär	Schär	0	-0.48323353219796433
96	Co q 7	III_13_0099	Lautenbachzell, Lautenbachzell	7.14925, 47.94057	7.14925	47.94057	scharmüs	scharmüs	0	-0.7815579410052661	scharmüs	scharmüs	0	-0.5955950302609602	Schärmaus	Schärmaus	0	-0.48323353219796433
97	Co T3	III_16_0008	Bütweiler, Büttweiler (Buethwiller)	7.14982, 47.65627	7.14982	47.65627	schār	scharmaus	0	-0.7815579410052661	schar	scharmaus	0	-0.5955950302609602	Schär	Schärmaus	0	-0.48323353219796433
98	Co M4	III_15_0014	Oberburnhaupt (Burnhaupt-Le-Haut), Oberburnhaupt	7.14988, 47.72886	7.14988	47.72886	scharmüs	scharmüs	0	-0.7815579410052661	scharmüs	scharmüs	0	-0.5955950302609602	Schärmaus	Schärmaus	0	-0.48323353219796433
99	Co Vc 1	III_17_0002	Friesen	7.15001, 47.56535	7.15001	47.56535	scharmüs	schaar	0	-0.7815579410052661	scharmüs	schar	0	-0.5955950302609602	Schärmaus	Schär	0	-0.48323353219796433
100	Co E11	III_14_0099	Niederasbach (Aspach-Le-Bas), Niederaspach	7.15065, 47.7618	7.15065	47.7618	scharmüs	scharmüs	0	-0.7815579410052661	scharmüs	scharmüs	0	-0.5955950302609602	Schärmaus	Schärmaus	0	-0.48323353219796433
101	Hag E 3	III_5_0031	Domfessel, Domfessel	7.15171, 48.95143	7.15171	48.95143	molkwuarme	molkwuame	1	-0.25251144499813616	molkwurme	molkwurme	0	-0.5955950302609602	Wollgurme	Wollgurme	0	-0.48323353219796433
102	Hag M 5	III_6_0008	Berg, Berg	7.1532, 48.89487	7.1532	48.89487	wolkwurme	wollgurme	2	0.27653505100899384	wolkwurme	wollgurme	2	0.4650288411235568	Wollgurme	Wollgurme	0	-0.48323353219796433
103	Co E12	III_14_0096	Steinbach, Steinbach	7.15487, 47.82041	7.15487	47.82041	scharmüs	schaarmüs	1	-0.25251144499813616	scharmüs	scharmüs	0	-0.5955950302609602	Schärmaus	Schärmaus	0	-0.48323353219796433
104	Co x 8	III_14_0015	Rimbach bei Gebweiler (Rimbach-près-Guebwiller), Rimbach	7.15658, 47.90483	7.15658	47.90483	schārmǖs	scharmus	2	0.27653505100899384	scharmüs	scharmus	1	-0.06528309456870167	Schärmaus	Schärmaus	0	-0.48323353219796433
105	Co T4	III_16_0009	Hagenbach	7.15712, 47.65028	7.15712	47.65028	schar	scharmüs	0	-0.7815579410052661	schar	scharmüs	0	-0.5955950302609602	Schär	Schärmaus	0	-0.48323353219796433
106	Hag M 6	III_6_0009	Güngweiler (Gungwiller), Gu[e]ngweiler	7.15771, 48.88171	7.15771	48.88171	wollgurmä	wollgůrme	2	0.27653505100899384	wollgurme	wollgurme	0	-0.5955950302609602	Wollgurme	Wollgurme	0	-0.48323353219796433
107	Co q 2	III_13_0100	Lautenbach (Kreis Tann), Lautenbach	7.15877, 47.9414	7.15877	47.9414	schārmüs	scharmüs	1	-0.25251144499813616	scharmüs	scharmüs	0	-0.5955950302609602	Schärmaus	Schärmaus	0	-0.48323353219796433
108	Co q 3	III_13_0011	Wasserburg Kreis Colmar (Wasserbourg), Wasserburg	7.15948, 48.00283	7.15948	48.00283	scharmüs	scheermaus	4	1.3346280430232536	scharmüs	schermaus	3	0.9953407768158152	Schärmaus	Schärmaus	0	-0.48323353219796433
