	Fragebogen Nr.	Longitude	Latitude	Erhebung	org ameise	item ameise	phontype ameise	lextype ameise	org begräbnis	item begräbnis	phontype begräbnis	lextype begräbnis	org deichsel	item deichsel	phontype deichsel	lextype deichsel	org elster	item elster	phontype elster	lextype elster	org fledermaus	item fledermaus	phontype fledermaus	lextype fledermaus	org gurke	item gurke	phontype gurke	lextype gurke	org hagebutte	item hagebutte	phontype hagebutte	lextype hagebutte	org hebamme	item hebamme	phontype hebamme	lextype hebamme	org kartoffel	item kartoffel	phontype kartoffel	lextype kartoffel	org maulwurf	item maulwurf	phontype maulwurf	lextype maulwurf	org pflaume	item pflaume	phontype pflaume	lextype pflaume	org stecknadel	item stecknadel	phontype stecknadel	lextype stecknadel	org ziege	item ziege	phontype ziege	lextype ziege	org zimmerfliege	item zimmerfliege	phontype zimmerfliege	lextype zimmerfliege
4022	MH y1	9.73405	49.66558	maurer	Ames	ames	amese	Ameise	Die Leich, Lächt	lächt, leich	lecht, leich	Li(e)cht, Li(e)cht	Deisl	deisl	deisl	Deichsel	Herz	herz	herts	Hetze	Pfladrmaus	pfladrmaus	pfladermaus	Fledermaus	Kümmerle	kümmerle	kümmerle	Kümmerle	Haochebutze, Haochebutte	haochebutze, haochebutte	hachebutze, hachebutte	Hagebutte, Hagebutte	Hewamm	hewamm	hewamm	Hebamme	Grummbiere	grummbiere	grumbire	Grundbirne	Wühlr	wühlr	wühler	Wühler	Pflamme	pflamme	pflame	Pflaume	Stecknādl	stecknādl	schteknadl	Stecknadel	Gǟß	gǟß	gäs	Geiß	Mugge	mugge	muke	Mücke
4023	MH Y1	9.24133	49.32379	maurer	Emetze	emetze	emetse	Ameise	Leicht	leicht	leicht	Li(e)cht	Deichsel	deichsel	deigsl	Deichsel	Elster	elster	elschter	Elster	Fledermaus	fledermaus	fledermaus	Fledermaus	Gegumer	gegumer	gegummer	Gugummer	Hachebutte	hachebutte	hachebutte	Hagebutte	Hewamm	hewamm	hewamm	Hebamme	Kardoffl	kardoffl	kadoffel	Kartoffel	Wiler	wiler	wiler	Wühler	Pflome	pflome	pflame	Pflaume	Stecknodel	stecknodel	schteknodel	Stecknadel	Gäß	gäß	gäs	Geiß	Mucke	mucke	muke	Mücke
4024	MH y10	9.79016	49.66609	maurer	Sâchamsa	sâchamsa	sachamse	Seichemes	Laich	laich	leich	Li(e)cht	Deichsel	deichsel	deigsl	Deichsel	Härz	härz	herts	Hetze	Fladermaus	fladermaus	fladermaus	Fledermaus	Kümmerli 	kümmerli 	kümmerli	Kümmerle	Hefelder	hefelder	hefelder	Hifelder	Hewamm	hewamm	hewamm	Hebamme	Krumbira	krumbira	grumbire	Grundbirne	Wüaler	wüaler	wüeler	Wühler	Pflamma	pflamma	pflame	Pflaume	Stecknodel	stecknodel	schteknodel	Stecknadel	Gâs	gâs	gas	Geiß	Mucka	mucka	muke	Mücke
4025	MH y2	9.75368	49.6402	maurer	Särchamsa	särchamsa	sechamse	Seichemes	Leich	leich	leich	Li(e)cht	na	na	na	na	na	na	na	na	na	na	na	na	Kümmerli 	kümmerli 	kümmerli	Kümmerle	Heffelder	heffelder	hefelder	Hifelder	na	na	na	na	Krumbiere	krumbiere	grumbire	Grundbirne	Wühler	wühler	wühler	Wühler	na	na	na	na	na	na	na	na	Gääs	gääs	gäs	Geiß	Mugge	mugge	muke	Mücke
4026	MH Y2	9.27037	49.2923	maurer	d'Eïmes (f)	eïmes	eimese	Ameise	d' Laich (f)	laich	leich	Li(e)cht	Deix'l (f)	deixl	deigsl	Deichsel	Hätze (f), Elschder (f)	hätze, elschder	hetse, elschter	Hetze, Elster	Schbeggmaus (f), Fleddermaus	schbeggmaus, fleddermaus	schpekmaus, fledermaus	Speckmaus, Fledermaus	Gurige (f) 	gurige 	gurike	Gurke	d' Hachebudde (f)	hachebudde	hachebutte	Hagebutte	d' Hewamm (f)	hewamm	hewamm	Hebamme	d' Kardoff'l (f)	kardoffl	kadoffel	Kartoffel	de Wīhler (m)	wīhler	wiler	Wühler	d' Pflaume (f)	pflaume	pflaume	Pflaume	d' Schdegnōdl (f)	schdegnōdl	schteknodel	Stecknadel	d' Gǟs (f)	gǟs	gäs	Geiß	d'Mugge (f)	mugge	muke	Mücke
4027	MH y3	9.74055	49.62456	maurer	Enesse, (Brunzenesse)	brunzenesse, enesse	bruntsenesse, enese	Brunzenesse, Ameise	e' Leich	leich	leich	Li(e)cht	Deisl	deisl	deisl	Deichsel	Hätzel	hätzel	hetsel	Atzel	Flǟdermaus	flǟdermaus	fledermaus	Fledermaus	Kümmerle 	kümmerle 	kümmerle	Kümmerle	Hifflter	hifflter	hiflder	Hifelder	Hewamm	hewamm	hewamm	Hebamme	Grumbiere	grumbiere	grumbire	Grundbirne	Wühler	wühler	wühler	Wühler	Pflaume	pflaume	pflaume	Pflaume	Stecknödele (Mehrz: nödeli)	stecknödele	schteknödele	Stecknadele	Gāss	gāss	gas	Geiß	Muck (Mehrzahl: Mucke)	muck	muk	Mücke
4028	MH Y3	9.26007	49.28376	maurer	Ēmes (f)	ēmes	emese	Ameise	Leicht 	leicht 	leicht	Li(e)cht	Deigsel (f)	deigsel	deigsl	Deichsel	Elschter (m), Hetzä (f), Hätz (f)	hetzä, hätz, elschter	hetse, hets, elschter	Hetze, Hetze, Elster	Fleddermaus (f), Speckmaus (f)	speckmaus, fleddermaus	schpekmaus, fledermaus	Speckmaus, Fledermaus	Gurke (f), Gugummer, Gegummer (f) 	gegummer, gurke, gugummer	gegummer, gurke, gugummer	Gugummer, Gurke, Gugummer	Hāchebutze (f)	hāchebutze	hachebutze	Hagebutte	Hebamm (f)	hebamm	hebamm	Hebamme	Kartoffel (f)	kartoffel	kadoffel	Kartoffel	Wihler (m)	wihler	wiler	Wühler	Pfloume (f)	pfloume	pflaume	Pflaume	Gliflä (n), Glufä (f)	glufä, gliflä	glufe, glifle	Glufe, Glifle	Gēs (f)	gēs	ges	Geiß	Muckä (f)	muckä	muke	Mücke
4029	MH y4	9.67647	49.61035	maurer	Emeß	emeß	emese	Ameise	Leiche	leiche	leiche	Li(e)cht	Deichsel	deichsel	deigsl	Deichsel	Hatze	hatze	hatse	Hetze	Fledermaus	fledermaus	fledermaus	Fledermaus	Gorke, Kümmerling	kümmerling, gorke	kümmerling, gorke	Kümmerle, Gurke	Hüffelter	hüffelter	hifelder	Hifelder	Hewamm	hewamm	hewamm	Hebamme	Katoffel	katoffel	kadoffel	Kartoffel	Wühler	wühler	wühler	Wühler	Pfloume	pfloume	pflaume	Pflaume	Stecknōdel	stecknōdel	schteknodel	Stecknadel	Gaß	gaß	gas	Geiß	Mucke	mucke	muke	Mücke
4030	MH Y4	9.29954	49.26198	maurer	Emes	emes	emese	Ameise	Le̠ich	le̠ich	leich	Li(e)cht	Deigsel  	deigsel  	deigsl	Deichsel	Elschdr	elschdr	elschter	Elster	Fläddrmous	fläddrmous	fledermaus	Fledermaus	Gurgé	gurgé	gurke	Gurke	Hachebudde	hachebudde	hachebutte	Hagebutte	Hebamm (f)	hebamm	hebamm	Hebamme	Kardoffl, Äbbirre	äbbirre, kardoffl	erbire, kadoffel	Erdbirne, Kartoffel	Mauerwühler	mauerwühler	mauerwüler	Mauerwühler	Pflou̠me	pflou̠me	pflaume	Pflaume	Gliefle	gliefle	glifle	Glifle	Gaaß	gaaß	gas	Geiß	Mugge	mugge	muke	Mücke
4031	MH y5	9.69353	49.59735	maurer	Ammise	ammise	amise	Ameise	begrabe	begrabe	begrabe	Begrabe	Deigschel	deigschel	deigschl	Deichsel	Ellschter	ellschter	elschter	Elster	Fladermausch	fladermausch	fladermausch	Fledermaus	Kümmerle	kümmerle	kümmerle	Kümmerle	Hiefelder	hiefelder	hifelder	Hifelder	Hebamme	hebamme	hebamme	Hebamme	Kadoffel	kadoffel	kadoffel	Kartoffel	Wühler	wühler	wühler	Wühler	Pflaume	pflaume	pflaume	Pflaume	Stecknodel	stecknodel	schteknodel	Stecknadel	die Gaas	gaas	gas	Geiß	die Muck	muck	muk	Mücke
4032	MH y6	9.74656	49.6066	maurer	Ameise	ameise	ameise	Ameise	Beerdigung	beerdigung	beerdigung	Beerdigung	Deixel	deixel	deigsl	Deichsel	der Hätz	hätz	hets	Hetze	Speckmaus	speckmaus	schpekmaus	Speckmaus	Kümmerle	kümmerle	kümmerle	Kümmerle	die Hiffeldr	hiffeldr	hifelder	Hifelder	Hewamm	hewamm	hewamm	Hebamme	Grumbire	grumbire	grumbire	Grundbirne	Wühler	wühler	wühler	Wühler	Pflaume	pflaume	pflaume	Pflaume	Stecknodel	stecknodel	schteknodel	Stecknadel	die Gas	gas	gas	Geiß	Muck	muck	muk	Mücke
4033	MH y7	9.82424	49.58989	maurer	Sāchames	sāchames	sachamese	Seichemes	Leicht	leicht	leicht	Li(e)cht	Deichsel	deichsel	deigsl	Deichsel	Elstr	elstr	elschter	Elster	Fladrmaūs	fladrmaūs	fladermaus	Fledermaus	Kümmerle	kümmerle	kümmerle	Kümmerle	Hiffa	hiffa	hife	Hiefe	Hewamm	hewamm	hewamm	Hebamme	Grummbiere	grummbiere	grumbire	Grundbirne	Wühler, Zaïkerer	zaïkerer, wühler	tsaickerer, wühler	Zäckerer, Wühler	Pflaume	pflaume	pflaume	Pflaume	Stecknödele	stecknödele	schteknödele	Stecknadele	Gäß	gäß	gäs	Geiß	Muck	muck	muk	Mücke
4034	MH y8	9.78002	49.63781	maurer	Amsa	amsa	amse	Ameise	Die Leicht	leicht	leicht	Li(e)cht	Die Deichsel	deichsel	deigsl	Deichsel	Die Elster	elster	elschter	Elster	Die Speckmaus	speckmaus	schpekmaus	Speckmaus	das Kümmerla	kümmerla	kümmerla	Kümmerle	die Hefelter	hefelter	hefelder	Hifelder	Die Hebam	hebam	hebamm	Hebamme	die Krumbïera	krumbïera	grumbire	Grundbirne	Der Wühler	wühler	wühler	Wühler	die Pflauma	pflauma	pflaume	Pflaume	Das Stecknödela	stecknödela	schteknödela	Stecknadele	Die Geis	geis	geis	Geiß	Die Mücke	mücke	müke	Mücke
4035	MH y9	9.82622	49.63065	maurer	Sächamsa	sächamsa	sachamse	Seichemes	die Laicht	laicht	leicht	Li(e)cht	die Deixl	deixl	deigsl	Deichsel	S Gagrhärz	gagrhärz	gagerherts	Gagerherz	die Fladrmaus	fladrmaus	fladermaus	Fledermaus	s Kümmerla	kümmerla	kümmerla	Kümmerle	die Heffldr	heffldr	heflder	Hifelder	die Hewamm	hewamm	hewamm	Hebamme	die Grumbira	grumbira	grumbire	Grundbirne	dr Wühlr	wühlr	wühler	Wühler	Pflauma	pflauma	pflaume	Pflaume	s Steknädela	steknädela	schteknädela	Stecknadele	die Gääß	gääß	gäs	Geiß	die Mugga	mugga	muke	Mücke
4036	MH ya1/1	9.85164	49.62585	maurer	Sächamza	sächamza	sechamtse	Seichemes	Sit a Laich	laich	leich	Li(e)cht	Deißel	deißel	deisl	Deichsel	Harz	harz	harts	Hetze	Fladermaus	fladermaus	fladermaus	Fledermaus	Kümmerle	kümmerle	kümmerle	Kümmerle	Hīfa	hīfa	hife	Hiefe	Hewamm	hewamm	hewamm	Hebamme	Grummbiara	grummbiara	grumbire	Grundbirne	Wüalar	wüalar	wüeler	Wühler	Pflauma	pflauma	pflaume	Pflaume	Stecknodel	stecknodel	schteknodel	Stecknadel	Gähß	gähß	gäs	Geiß	Mugga	mugga	muke	Mücke
4037	MH ya1/2	9.85164	49.62585	maurer	Sächamsa	sächamsa	sechamse	Seichemes	Leich	leich	leich	Li(e)cht	Wāchadeixel	wāchadeixel	wachedeigsl	Wagendeichsel	Haertz	haertz	herts	Hetze	Flādermaus	flādermaus	fladermaus	Fledermaus	Kümmerla	kümmerla	kümmerla	Kümmerle	Hiffa	hiffa	hife	Hiefe	Hewamm	hewamm	hewamm	Hebamme	Grummbiara	grummbiara	grumbire	Grundbirne	Wühalar	wühalar	wüeler	Wühler	Pflauma	pflauma	pflaume	Pflaume	Stecknoedala	stecknoedala	schteknoedela	Stecknadele	Gähß	gähß	gäs	Geiß	Mugga	mugga	muke	Mücke
4038	MH ya2	9.83878	49.61344	maurer	Sächams	sächams	sachamse	Seichemes	die Leichd	leichd	leicht	Li(e)cht	die Deixl	deixl	deigsl	Deichsel	der Gågrhärz	gågrhärz	gagerherts	Gagerherz	die Flādrmaus	flādrmaus	fladermaus	Fledermaus	s Kümmerla	kümmerla	kümmerla	Kümmerle	die Heffa, die Hiffa	hiffa, heffa	hife, hefe	Hiefe, Hiefe	die Hewamm	hewamm	hewamm	Hebamme	die Grumbira	grumbira	grumbire	Grundbirne	der Wüalr	wüalr	wüeler	Wühler	die Pflauma	pflauma	pflaume	Pflaume	die Stecknådl	stecknådl	schteknådl	Stecknadel	die Gǟß	gǟß	gäs	Geiß	die Muck	muck	muk	Mücke
4039	MH z1	8.661	49.57763	maurer	Ehmeens	ehmeens	ementse	Ameise	Beerdichung	beerdichung	beerdichung	Beerdigung	Dointzl	dointzl	deitsl	Deichsel	Atzl	atzl	atsel	Atzel	Flärremaus	flärremaus	flerermaus	Fledermaus	Gagummer	gagummer	gagummer	Gugummer	Arschkitzl 	arschkitzl 	arschkitzl	Arschkitzel	Åmmebaas	åmmebaas	ammebas	Ammebas	Kardoffl	kardoffl	kadoffel	Kartoffel	Maulworf	maulworf	maulworf	Maulwurf	Bloum	bloum	plaum	Pflaume	Schbell	schbell	schbel	Spelle	Gaas	gaas	gas	Geiß	Mick	mick	mik	Mücke
4040	MH Z1	9.37887	49.31914	maurer	Ēmes (f)	ēmes	emese	Ameise	Vergrabung (f)	vergrabung	vergrabung	Vergrabung	Deichsel (f)	deichsel	deigsl	Deichsel	Elschter (f)	elschter	elschter	Elster	Fledermaus (f)	fledermaus	fledermaus	Fledermaus	Gugummer (f) 	gugummer 	gugummer	Gugummer	Hagebutze (f)	hagebutze	hagebutze	Hagebutte	Hewern (f)	hewern	hewern	Hebamme	Äbbirn (f)	äbbirn	erbirne	Erdbirne	Wieler (m)	wieler	wieler	Wühler	Pflaume (f)	pflaume	pflaume	Pflaume	Häftlich (n)	häftlich	heftlich	Heftle	Gǟs (f)	gǟs	gäs	Geiß	Muge (f)	muge	muke	Mücke
4041	MH z2	8.6595	49.51193	maurer	Emeents	emeents	ementse	Ameise	Leich	leich	leich	Li(e)cht	na	na	na	na	Atzel	atzel	atsel	Atzel	Speckmaus	speckmaus	schpekmaus	Speckmaus	Gugummer	gugummer	gugummer	Gugummer	Arschkitzel	arschkitzel	arschkitzl	Arschkitzel	Amm	amm	amm	Amme	na	na	na	na	Multruff	multruff	muldruf	Maulwurf	Blaume	blaume	plaume	Pflaume	Spell	spell	schbel	Spelle	Gas	gas	gas	Geiß	Mick	mick	mik	Mücke
4042	MH z3	8.60327	49.50529	maurer	Emenz	emenz	ementse	Ameise	Leischt	leischt	leischt	Li(e)cht	Daiegsl	daiegsl	deigsl	Deichsel	Adzl	adzl	atsel	Atzel	Flallamaus	flallamaus	flalermaus	Fledermaus	Ga-Guma	gaguma	gagummer	Gugummer	Arschkizzel	arschkizzel	arschkitzl	Arschkitzel	Amm	amm	amm	Amme	Kadofl	kadofl	kadoffel	Kartoffel	Maulwuaf	maulwuaf	maulwurf	Maulwurf	Blaum	blaum	plaum	Pflaume	Schdecknohl	schdecknohl	schteknol	Stecknadel	Gas	gas	gas	Geiß	Migg	migg	mik	Mücke
4043	MH z4/1	8.51715	49.51259	maurer	Emense	emense	ementse	Ameise	die Laich	laich	leich	Li(e)cht	Deichsell	deichsell	deigsl	Deichsel	Azzel	azzel	atsel	Atzel	Fläddermaus	fläddermaus	fledermaus	Fledermaus	Gurge	gurge	gurke	Gurke	na	na	na	na	Heiwamm	heiwamm	heiwamm	Hebamme	Kadoffel	kadoffel	kadoffel	Kartoffel	Maulwurf	maulwurf	maulwurf	Maulwurf	Blaume	blaume	plaume	Pflaume	Schpäll	schpäll	schbel	Spelle	Gaas	gaas	gas	Geiß	Migg	migg	mik	Mücke
4044	MH z4/2	8.51715	49.51259	maurer	di Eemenz	eemenz	ementse	Ameise	Leich	leich	leich	Li(e)cht	di Deigsl	deigsl	deigsl	Deichsel	di Azzel	azzel	atsel	Atzel	di Fleddermaus 	fleddermaus 	fledermaus	Fledermaus	Gurge	gurge	gurke	Gurke	Hagebutte	hagebutte	hagebutte	Hagebutte	di amm oder di Hebamm	hebamm, amm	hebamm, amm	Hebamme, Amme	Kadoffel	kadoffel	kadoffel	Kartoffel	Maulwurf	maulwurf	maulwurf	Maulwurf	Blaume	blaume	plaume	Pflaume	Schdeggnoodel oder di Schbell	schbell, schdeggnoodel	schbel, schteknodel	Spelle, Stecknadel	di Gaas	gaas	gas	Geiß	di Migg	migg	mik	Mücke
4045	MH za1	8.50016	49.5305	maurer	Ameis	ameis	ameise	Ameise	die Beerdischung	beerdischung	beerdischung	Beerdigung	die Deichs'l	deichsl	deigsl	Deichsel	die Älschder	älschder	elschter	Elster	die Fleddermaus	fleddermaus	fledermaus	Fledermaus	(die) Goarg	goarg	gork	Gurke	(die) Haagebudde	haagebudde	hagebutte	Hagebutte	die Hebamm	hebamm	hebamm	Hebamme	Kartoff'l	kartoffl	kadoffel	Kartoffel	der Maulwuͣf	maulwuͣf	maulwurf	Maulwurf	Pflaume (f)	pflaume	pflaume	Pflaume	die Stecknod'l	stecknodl	schteknodl	Stecknadel	die Gees	gees	ges	Geiß	die Mugg	mugg	muk	Mücke
4046	SIG d1	9.20194	48.00389	maurer	d'Amoïs	amoïs	ameise	Ameise	d' Laïsch	laïsch	leisch	Li(e)cht	d'Daïchsel	daïchsel	deigsl	Deichsel	d'Elschder	elschder	elschter	Elster	d'Fläderma|us	flädermaus	fledermaus	Fledermaus	d'Gurk, d'Gugumer	gurk, gugumer	gurk, gugummer	Gurke, Gugummer	d' Hagebutze	hagebutze	hagebutze	Hagebutte	d' Hebamm	hebamm	hebamm	Hebamme	d' Herdepfel	herdepfel	herdäpfel	Erdäpfel	de Schēr	schēr	scher	Schär	d' Pflumme	pflumme	pflume	Pflaume	ä Glīflé	glīflé	glifle	Glifle	d'Goïs 	goïs 	geis	Geiß	d' Fluig	fluig	fluig	Fliege
4047	SIG g1	9.25932	47.96971	maurer	d Amoise	amoise	ameise	Ameise	d' Leich	leich	leich	Li(e)cht	dr Deichsel	deichsel	deigsl	Deichsel	d'Elschter	elschter	elschter	Elster	d'Pflädermaus	pflädermaus	pfledermaus	Fledermaus	Gugumra	gugumra	gugummere	Gugummer	Hagebutze	hagebutze	hagebutze	Hagebutte	d' Hebamm	hebamm	hebamm	Hebamme	Härdäpfel	härdäpfel	herdäpfel	Erdäpfel	Scheer	scheer	scher	Schär	d' Pflumma	pflumma	pflume	Pflaume	Gluf	gluf	gluf	Glufe	a Goiß	goiß	geis	Geiß	Flūig	flūig	fluig	Fliege
4048	SIG g2/1	9.25466	47.92614	maurer	Amoisa	amoisa	ameise	Ameise	Leich	leich	leich	Li(e)cht	Deigsel	deigsel	deigsl	Deichsel	Elster	elster	elschter	Elster	Fleadermaus	fleadermaus	fleədermaus	Fledermaus	Gurk, Gugummer	gurk, gugummer	gurk, gugummer	Gurke, Gugummer	Hagebutza	hagebutza	hagebutze	Hagebutte	d' Hebamm	hebamm	hebamm	Hebamme	Herdepfel	herdepfel	herdäpfel	Erdäpfel	Schermaus	schermaus	schermaus	Schärmaus	Pflumma	pflumma	pflume	Pflaume	Gluf	gluf	gluf	Glufe	d'Goiß	goiß	geis	Geiß	d'Fliag, e Mucka	mucka, fliag	muke, flieg	Mücke, Fliege
4049	SIG g2/2	9.25466	47.92614	maurer	Amoise	amoise	ameise	Ameise	Leich	leich	leich	Li(e)cht	Deichsel	deichsel	deigsl	Deichsel	Elster	elster	elschter	Elster	Fledermaus	fledermaus	fledermaus	Fledermaus	Gurka	gurka	gurke	Gurke	Hagebutza	hagebutza	hagebutze	Hagebutte	Hebamm	hebamm	hebamm	Hebamme	Herdepfel	herdepfel	herdäpfel	Erdäpfel	Schärrmaus	schärrmaus	schärmaus	Schärmaus	Pflume	pflume	pflume	Pflaume	Stecknodel	stecknodel	schteknodel	Stecknadel	Goiß	goiß	geis	Geiß	Fluig	fluig	fluig	Fliege
4050	SIG k1	9.20037	47.91152	maurer	Amoisa	amoisa	ameise	Ameise	Beerdigung	beerdigung	beerdigung	Beerdigung	Deixel	deixel	deigsl	Deichsel	Elster	elster	elschter	Elster	Fledermaus	fledermaus	fledermaus	Fledermaus	Gurga	gurga	gurke	Gurke	Hagebutte	hagebutte	hagebutte	Hagebutte	Hebamme	hebamme	hebamme	Hebamme	Hädepfel	hädepfel	hedäpfel	Erdäpfel	Scherr	scherr	scher	Schär	Pflumma	pflumma	pflume	Pflaume	Stecknodel	stecknodel	schteknodel	Stecknadel	Gais	gais	geis	Geiß	Fliaga	fliaga	fliäge	Fliege
4051	SIG k2	9.2431	47.89832	maurer	Klammere	klammere	klammere	Klammere (große Waldameise)	d'Leich	leich	leich	Li(e)cht	Diexel	diexel	diegsl	Deichsel	Dohle	dohle	dole	Dohle	Fläddermaus	fläddermaus	fledermaus	Fledermaus	Gugummere	gugummere	gugummere	Gugummer	Hagebutze	hagebutze	hagebutze	Hagebutte	Hebamm	hebamm	hebamm	Hebamme	Herdepfl	herdepfl	herdäpfel	Erdäpfel	Scherrmeis	scherrmeis	schermeis	Schärmaus	Pflum̄e	pflum̄e	pflume	Pflaume	Klufe	klufe	glufe	Glufe	Gois	gois	geis	Geiß	Fleige	fleige	fleige	Fliege
4052	SIG k3	9.30821	47.89505	maurer	Amoise (f)	amoise	ameise	Ameise	Die Leich	leich	leich	Li(e)cht	Die Deichsel	deichsel	deigsl	Deichsel	na	na	na	na	Die Fleddermaus	fleddermaus	fledermaus	Fledermaus	die Gugummera	gugummera	gugummere	Gugummer	die Hagabutze	hagabutze	hagebutze	Hagebutte	Die Hebamm	hebamm	hebamm	Hebamme	Herdepfel (m)	herdepfel	herdäpfel	Erdäpfel	die Stoßmaus	stoßmaus	stoßmus	Stoßmus	Pflumme (f)	pflumme	pflume	Pflaume	Die Gluffe, Die Steckgluffe	steckgluffe, gluffe	schtekglufe, glufe	Steckgufe, Glufe	die Gois	gois	geis	Geiß	die Fliaga	fliaga	fliäge	Fliege
4053	SIG k4	9.32995	47.85865	maurer	Amo̊ëse (f)	amo̊ëse	ameise	Ameise	Līchd (f)	līchd	licht	Li(e)cht	Diësl (m)	diësl	diesl	Deichsel	Kägrsch (m)	kägrsch	kägersch	Kagerst	Flädrmūs (f)	flädrmūs	fledermus	Fledermaus	Guekummer (f) 	guekummer	guegummer	Gugummer	Hagebutze (f)	hagebutze	hagebutze	Hagebutte	Hebamm (f)	hebamm	hebamm	Hebamme	Härdepfel (f)	härdepfel	herdäpfel	Erdäpfel	Schärrmūs (f)	schärrmūs	schärmus	Schärmaus	Pflumme (f)	pflumme	pflume	Pflaume	Gluve (f)	gluve	glufe	Glufe	Go̊ahs (f)	go̊aß	goas	Geiß	Fliëge (f)	fliëge	fliäge	Fliege
4054	SIG k5	9.27568	47.85957	maurer	na	na	na	na	Leich	leich	leich	Li(e)cht	na	na	na	na	na	na	na	na	na	na	na	na	Gugumera	gugumera	gugummere	Gugummer	Hagebutze	hagebutze	hagebutze	Hagebutte	Hebamme	hebamme	hebamme	Hebamme	Erdäpfel, Herdäpfel, Grundbire	grundbire, herdäpfel, erdäpfel	grundbire, herdäpfel, erdäpfel	Grundbirne, Erdäpfel, Erdäpfel	Schärmaus	schärmaus	scharmaus	Schärmaus	Pflumme	pflumme	pflume	Pflaume	na	na	na	na	Gais, Gois	gois, gais	geis, geis	Geiß, Geiß	na	na	na	na
4055	SIG k6	9.16937	47.86289	maurer	d'Amoß (f)	amoß	amase	Ameise	d' Leich (f)	leich	leich	Li(e)cht	dr Dieksel (m)	dieksel	diegsl	Deichsel	d'Elschder (f)	elschder	elschter	Elster	d'Flädermaus (f)	flädermaus	fledermaus	Fledermaus	d'Guggumere (f) 	guggumere 	gugummere	Gugummer	d' Hagebutze (f)	hagebutze	hagebutze	Hagebutte	d' Hebamm (f)	hebamm	hebamm	Hebamme	der Herdepfel	herdepfel	herdäpfel	Erdäpfel	d' Scherrmaus (f)	scherrmaus	schermus	Schärmaus	die Pflumme	pflumme	pflume	Pflaume	d'Schdegnådel (f)	schdegnådel	schteknådel	Stecknadel	d'Goaß (f)	goaß	goas	Geiß	d'Fliege (f)	fliege	fliege	Fliege
4056	SIG k7	9.16937	47.86289	maurer	Amoͣsse	amoͣsse	amase	Ameise	die Leicht	leicht	leicht	Li(e)cht	Diexl	diexl	diegsl	Deichsel	Elster	elster	elschter	Elster	Fledermaus	fledermaus	fledermaus	Fledermaus	Gugummere	gugummere	gugummere	Gugummer	Hagebutze	hagebutze	hagebutze	Hagebutte	Hebamm	hebamm	hebamm	Hebamme	de Härdepfel	härdepfel	herdäpfel	Erdäpfel	Schärmus	schärmus	schärmus	Schärmaus	Pflumme	pflumme	pflume	Pflaume	Stecknodel	stecknodel	schteknodel	Stecknadel	Goͣß	goͣß	gas	Geiß	Mugge 	mugge 	muke	Mücke
4057	SIG l1	9.35318	47.91762	maurer	d'Amo͜is (f)	amo͜is	ameise	Ameise	d' Leich, de Leicht (f)	leicht, leich	leicht, leich	Li(e)cht, Li(e)cht	d'Deichsl (f)	deichsl	deigsl	Deichsel	de Kägisch (m)	kägisch	kägisch	Kagerst	ed Fledermaus	fledermaus	fledermaus	Fledermaus	Guckumere	guckumere	gugummere	Gugummer	Hagebutze (f)	hagebutze	hagebutze	Hagebutte	d Hebamm (f)	hebamm	hebamm	Hebamme	de Herdöpfel (m)	herdöpfel	herdöpfel	Erdäpfel	d' Scherrmåus	scherrmåus	schermaus	Schärmaus	Pflumeͣ (f)	pflumeͣ	pflume	Pflaume	d'Gluff (f)	gluff	gluf	Glufe	d Goiß (f)	goiß	geis	Geiß	d'Fluigeͣ	fluigeͣ	fleige	Fliege
4058	SIG l2	9.37456	47.86209	maurer	Amoß	amoß	amase	Ameise	d' Līchte	līchte	lichte	Li(e)cht	Diesel	diesel	diesl	Deichsel	Elschdere	elschdere	elschtere	Elster	Fleddermūs	fleddermūs	fledermus	Fledermaus	Gugumere	gugumere	gugummere	Gugummer	Hagebutze	hagebutze	hagebutze	Hagebutte	d' Hebamm	hebamm	hebamm	Hebamme	Härdepfl	härdepfl	herdäpfel	Erdäpfel	Schärrmaūs	schärrmaūs	schärmaus	Schärmaus	Pflumme	pflumme	pflume	Pflaume	Stecknōdle (Pl)	stecknōdle	schteknodle	Stecknadel	Goaß	goaß	goas	Geiß	Flieg	flieg	flieg	Fliege
