	Fragebogen_maurer	Fragebogen_DWA	Ort	Koordinaten	item_maurer	item_maurer_align	item_DWA	item_DWA_align	Levenshtein_item
589	TÜB M8	III_11_0154	Kirnbach, Kirnbach	8.24598, 48.26194	liech	l ie ch	liecht	l ie ch t	1
590	KST M8	III_6_0107	Rauental, Rauental	8.24794, 48.8572	līcht	l ī ch t	licht	l i ch t	1
591	TÜB M2	III_11_0148	Langenbach, Langenbach	8.25164, 48.3205	līcht	l ī ch t	liicht	l ii ch t	2
592	TUTT i3	III_13_0089	Urach, Urach	8.25368, 48.00477	liche	l i ch e	lîche	l î ch e	1
593	KST E6	III_5_0139	Würmersheim, Würmersheim	8.25452, 48.94056	liecht	l ie ch t	licht	l i ch t	1
594	TUTT q7	III_14_0075	Friedenweiler, Friedenweiler	8.25483, 47.91602	līcht	l ī ch t	licht	l i ch t	1
595	TUTT b2	III_12_0162	Gremmelsbach, Gremmelsbach	8.25756, 48.15793	lieche	l ie ch e	liche	l i ch e	1
596	TUTT i1	III_13_0082	Rohrbach, Rohrbach	8.25784, 48.07437	līche	l ī ch e	liichen	l ii ch e n	3
597	TUTT b5	III_12_0154, III_12_0152, III_12_0153	Nussbach, Nussbach	8.25836, 48.13097	liiche	l ii ch e	lieche	l ie ch e	1
598	TUTT x5	III_14_0076	Holzschlag, Holzschlag	8.26456, 47.84976	liicht	l ii ch t	liich	l ii ch	1
599	TÜB T3	III_12_0070, III_12_0071	Schwanenbach (Reichenbach), Schwanenbach	8.26562, 48.1922	līcht	l ī ch t	liecht	l ie ch t	2
600	TUTT i4	III_13_0088	Linach, Linach	8.26602, 48.02831	liche	l i ch e	liiche	l ii ch e	1
601	KST E5	III_5_0133, III_5_0132	Durmersheim, Durmersheim	8.2685, 48.93129	liichd	l ii ch d	liecht	l ie ch t	2
602	KST T7	III_7_0132	Ebersteinburg, Ebersteinburg	8.26889, 48.77997	lichte	l i ch t e	liecht	l ie ch t	2
603	TÜB M9	III_11_0151	Halbmeil, Halbmeil	8.27063, 48.29042	liecht	l ie ch t	lich	l i ch	2
604	TÜB i2	III_9_0105	Forbach-Hundsbach, Forbach-Hundsbach	8.27064, 48.62026	līcht	l ī ch t	liecht	l ie ch t	2
605	KST M4	III_6_0105, III_6_0104	Muggensturm, Muggenturm	8.2763, 48.87021	līcht	l ī ch t	liicht	l ii ch t	2
606	TUTT T9	III_16_0155	Tiengen, Thiengen	8.28181, 47.63443	liech	l ie ch	lieche	l ie ch e	1
607	KST M7	III_6_0106	Bischweier, Bischweier	8.28478, 48.83768	licht	l i ch t	lich	l i ch	1
608	TUTT M7	III_15_0115	Hürrlingen, Hürrlingen	8.28505, 47.72465	līcht	l ī ch t	liiecht	l iie ch t	3
609	TÜB E3	III_11_0081	Schapbach, Schapbach	8.28904, 48.37778	lîcht	l î ch t	liecht	l ie ch t	2
610	TUTT M8	III_15_0116	Riedern im Wald, Riedern	8.29113, 47.71786	liicht	l ii ch t	licht	l i ch t	1
611	TÜB M1	III_11_0149	Sankt Roman, St. Roman	8.2924, 48.33187	liech	l ie ch	licht	l i ch t	2
612	TUTT T14	III_16_0154	Kadelburg, Kadelburg	8.29552, 47.60851	liech	l ie ch	liecht	l ie ch t	1
613	TUTT q5	III_13_0159	Bubenbach, Bubenbach	8.29595, 47.96531	līcht	l ī ch t	liächt	l i ä ch t	2
614	TUTT x6	III_14_0078	Gündelwangen, Gündelwangen	8.29672, 47.84246	licht	l i ch t	liecht	l ie ch t	1
615	TUTT T12	III_16_0164	Unterlauchringen, Unterlauchringen	8.30394, 47.63095	līch	l ī ch	liecht	l ie ch t	3
616	TUTT M10	III_15_0119	Krenkingen, Krenkingen	8.30454, 47.68312	līch	l ī ch	lihch	l i h ch	2
617	TUTT i2	III_13_0087, III_13_0084, III_13_0086, III_13_0085	Vöhrenbach, Vöhrenbach	8.30495, 48.04519	līche	l ī ch e	licht	l i ch t	2
618	TUTT T10	III_16_0163	Breitenfeld, Breitenfeld	8.30617, 47.65178	līcht	l ī ch t	lich	l i ch	2
619	KST T6	III_7_0133	Staufenberg, Staufenberg	8.3082, 48.76673	licht	l i ch t	li͞echt	l i ͞ e ch t	2
620	TUTT b6	III_12_0169	Brigach (und Sommerau), Brigach	8.3086, 48.11587	liicht	l ii ch t	līech	l ī e ch	3
621	TUTT x7	III_14_0077	Göschweiler, Göschweiler	8.31065, 47.85812	lịẹcht	l ị ẹ ch t	liicht	l ii ch t	2
622	TUTT M6	III_14_0183, III_14_0182, III_14_0180, III_14_0181	Birkendorf, Birkendorf	8.3126, 47.74971	līichd	l ī i ch d	liecht	l ie ch t	3
623	TUTT q3	III_13_0158	Hammereisenbach, Hammereisenbach	8.31732, 47.99481	licht	l i ch t	liech	l ie ch	2
624	TUTT M9	III_15_0127	Uhlingen, Uhlingen Ühlingen	8.31845, 47.7201	licht	l i ch t	liicht	l ii ch t	1
625	TUTT b7	III_12_0170	Oberkirnach, Oberkirnach	8.31901, 48.09369	liichd	l ii ch d	liecht	l ie ch t	2
626	TÜB x5, TÜB x6	III_10_0145	Bad Rippoldsau, Bad Rippoldsau	8.32852, 48.42806	liechd	l ie ch d	liich	l ii ch	2
627	TUTT Ta1	III_16_0156	Reckingen, Reckingen	8.33116, 47.57477	liecht	l ie ch t	liech	l ie ch	1
628	TUTT c3	III_12_0156, III_12_0155, III_12_0157	St. Georgen, St. Georgen	8.33183, 48.12564	līch	l ī ch	līcht	l ī ch t	1
629	KST x 1	III_4_0114	Daxlanden, Daxlanden	8.33737, 49.0022	leicht	l ei ch t	leiche	l ei ch e	1
630	TÜB c6	III_25_0009, III_25_0008	Bermersbach, Bermersbach	8.34126, 48.69401	līch	l ī ch	liech	l ie ch	2
631	TÜB N2	III_30_0008	Schiltach, Schiltach	8.34259, 48.29033	laisch	l a i sch	laich	l a i ch	1
632	TUTT N5	III_37_0003	Untermettingen, Untermettingen	8.34615, 47.70245	līcht	l ī ch t	liicht	l ii ch t	2
633	TUTT F4	III_36_0005	Wittlekoffen, Wittlekoffen	8.34635, 47.78326	līcht	l ī ch t	liecht	l ie ch t	2
634	TUTT U4	III_38_0006	Horheim, Horheim	8.34737, 47.64854	liech	l ie ch	liicht	l ii ch t	2
635	KST U1	III_24_0001	Michelbach, Michelbach	8.35062, 48.8186	lich	l i ch	licht	l i ch t	1
636	TUTT y4	III_35_0002	Reiselfingen, Reiselfingen	8.35108, 47.85467	līcht	l ī ch t	licht	l i ch t	1
637	TUTT U3	III_38_0004	Schwerzen, Schwerzen	8.35642, 47.64323	liech	l ie ch	līch	l ī ch	2
638	TUTT r4	III_34_0017	Unterbränd, Unterbränd	8.35693, 47.93373	licht	l i ch t	liicht	l ii ch t	1
639	KST N2, KST U6	III_24_0002	Sulzbach, Sulzbach	8.35791, 48.80596	licht	l i ch t	liecht	l ie ch t	1
640	TÜB c8	III_25_0003, III_25_0004	Forbach, Forbach	8.3589, 48.67857	līch	l ī ch	lich	l i ch	1
641	TUTT N4	III_37_0001	Obermettingen, Obermettingen	8.35956, 47.7213	līcht	l ī ch t	liecht	l ie ch t	2
642	TÜB c5	III_25_0002	Langenbrand, Langenbrand	8.36334, 48.70441	liech	l ie ch	leich	l ei ch	2
643	TUTT k9	III_33_0002	Herzogenweiler, Herzogenweiler	8.37157, 48.0254	līchd	l ī ch d	licht	l i ch t	2
644	TUTT c2	III_32_0002	Peterzell, Peterzell	8.37425, 48.13255	līcht	l ī ch t	liicht	l ii ch t	2
645	TUTT F5	III_36_0015	Oberwangen u. Unterwangen, Oberwangen	8.3775, 47.7761	līchd	l ī ch d	liicht	l ii ch t	3
646	KST y 9, KST y 10	III_21_0001	Neureut, Neureut	8.37902, 49.05267	leicht	l ei ch t	leich	l ei ch	1
647	TUTT F14	III_36_0007	Brunnadern, Brunnadern	8.38083, 47.79495	liich	l ii ch	liicht	l ii ch t	1
648	TUTT N9	III_37_0002	Degernau, Degernau	8.38187, 47.66635	līcht	l ī ch t	licht	l i ch t	1
649	KST F2	III_22_0001	Bulach, Bulach	8.38244, 48.9868	leichd	l ei ch d	leicht	l ei ch t	1
