	Fragebogen_maurer	Fragebogen_DWA	Ort	Koordinaten	item_maurer	item_maurer_align	item_DWA	item_DWA_align	Levenshtein_item
0	Co Xa 2	III_17_0042	Nollingen, Nollingen	7.7716, 47.57363	häzlä	h ä z l ä	hätzle	h ä tz l e	2
1	Stra L 10	III_11_0044	Hugsweier, Hugsweier	7.83742, 48.36009	azle	a z l e	atzle	a tz l e	1
2	Co Ya 1	III_17_0047	Wallbach, Wallbach	7.91336, 47.56871	hätzle	h ä tz l e	hätzlä	h ä tz l ä	1
3	Co Y 6	III_16_0123	Altenschwand, Altenschwand	7.976, 47.63697	hätzlä	h ä tz l ä	hatzle	h a tz l e	2
4	TUTT F12	III_36_0011	Lembach, Lembach	8.43056, 47.80389	hézlĕ	h é z l ĕ	hetzle	h e tz l e	3
