	Fragebogen_maurer	Fragebogen_DWA	Ort	Koordinaten	item_maurer	item_maurer_align	item_DWA	item_DWA_align	Levenshtein_item
37	MH W7	II_93_0022	Krautheim, Krautheim	9.63369, 49.39159	hetz	h e tz	hetze	h e tz e	1
38	MH x2	II_90_0020, II_90_0018, II_90_0019, II_90_0017	Hochhausen, Hochhausen	9.63526, 49.6621	hätze	h ä tz e	hätz	h ä tz	1
39	MH P2	II_92_0040	Schweigern, Schweigern	9.66576, 49.49224	hez	h e z	hetz	h e tz	1
40	MH y4	II_90_0021	Dittigheim, Dittigheim	9.67647, 49.61035	hatze	h a tz e	hatz	h a tz	1
41	MH G2	II_91_0017	Lauda, Lauda	9.70203, 49.5702	hetze	h e tz e	hätz	h ä tz	2
42	MH G13	II_91_0021	Sachsenflur, Sachsenflur	9.71, 49.52377	hätz	h ä tz	hetz	h e tz	1
43	MH G3	II_91_0026	Gerlachsheim, Gerlachsheim	9.71775, 49.57998	hätze	h ä tz e	hetze	h e tz e	1
44	MH G4	II_91_0025	Marbach, Marbach	9.7264, 49.56581	hätz	h ä tz	hätze	h ä tz e	1
45	MH y1	II_89_0036	Großrinderfeld, Grossrinderfeld	9.73405, 49.66558	herz	h e r z	herze	h e r z e	1
46	MH G7/1	II_91_0032	Oberbalbach, Oberbalbach	9.7938, 49.53997	hetsa	h e t s a	hätza	h ä tz a	2
47	KST G8	III_22_0019, III_22_0018, III_22_0024	Königsbach, Stein, Königsbach	8.61207, 48.96515	häz	h ä z	hātz	h ā tz	2
48	KST G8	III_22_0019, III_22_0018, III_22_0024	Königsbach, Stein, Königsbach	8.61207, 48.96515	häz	h ä z	hätz	h ä tz	1
49	KST G8	III_22_0019, III_22_0018, III_22_0024	Königsbach, Stein, Königsbach	8.61207, 48.96515	häz	h ä z	hātze	h ā tz e	3
50	KST u5	III_20_0163, III_20_0045, III_20_0044, III_20_0042, III_20_0043	Sulzfeld, Sulzfeld	8.85671, 49.10336	häddza	h ä dd z a	hätze	h ä tz e	3
51	KST u5	III_20_0163, III_20_0045, III_20_0044, III_20_0042, III_20_0043	Sulzfeld, Sulzfeld	8.85671, 49.10336	häddza	h ä dd z a	hätza	h ä tz a	2
52	KST u5	III_20_0163, III_20_0045, III_20_0044, III_20_0042, III_20_0043	Sulzfeld, Sulzfeld	8.85671, 49.10336	häddza	h ä dd z a	häza	h ä z a	2
53	KST u3	III_20_0050, III_20_0049, III_20_0047, III_20_0051	Eppingen, Eppingen	8.9098, 49.13704	hetzä	h e tz ä	hetzer	h e tz e r	2
54	KST u3	III_20_0050, III_20_0049, III_20_0047, III_20_0051	Eppingen, Eppingen	8.9098, 49.13704	hetzä	h e tz ä	hädza	h ä d z a	3
55	KST u3	III_20_0050, III_20_0049, III_20_0047, III_20_0051	Eppingen, Eppingen	8.9098, 49.13704	hetzä	h e tz ä	hedza	h e d z a	2
56	MH Y3	III_18_0075	Herbolzheim, Herbolzheim	9.26007, 49.28376	hätz	h ä tz	hätze	h ä tz e	1
57	MH Y3	III_18_0075	Herbolzheim, Herbolzheim	9.26007, 49.28376	hetzä	h e tz ä	hätze	h ä tz e	2
58	MH O5	II_92_0020, II_92_0019	Schwabhausen, Schwabhausen	9.60196, 49.45569	hetz	h e tz	hätze	h ä tz e	2
59	MH x2	II_90_0020, II_90_0018, II_90_0019, II_90_0017	Hochhausen, Hochhausen	9.63526, 49.6621	hätze	h ä tz e	hätz	h ä tz	1
60	MH p7	II_89_0031, II_89_0030, II_89_0032	Werbach, Werbach	9.63871, 49.67029	hätz	h ä tz	hatz	h a tz	1
