	Fragebogen_maurer	Fragebogen_DWA	Ort	Koordinaten	item_maurer	item_DWA	Levenshtein_item	phontype_maurer	phontype_DWA	Levenshtein_phontype	lextype_maurer	lextype_DWA	Levenshtein_lextype
0	KST s8	III_20_0022	Untergrombach, Untergrombach	8.55318, 49.0861	haberbutze	haberbutze	0	haberbutze	haberbutze	0	Haberbutze	Haberbutze	0
