	Fragebogen_maurer	Fragebogen_DWA	Ort	Koordinaten	item_maurer	item_DWA	Levenshtein_item	phontype_maurer	phontype_DWA	Levenshtein_phontype	lextype_maurer	lextype_DWA	Levenshtein_lextype
21	Co x 6	III_14_0011	Moosch, Moosch	7.04865, 47.86081	butt, butte	butte	0	butt, butte	butte	0	Butte	Butte	0
22	Co E3	III_14_0090	Sentheim, Sentheim	7.0544, 47.75581	buttä	buttă	1	butte	butte	0	Butte	Butte	0
23	Co M2	III_15_0001	Obersulzbach Kreis Tann (Soppe-Le-Haut), Obersulzbach <Morzweiler> Morzweiler steht nur auf S.1	7.05724, 47.73372	butta	butte	1	butte	butte	0	Butte	Butte	0
24	Co x 9	III_14_0013	Geishausen, Geishausen	7.05832, 47.88017	butta	budda	2	butte	butte	0	Butte	Butte	0
25	Co T9	III_16_0014	Gottestal, Luttern (Valdieu-Lutran), Gottestal	7.05852, 47.63139	butt	butta	1	butt	butte	1	Butte	Butte	0
26	Co E2	III_14_0091	Niederburbach (Bourbach-Le-Bas), Niederburbach	7.05868, 47.77527	butte	butta	1	butte	butte	0	Butte	Butte	0
27	Co x 4	III_14_0012	Weiler, Weiler	7.07073, 47.84351	budda	butte	3	butte	butte	0	Butte	Butte	0
28	Co E13	III_14_0092	Rammersmatt, Rammersmatt	7.07084, 47.78935	butta	buddea	3	butte	butte	0	Butte	Butte	0
29	Co i 3	III_13_0008	Metzeral, Metzeral	7.07146, 48.01325	butta	budda	2	butte	butte	0	Butte	Butte	0
30	Co M6	na	Bretten Landkreis Altkirch	7.0716, 47.69963	budde	na	999	butte	na	999	Butte	na	999
31	Co q 4	III_13_0097	Sondernach, Sondernach	7.07276, 47.99621	butta	budda	2	butte	butte	0	Butte	Butte	0
32	Hag M 11/1, Hag M 11/2	III_6_0003	Wolfskirchen, Wolfskirchen	7.07612, 48.87884	putte, putt	pude	2	butt, butte	butte	0	Butte	Butte	0
33	Co E9	III_14_0089	Tann-Bitschweiler (Bitschwiller-Lès-Thann), Bitschweiler	7.07947, 47.82929	butte	budde	2	butte	butte	0	Butte	Butte	0
34	Hag T 4	III_7_0013	Goerlingen, Görlingen	7.08247, 48.79646	butte	butte	0	butte	butte	0	Butte	Butte	0
35	Co i 10	III_13_0007	Mühlbach (Muhlbach-Sur-Munster), Mühlbach	7.08731, 48.02582	butta	budda	2	butte	butte	0	Butte	Butte	0
36	Co E5	na	Rodern	7.0877, 47.77839	budde	na	999	butte	na	999	Butte	na	999
37	Co M3	III_15_0003	Niedersulzbach (soppe-Le-Bas), Niedersulzbach	7.09079, 47.71688	butta	butta	0	butte	butte	0	Butte	Butte	0
38	Co M1	III_15_0002	Gewenheim, Gewenheim	7.0913, 47.75291	butta	butte	1	butte	butte	0	Butte	Butte	0
39	Co T8	III_16_0017	Retzweiler, Retzweiler	7.09315, 47.63072	budda	budda	0	butte	butte	0	Butte	Butte	0
40	Co E6	III_14_0093	Leimbach, Leimbach	7.09999, 47.79305	budda	budda	0	butte	butte	0	Butte	Butte	0
41	Co i 7	III_13_0006	Breitenbach (Breitenbach-Haut-Rhin), Breitenbach	7.10087, 48.02382	bůtt	bŭ̊tt	2	butt	butt	0	Butte	Butte	0
42	Co i 9	III_13_0004, III_13_0003	Stossweier, Stossweier	7.10163, 48.05432	bōtt	bōda, bōtt	0	bott	botte, bott	0	Butte	Butte	0
43	Co i 2	III_13_0009	Sulzern (Soultzeren), Sulzern	7.10254, 48.06373	boͧdă	butta	4	botte	butte	1	Butte	Butte	0
44	Co x 7	III_14_0014	Goldbach-Altenbach, Goldbach-Altenbach	7.10326, 47.87359	buddä	butte	3	butte	butte	0	Butte	Butte	0
45	Co E7	III_14_0094	Tann (Thann), Thann	7.10335, 47.81019	butte	butta	1	butte	butte	0	Butte	Butte	0
46	Co T11	III_16_0019	Mansbach (Manspach), Mansbach	7.10508, 47.6176	butta	butta	0	butte	butte	0	Butte	Butte	0
47	Hag T 3	na	Rauweiler	7.10907, 48.81139	butte	na	999	butte	na	999	Butte	na	999
48	Co M9	III_15_0009	Diefmatten Kreis Altkirch, Diefmatten	7.11319, 47.70828	buta	butta	1	butte	butte	0	Butte	Butte	0
49	Co T7	III_16_0007	Wolfersdorf, Wolfersdorf	7.1132, 47.63625	butta	budda	2	butte	butte	0	Butte	Butte	0
50	Hag T 1	na	Hirschland	7.11324, 48.83701	butte	na	999	butte	na	999	Butte	na	999
51	Co i 6	III_13_0005	Luttenbach (Luttenbach-Près-Munster), Luttenbach	7.11745, 48.03105	butta	butte	1	butte	butte	0	Butte	Butte	0
52	Co T13	na	St. Ulrich bei Dammerkirch	7.11911, 47.59537	butta	na	999	butte	na	999	Butte	na	999
53	Co E8	na	Alttann (Vieux-Thann)	7.12206, 47.80704	butä	na	999	butte	na	999	Butte	na	999
54	Co q 8	III_13_0102	Sengern, Sengern	7.12209, 47.94246	budda	butt	3	butte	butt	1	Butte	Butte	0
55	Co i 5	III_13_0002	Hohrod, Hohrod	7.12607, 48.05444	butte	budde	2	butte	butte	0	Butte	Butte	0
56	Co q 1	III_13_0098	Lintal (Linthal, Kreis Tann), Lintal	7.12943, 47.94619	butta	butta	0	butte	butte	0	Butte	Butte	0
57	Hag M 7	III_6_0016	Eyweiler (Eywiller), Eyweiler	7.13172, 48.8709	pudd	pudde	1	butt	butte	1	Butte	Butte	0
58	Co i 1/2, Co i 1/1	III_13_0065	Münster (Munster), Münster	7.13185, 48.0418	bud, butta	but	1	butt, butte	butt	0	Butte	Butte	0
59	Co T5	III_16_0004	Gommersdorf, Gommersdorf	7.13318, 47.64299	budda	budda	0	butte	butte	0	Butte	Butte	0
60	Co E10	na	Oberasbach (Aspach-Le-Haute)	7.13352, 47.77692	būtta	na	999	butte	na	999	Butte	na	999
61	Co M8	III_15_0010	Gildweiler (Gildwiller), Falkweiler, Hecken, Falkweiler	7.13461, 47.6894	budda	budda	0	butte	butte	0	Butte	Butte	0
62	Co i 8	III_13_0001	Hohrodberg, Hohrodberg	7.13528, 48.06037	bodd	botà	2	bott	botte	1	Butte	Butte	0
63	Co Vc 2	na	Hindlingen	7.13734, 47.57341	būtta	na	999	butte	na	999	Butte	na	999
64	Hag M 4	na	Tal bei Drulingen (Thal-Drulingen)	7.1452, 48.90983	pudde	na	999	butte	na	999	Butte	na	999
65	Co i 4	III_13_0010	Eschbach, Eschbach	7.14594, 48.02896	butta	butta	0	butte	butte	0	Butte	Butte	0
66	Co T14	III_16_0006	Füllern (Fulleren), Füllern	7.14596, 47.59468	butta	butta	0	butte	butte	0	Butte	Butte	0
67	Co q 7	III_13_0099	Lautenbachzell, Lautenbachzell	7.14925, 47.94057	budde	būdde	1	butte	butte	0	Butte	Butte	0
68	Co M4	III_15_0014	Oberburnhaupt (Burnhaupt-Le-Haut), Oberburnhaupt	7.14988, 47.72886	buttā	buttā	0	butte	butte	0	Butte	Butte	0
69	Co Vc 1	na	Friesen	7.15001, 47.56535	butte	na	999	butte	na	999	Butte	na	999
70	Co E11	III_14_0099	Niederasbach (Aspach-Le-Bas), Niederaspach	7.15065, 47.7618	butta	buda	2	butte	butte	0	Butte	Butte	0
71	Hag M 5	III_6_0008	Berg, Berg	7.1532, 48.89487	putt	put	1	butt	butt	0	Butte	Butte	0
72	Co E12	III_14_0096	Steinbach, Steinbach	7.15487, 47.82041	butta	butta	0	butte	butte	0	Butte	Butte	0
73	Co x 8	III_14_0015	Rimbach bei Gebweiler (Rimbach-près-Guebwiller), Rimbach	7.15658, 47.90483	budda	butte	3	butte	butte	0	Butte	Butte	0
74	Co T4	III_16_0009	Hagenbach, Hagenbach	7.15712, 47.65028	butta	buta	1	butte	butte	0	Butte	Butte	0
75	Hag M 6	III_6_0009	Güngweiler (Gungwiller), Gu[e]ngweiler	7.15771, 48.88171	budde	bŭtte	3	butte	butte	0	Butte	Butte	0
76	Co q 2	III_13_0100	Lautenbach (Kreis Tann), Lautenbach	7.15877, 47.9414	butta	butta	0	butte	butte	0	Butte	Butte	0
77	Co q 3	III_13_0011	Wasserburg Kreis Colmar (Wasserbourg), Wasserburg	7.15948, 48.00283	butta	butten	2	butte	butten	1	Butte	Butte	0
78	Co M5	III_15_0013	Niederburnhaupt (Burnhaupt-Le-Bas), Niederburnhaupt	7.16039, 47.71674	butte	budda	3	butte	butte	0	Butte	Butte	0
79	Co q 6	na	Murbach	7.1604, 47.92318	butte	na	999	butte	na	999	Butte	na	999
80	Co T15	na	Ballersdorf	7.1624, 47.625	butta	na	999	butte	na	999	Butte	na	999
81	Co Ua 11	III_17_0031	Pfetterhausen (Pfetterhouse), Pfetterhausen	7.16635, 47.50105	butta	butte	1	butte	butte	0	Butte	Butte	0
82	Co N1	III_14_0100	Schweighausem (Schweighouse-Thann), Schweighausen	7.16714, 47.75272	butte	butte	0	butte	butte	0	Butte	Butte	0
83	Co k 1	III_13_0016	Griesbach (Griesbach-Au-Val), Griesbach	7.17071, 48.03351	butt	butt	0	butt	butt	0	Butte	Butte	0
84	Co k 2	III_13_0015	Günsbach (Gunsbach), Günsbach	7.17323, 48.0464	budda	budde	1	butte	butte	0	Butte	Butte	0
85	Co Ua 14	III_17_0014	Niedersept (Seppois-le-Bas), Niedersept	7.17622, 47.53614	butte	butte	0	butte	butte	0	Butte	Butte	0
86	Hag N 17	na	Berg, Rexingen	7.17654, 48.90012	butt	na	999	butt	na	999	Butte	na	999
87	Co r 6	III_13_0107	Schweighausen Kreis Gebweiler (Schweighouse bei Lautenbach), Schweighausen	7.17716, 47.93851	budda	butta	2	butte	butte	0	Butte	Butte	0
88	Co F5	III_14_0016	Wattweiler (Wattwiller), Wattweiler	7.17766, 47.83549	buddå	budda	1	butte	butte	0	Butte	Butte	0
89	Co F1	III_14_0101	Uffholz, Uffholz	7.17804, 47.81981	butte	butta	1	butte	butte	0	Butte	Butte	0
90	Co F2	III_14_0097	Sennheim (Cerany), Sennheim	7.17837, 47.80918	butte	butta	1	butte	butte	0	Butte	Butte	0
91	Stra V 1, Stra U 1/2	III_12_0002	Markich (Sainte-Marie-Aux-Marines), Markirch	7.17972, 48.24483	butt, butte	butt	0	butt, butte	butt	0	Butte	Butte	0
92	Co y 1/2, Co y 1/1	III_14_0017	Rimbach-Zell (Rimbachzell), Rimbach-Zell	7.17995, 47.8995	but	butta	2	butt	butte	1	Butte	Butte	0
93	Co r 9	III_13_0103	Bühl Landkreis Gebweiler (Buhl), Bühl	7.18638, 47.92816	buda	butta	2	butte	butte	0	Butte	Butte	0
94	Co Ua 5	III_17_0030	Largitzen, Largitzen	7.1873, 47.56163	butta	budde	3	butte	butte	0	Butte	Butte	0
95	Hag N 13	III_6_0026	Drulingen, Drulingen	7.18979, 48.8662	putte	putte	0	butte	butte	0	Butte	Butte	0
96	Co y 2	na	Jungholtz	7.1923, 47.88825	budda	na	999	butte	na	999	Butte	na	999
97	Co N14	III_15_0027	Bernweiler (Bernwiller), Bernweiler	7.19368, 47.69085	budda	budda	0	butte	butte	0	Butte	Butte	0
98	Co N13	III_15_0029	Enschingen (Saint-Bernard), Enschingen	7.20293, 47.67101	butta	butte	1	butte	butte	0	Butte	Butte	0
99	Co k 11	III_13_0027	Sulzbach (Soultzbach-Les-Bains), Sulzbach	7.20324, 48.03797	buta	butte	2	butte	butte	0	Butte	Butte	0
100	Co k 9	III_13_0014	Weier (Wihr-Au-Val), Weier im Tal	7.20558, 48.05217	bůdd	budd	1	butt	butt	0	Butte	Butte	0
101	Hag N 16	III_6_0028	Sieweiler (Siewiller), Sieweiler	7.20676, 48.84318	butten	buttä	2	butten	butte	1	Butte	Butte	0
102	Co y 4	III_14_0019	Wünheim, Wünheim	7.20969, 47.87406	butta	buta	1	butte	butte	0	Butte	Butte	0
103	Co y 5, Co y 13, Co y 14, Co y 13, 14	III_14_0027	Gebweiler (Guebwiller) , Gebweiler (Guebwiller), Gebweiler	7.21078, 47.9095	budda, butt, butta	budda	0	butt, butte	butte	0	Butte	Butte	0
104	Co U 6	III_16_0028	Karspach (Carspach), Karspach	7.21307, 47.61448	butta	budda	2	butte	butte	0	Butte	Butte	0
105	Co y 6	III_14_0021	Berrweiler (Berrwiller), Berrweiler	7.21533, 47.8484	butta	butt	1	butte	butt	1	Butte	Butte	0
106	Co N9	na	Ober- und Niederspechbach (Spechbach-Le-Haut)	7.2159, 47.68086	budă	na	999	butte	na	999	Butte	na	999
107	Co Ua 12	III_17_0012	Mooslargue, Moos	7.21833, 47.50939	butta	budda	2	butte	butte	0	Butte	Butte	0
108	Co r 2	III_13_0104	Osenbach, Osenbach	7.21903, 47.98623	butta	butt	1	butte	butt	1	Butte	Butte	0
109	Hag N 12	III_6_0023	Aßweiler (Asswiller), Assweiler	7.2198, 48.88035	budde	butte	2	butte	butte	0	Butte	Butte	0
110	Co Ua 6	III_17_0013	Bisel, Bisel	7.22032, 47.53456	budda	butta	2	butte	butte	0	Butte	Butte	0
111	Co k 8	III_13_0013	Walbach, Walbach	7.22416, 48.06257	butt	butta	1	butt	butte	1	Butte	Butte	0
112	Co N11	na	Galfingen (Galfingue)	7.22481, 47.70563	buddi	na	999	butte	na	999	Butte	na	999
113	Co N15	III_15_0021	Heimsbrunn, Heimsbrunn	7.22696, 47.72682	butte	butte	0	butte	butte	0	Butte	Butte	0
114	Co y 3	III_14_0022	Sulz (Soultz-Haut-Rhin), Sulz	7.22862, 47.88613	buttă	butta	1	butte	butte	0	Butte	Butte	0
115	Hag N 14	III_6_0030, III_6_0029	Ottweiler (Ottwiller), Ottweiler	7.23096, 48.86516	butt	butt, budde	0	butt	butt, butte	0	Butte	Butte	0
116	Co N2	na	Reinigen	7.2319, 47.74911	budda	na	999	butte	na	999	Butte	na	999
117	Co r 7/2	III_13_0106	Orschweier (Orschwihr), Orschweier	7.23248, 47.9323	budde	budde	0	butte	butte	0	Butte	Butte	0
118	Co r 8/1, Co r 8/2	III_13_0108	Sulzmatt (Soultzmatt), Sulzmatt	7.23437, 47.96595	budda, butt	butte	1	butt, butte	butte	0	Butte	Butte	0
119	Co r 7/1	III_13_0105	Bergholzzell, Orschweier (Bergholtzzell, Orschwihr), Bergholzzell	7.23501, 47.9292	butta	butta	0	butte	butte	0	Butte	Butte	0
120	Hag U 4	na	Büst (Bust)	7.2357, 48.82915	butten	na	999	butten	na	999	Butte	na	999
121	Co U 1	na	Heidweiler (Heidwiller)	7.23995, 47.6597	butt	na	999	butt	na	999	Butte	na	999
122	Co U 7/2, Co U 7/1	III_16_0029	Altkirch, Altkirch	7.24009, 47.62592	butta , butta	budde	3	butte	butte	0	Butte	Butte	0
123	Co Ua 1	III_17_0005	Heimersdorf, Heimersdorf	7.24206, 47.57224	budde	budde	0	butte	butte	0	Butte	Butte	0
124	Hag N 15	III_6_0031	Lohr, Lohr	7.24351, 48.85748	buttdde	budde	2	butte	butte	0	Butte	Butte	0
125	Hag N 5	III_6_0019	Tieffenbach, Tieffenbach	7.24987, 48.90483	būdde	butte	3	butte	butte	0	Butte	Butte	0
126	Co y 11	III_14_0029	Isenheim (Issenheim), Isenheim	7.25365, 47.90288	budd, budda	budde	1	butt, butte	butte	0	Butte	Butte	0
127	Hag N 6	III_6_0022	Strut (Struth), Strut	7.25475, 48.89009	butte	putte	1	butte	butte	0	Butte	Butte	0
128	Co U 13	na	Hisingen (Hirsingue)	7.25483, 47.58601	budda	na	999	butte	na	999	Butte	na	999
129	Co F4	III_14_0103	Staffelfelden, Staffelfelden	7.25504, 47.82648	bota	botta	1	botte	botte	0	Butte	Butte	0
130	Hag U 5	III_7_0032	Pfalzweier (-weyer), Pfalzweier	7.25813, 48.80543	butte	butte	0	butte	butte	0	Butte	Butte	0
131	Stra z 2	III_10_0086	Natzweiler, Natzweiler	7.25895, 48.43628	buddje	buddje	0	buttje	buttje	0	Butte	Butte	0
132	Co r 3	III_13_0110	Westhalten, Westhalten	7.2595, 47.95742	budda	budde	1	butte	butte	0	Butte	Butte	0
133	Co y 8	III_14_0023	Bollweiler (Bollwiller), Bollweiler	7.25961, 47.86006	butt	butta	1	butt	butte	1	Butte	Butte	0
134	Co c 1	III_12_0081	Kaysersberg, Kaysersberg	7.2617, 48.13853	bodd	bodda	1	bott	botte	1	Butte	Butte	0
135	Stra G 3	III_11_0009, III_11_0010	Meisengott (Maisonsgoutte), Meisengott	7.26349, 48.3533	butte	butt	1	butte	butt	1	Butte	Butte	0
136	Co U 4	na	Walheim	7.26432, 47.63975	butta	na	999	butte	na	999	Butte	na	999
137	Co N8/2, Co N8/1	III_15_0015	Illfurt (Illfurth), Illfurt	7.26494, 47.67073	butte, butta	butta	0	butte	butte	0	Butte	Butte	0
138	Co N3	III_15_0016	Niedermorschweiler (Morschwiller-Le-Bas), Niedermorschweiler	7.26699, 47.73596	budda	butta	2	butte	butte	0	Butte	Butte	0
139	Co N10	III_15_0025, III_15_0026	Frönigen, Fröningen	7.26801, 47.69023	butteͣ	butte, butta	1	butte	butte	0	Butte	Butte	0
140	Hag U 3	III_6_0033	Schönburg (Schoenbourg), Schönburg	7.26823, 48.83392	budde	butte	2	butte	butte	0	Butte	Butte	0
141	Hag N 7	III_6_0035	Petersbach, Petersbach	7.26874, 48.86912	butte	putt	2	butte	butt	1	Butte	Butte	0
142	Co Ua 13	III_17_0010	Köstlach (Kœstlach), Köstlach	7.27085, 47.5062	buddä	buddä	0	butte	butte	0	Butte	Butte	0
143	Co y 15	III_14_0026, III_14_0025	Feldkirch, Feldkirch	7.27197, 47.86504	butta	butta	0	butte	butte	0	Butte	Butte	0
144	Co c 6	III_12_0084	Niedermorschweiher, Niedermorschweiher	7.27596, 48.09972	butta	butte	1	butte	butte	0	Butte	Butte	0
145	Co k 5	III_13_0025, III_13_0024	Geberschweiher (Gueberschwihr), Geberschweier	7.27661, 48.00444	butt	budda, butt	0	butt	butt, butte	0	Butte	Butte	0
146	Co Ua 2	III_16_0036	Bettendorf, Bettendorf	7.27676, 47.58379	butte	butta	1	butte	butte	0	Butte	Butte	0
147	Co U 8	III_16_0030	Wittersdorf, Wittersdorf	7.27817, 47.62015	bude	buda	1	butte	butte	0	Butte	Butte	0
148	Co c 4	III_12_0085	Türkheim (Turckheim), Türkheim	7.27884, 48.0862	butte	budde	2	butte	butte	0	Butte	Butte	0
149	Hag N 3	III_6_0020	Frohmühl (Frohmuhl), Frohmühl	7.28007, 48.90754	butte	butte	0	butte	butte	0	Butte	Butte	0
150	Co k 7	III_13_0021	Häusern, Häusern	7.28067, 48.03226	butta	buta	1	butte	butte	0	Butte	Butte	0
151	Co N5	III_15_0018	Hochstatt, Hochstatt	7.28072, 47.70069	buttä	budde	3	butte	butte	0	Butte	Butte	0
152	Hag U 2	III_7_0034	Graufthal, Grauftal	7.28092, 48.81935	butte	budde	2	butte	butte	0	Butte	Butte	0
153	Co Ub 4	III_17_0064	Bendorf, Bendorf	7.2816, 47.48759	buda	buda	0	butte	butte	0	Butte	Butte	0
154	Stra U 2, Stra O 5	III_11_0082	Leberau (Lièpvre), klein Leberau (Lièpvre), Leberau	7.28169, 48.2709	butte, buttdä	butte	0	butte	butte	0	Butte	Butte	0
155	Co F6	III_14_0104	Lutterbach, Lutterbach	7.28171, 47.7605	butta	butta	0	butte	butte	0	Butte	Butte	0
156	Co y 10	III_14_0030	Rädersheim (Raedersheim), Rädersheim	7.28212, 47.88747	budda	butta	2	butte	butte	0	Butte	Butte	0
157	Co k 13	III_13_0017	Vöklinshofen (Voegtlinshoffen), Vöklinshofen	7.28224, 48.01954	butt, butta	butt	0	butt, butte	butt	0	Butte	Butte	0
158	Co c 12	III_12_0082	Ammerschweier, Ammerschweier	7.28484, 48.12465	budd	budda	1	butt	butte	1	Butte	Butte	0
159	Co c 5	III_12_0083	Katzenthal, Katzental	7.28497, 48.10796	butt	buddä	3	butt	butte	1	Butte	Butte	0
160	Stra G 7	na	Bassenberg (Bassemberg)	7.28546, 48.33566	budde	na	999	butte	na	999	Butte	na	999
161	Co Ua 7/1, Co Ua 7/2	na	Riespach	7.28623, 47.54132	budde, butte	na	999	butte	na	999	Butte	na	999
162	Co c 7	III_12_0080	Kientzheim, Kientzheim	7.28695, 48.13649	butt, butta	butt	0	butt, butte	butt	0	Butte	Butte	0
163	Co U 2	III_16_0023	Lümschweiler (Luemschwiller) und Tagolsheim, Tagolsheim	7.28747, 47.65547	buda	butta	2	butte	butte	0	Butte	Butte	0
164	Hag N 2	III_6_0021	Hinsburg (Hinsbourg), Hinsburg	7.28852, 48.90706	budde	butte	2	butte	butte	0	Butte	Butte	0
165	Stra G 4	III_11_0008	St. Martin (Saint-Martin), St. Martin	7.28942, 48.35047	budde	budda	1	butte	butte	0	Butte	Butte	0
166	Co r 10/1, Co r 10/2	III_13_0111	Pfaffenheim, Pfaffenheim	7.2903, 47.98827	butte, butta	butte	0	butte	butte	0	Butte	Butte	0
167	Co y 12	III_14_0032	Merxheim, Merxheim	7.29205, 47.91022	butta	butte	1	butte	butte	0	Butte	Butte	0
168	Stra G 2	III_11_0004, III_11_0003	Breitenbach, Breitenbach	7.2921, 48.36514	butte	butt	1	butte	butt	1	Butte	Butte	0
169	Co U 9	III_16_0031	Emlingen, Emlingen	7.29244, 47.62397	budda	budda	0	butte	butte	0	Butte	Butte	0
170	Co r 5	III_13_0112	Gundolsheim, Gundolsheim	7.2942, 47.92837	butte	budde	2	butte	butte	0	Butte	Butte	0
171	Co N6	III_15_0019	Zillisheim, Zillisheim	7.29485, 47.69387	budda	butta	2	butte	butte	0	Butte	Butte	0
172	Hag U 1	III_7_0033	Etschburg (Eschbourg), Eschburg	7.29591, 48.81267	budde	budde	0	butte	butte	0	Butte	Butte	0
173	Co r 1	na	Rufach (Rouffach)	7.29696, 47.95968	butt	na	999	butt	na	999	Butte	na	999
174	Stra s 3	III_10_0003	Mühlbach (Muhlbach-Sur-Bruche), Mühlbach	7.29709, 48.51659	bůdde	bŏdde	1	butte	botte	1	Butte	Butte	0
175	Co c 2	na	Reichenweier (Riquewhir)	7.29975, 48.16568	buda	na	999	butte	na	999	Butte	na	999
176	Co k 6	III_13_0023	Hattstatt, Hattstatt	7.30016, 48.0108	budde	budda	1	butte	butte	0	Butte	Butte	0
177	Co k 12	III_13_0022	Obermorschweier, Obermorschweier	7.30037, 48.01773	butt	butta	1	butt	butte	1	Butte	Butte	0
178	Co Ub 3/2, Co Ub 3/3, Co Ub 3/1	na	Altpfirt (Vieux-Ferrette), Altpfirt	7.30044, 47.50327	butta	na	999	butte	na	999	Butte	na	999
179	Co Ua 4	III_17_0007	Grenzingen, Grenzingen	7.30068, 47.56354	butta	butten	2	butte	butten	1	Butte	Butte	0
180	Stra l 1, Stra l 3	III_9_0005, III_9_0007	Engental, Engenthal, Engental-Windsburg, Engental	7.30153, 48.63467	bůdde, butt	budde	1	butt, butte	butte	0	Butte	Butte	0
181	Co y 7	III_14_0033	Pulversheim, Pulversheim	7.30181, 47.83432	budda	budda	0	butte	butte	0	Butte	Butte	0
182	Stra O 4	III_11_0086	Wanzel (La Vancelle), Wanzel	7.30201, 48.28406	butta	butta	0	butte	butte	0	Butte	Butte	0
183	Co U 10	III_16_0032	Tagsdorf, Tagsdorf	7.30232, 47.62138	butte	butte	0	butte	butte	0	Butte	Butte	0
184	Stra G 6	III_11_0007, III_11_0005	Weiler (Villé), Weiler, Weiler, ortsteil Erlenbach	7.30273, 48.34253	butt	butt, butta	0	butt	butt, butte	0	Butte	Butte	0
185	Co N4	III_15_0022	Didenheim, Didenheim	7.30295, 47.71749	būddaͤ	bůddaͤ	1	butte	butte	0	Butte	Butte	0
186	Co c 9	III_12_0079	Sigolsheim, Sigolsheim	7.3035, 48.13267	budda	buttä	3	butte	butte	0	Butte	Butte	0
187	Stra V 2, Stra V 3	III_12_0003	Glashütte, Tannenkirch (Thannenkirch), Tannenkirch	7.30397, 48.22949	butt, butte	butt	0	butt, butte	butt	0	Butte	Butte	0
188	Co y 9	III_14_0031	Ungersheim, Ungersheim	7.30418, 47.87789	butt	butta	1	butt	butte	1	Butte	Butte	0
189	Co k 14	III_13_0020	Egisheim, Egisheim	7.30455, 48.04168	butte	butta	1	butte	butte	0	Butte	Butte	0
190	Co k 4	III_13_0019	Wettolsheim, Wettolsheim	7.30629, 48.06133	butt	butta	1	butt	butte	1	Butte	Butte	0
191	Co c 10	III_12_0086	Ingersheim, Ingersheim	7.30725, 48.0936	buda	butte	3	butte	butte	0	Butte	Butte	0
192	Stra l 2	na	Wangenburg	7.30732, 48.6228	budde	na	999	butte	na	999	Butte	na	999
193	Co Ub 5	III_17_0066	Lüxdorf (Ligsdorf), Lüxdorf	7.3091, 47.47235	butta	buda	2	butte	butte	0	Butte	Butte	0
