	Fragebogen_maurer	Fragebogen_DWA	Ort	Koordinaten	item_maurer	item_DWA	Levenshtein_item	phontype_maurer	phontype_DWA	Levenshtein_phontype	lextype_maurer	lextype_DWA	Levenshtein_lextype
0	TÜB p5	na	Waldulm	8.10478, 48.58093	kitzelkern	na	999	kitzelkern	na	999	Kitzelkern	na	999
1	na	III_9_0101	Kappelrodeck	8.11791, 48.59087	na	kitzelkern	999	na	kitzelkern	999	na	Kitzelkern	999
