	Fragebogen_maurer	Fragebogen_DWA	Ort	Koordinaten	item_maurer	item_maurer_align	item_DWA	item_DWA_align	Levenshtein_item
205	TUTT y7	III_35_0001	Mundelfingen, Mundelfingen	8.46432, 47.8676	flieg	f l ie g	flüg	f l ü g	2
206	TUTT c7	III_32_0008	Obereschach, Obereschach	8.46928, 48.10596	flieg	f l ie g	fliege	f l ie g e	1
207	TUTT r1	III_34_0014	Grüningen, Grüningen	8.47107, 47.98253	fliägä	f l i ä g ä	fliegä	f l ie g ä	1
208	TUTT r9	III_34_0005	Aufen, Aufen	8.47258, 47.964	fliége	f l i é g e	fligä	f l i g ä	2
209	TUTT y6	III_35_0008	Achdorf-Aselfingen, Achdorf	8.48733, 47.84	fliäge	f l i ä g e	fliege	f l ie g e	1
210	TUTT y8	III_35_0007	Hausen vor Wald, Hausen	8.49054, 47.89134	flīg	f l ī g	fliege	f l ie g e	3
211	TUTT F9	III_36_0004	Grimmelshofen, Grimmelshofen	8.49573, 47.78613	flǖge	f l ü ̄ g e	flüge	f l ü g e	1
212	TUTT F10	III_36_0013	Blumegg, Blumegg	8.49815, 47.80904	fliĕge	f l i ĕ g e	fliege	f l ie g e	1
213	TUTT s6	III_34_0019	Donaueschingen-Allmendshofen, Donaueschingen-Allmendshofen	8.50063, 47.9405	flieg	f l ie g	fliege	f l ie g e	1
214	TUTT d3	III_32_0118	Weilersbach, Weilersbach	8.50084, 48.09608	flig	f l i g	flieg	f l ie g	1
215	TUTT z4	III_35_0012	Behla, Behla	8.51475, 47.89489	flieg	f l ie g	fliege	f l ie g e	1
216	TUTT l2	III_33_0017, III_33_0018, III_33_0016	Bad Dürrheim, Bad Dürrheim	8.53214, 48.01807	fliege	f l ie g e	flieg	f l ie g	1
217	TUTT z3	III_35_0015, III_35_0013, III_35_0014	Sumpfohren, Sumpfohren	8.53796, 47.90851	fliege	f l ie g e	fliag	f l i a g	2
218	TUTT z6	III_35_0017	Riedböhringen, Riedböhringen	8.53811, 47.87011	fliäge	f l i ä g e	fliëg	f l i ë g	2
219	TUTT s7	III_34_0023	Aasen, Aasen	8.5512, 47.98	fliägä	f l i ä g ä	fliäg	f l i ä g	1
220	TUTT z5	III_35_0016	Fürstenberg, Fürstenberg	8.55367, 47.89124	fliege	f l ie g e	flieg	f l ie g	1
221	TUTT G2/2, TUTT G2/1	III_36_0019	Epfenhofen, Epfenhofen	8.55432, 47.81867	fliega	f l ie g a	fliga	f l i g a	1
222	TUTT V3	III_38_0019, III_38_0018	Lottstetten, Lottstetten	8.56963, 47.62576	flǖge	f l ü ̄ g e	flüge	f l ü g e	1
223	TUTT z9	III_35_0021	Riedöschingen, Riedöschingen	8.6077, 47.84306	fliëge	f l i ë g e	fliega	f l ie g a	2
224	TUTT G3	III_36_0025	Kommingen, Kommingen	8.61478, 47.81599	fliege	f l ie g e	fliige	f l ii g e	1
225	TUTT G7	III_36_0024	Wiechs a. R., Wiechs	8.64153, 47.78137	flüge	f l ü g e	fliege	f l ie g e	2
226	TUTT G6	III_36_0020	Tengen, Tengen	8.66036, 47.81721	flieg	f l ie g	fliege	f l ie g e	1
227	TUTT J2 /2	III_36_0036, III_36_0037, III_36_0038	Schlatt (am Randen), Schlatt	8.70119, 47.76891	flüga	f l ü g a	flüge	f l ü g e	1
228	TUTT H9	III_36_0035	Weil, Weil	8.7018, 47.81859	fliege	f l ie g e	fliega	f l ie g a	1
229	TUTT t5	III_34_0038	Zimmern, Zimmern	8.71521, 47.94848	fliege	f l ie g e	fliga	f l i g a	2
230	TUTT A3	III_35_0026	Stetten (bei Engen), Stetten	8.71683, 47.87248	fliege	f l ie g e	flieg	f l ie g	1
231	TUTT A4	III_35_0028	Zimmerholz, Zimmerholz	8.74175, 47.86811	flig	f l i g	fliig	f l ii g	1
232	TUTT t3	III_34_0029, III_34_0031, III_34_0030	Möhringen, Möhringen	8.75916, 47.96779	fliēg	f l i ē g	fliig	f l ii g	1
233	TUTT A8	III_35_0029	Anselfingen, Anselfingen	8.76516, 47.84558	fliege	f l ie g e	fliêge	f l i ê g e	1
234	TUTT A9	III_35_0030, III_35_0031	Neuhausen (b. Engen), Neuhausen	8.77423, 47.8379	fliege	f l ie g e	fliəg	f l i ə g	2
235	TUTT P4	III_37_0016	Gotttmadingen, Gottmadingen	8.77716, 47.73498	fliag	f l i a g	fliege	f l ie g e	2
236	TUTT t6	III_34_0042	Hattingen, Hattingen	8.78447, 47.92082	flieg	f l ie g	fliige	f l ii g e	2
237	TUTT H1	III_36_0030	Ehingen, Ehingen	8.80075, 47.82351	flieg	f l ie g	fliege	f l ie g e	1
238	TUTT A6	III_35_0035	Bittelbrunn (Aach), Bittelbrunn	8.81087, 47.86719	pflïege	p f l ï e g e	flieg	f l ie g	3
239	TUTT A5	III_35_0036	Biesendorf, Biesendorf	8.81255, 47.91175	flieg	f l ie g	fliega	f l ie g a	1
240	TUTT J4	III_36_0150	Singen, Singen	8.83317, 47.76378	flüge	f l ü g e	fliege	f l ie g e	2
241	TUTT J2 /1	III_36_0052	Schlatt (unter Krähen), Schlatt	8.83529, 47.80435	flīg	f l ī g	flieg	f l ie g	2
242	TUTT u5	III_34_0119	Emmingen, Emmingen	8.85302, 47.92883	flëig	f l ë i g	fleig	f l ei g	1
