	Fragebogen_maurer	Fragebogen_DWA	Ort	Koordinaten	item_maurer	item_DWA	Levenshtein_item	phontype_maurer	phontype_DWA	Levenshtein_phontype	lextype_maurer	lextype_DWA	Levenshtein_lextype
0	na	III_21_0024	Rinklingen	8.6832, 49.03485	na	hewammbäsle	999	na	hewammbäsle	999	na	Hebammbäsle	999
