	Fragebogen_maurer	Fragebogen_DWA	Ort	Koordinaten	item_maurer	item_maurer_align	item_DWA	item_DWA_align	Levenshtein_item
0	Co M2	III_15_0001	Obersulzbach Kreis Tann (Soppe-Le-Haut), Obersulzbach <Morzweiler> Morzweiler steht nur auf S.1	7.05724, 47.73372	schtupfnodla	sch t u p f n o d l a	stupfnodel	s t u p f n o d e l	4
1	Hag N 14	III_6_0030, III_6_0029	Ottweiler (Ottwiller), Ottweiler	7.23096, 48.86516	stoppnōdel	s t o pp n ō d e l	stopnodel	s t o p n o d e l	2
2	Co N4	III_15_0022	Didenheim, Didenheim	7.30295, 47.71749	stōpfnōdlaͤ	s t ō p f n ō d l a ͤ	stůpfno̊dlaͤ	s t ů p f n o ̊ d l a ͤ	3
