Fragebogen_Maurer	Fragebogen_DWA	Ort	LONG	LAT	Lehrer_übereinstimmend	Lehrer_Einsender	Lehrer_Beantworter	maurer_org_ameise	dwa_org_ameise	Levenshtein_org_ameise	maurer_item_ameise	dwa_item_ameise	Levenshtein_item_ameise	z_score_item_ameise	maurer_phontype_ameise	dwa_phontype_ameise	Levenshtein_phontype_ameise	z_score_phontype_ameise	maurer_lextype_ameise	dwa_lextype_ameise	Levenshtein_lextype_ameise	z_score_lextype_ameise	maurer_org_begräbnis	dwa_org_begräbnis	Levenshtein_org_begräbnis	maurer_item_begräbnis	dwa_item_begräbnis	Levenshtein_item_begräbnis	z_score_item_begräbnis	maurer_phontype_begräbnis	dwa_phontype_begräbnis	Levenshtein_phontype_begräbnis	z_score_phontype_begräbnis	maurer_lextype_begräbnis	dwa_lextype_begräbnis	Levenshtein_lextype_begräbnis	z_score_lextype_begräbnis	maurer_org_deichsel	dwa_org_deichsel	Levenshtein_org_deichsel	maurer_item_deichsel	dwa_item_deichsel	Levenshtein_item_deichsel	z_score_item_deichsel	maurer_phontype_deichsel	dwa_phontype_deichsel	Levenshtein_phontype_deichsel	z_score_phontype_deichsel	maurer_lextype_deichsel	dwa_lextype_deichsel	Levenshtein_lextype_deichsel	z_score_lextype_deichsel	maurer_org_elster	dwa_org_elster	Levenshtein_org_elster	maurer_item_elster	dwa_item_elster	Levenshtein_item_elster	z_score_item_elster	maurer_phontype_elster	dwa_phontype_elster	Levenshtein_phontype_elster	z_score_phontype_elster	maurer_lextype_elster	dwa_lextype_elster	Levenshtein_lextype_elster	z_score_lextype_elster	maurer_org_fledermaus	dwa_org_fledermaus	Levenshtein_org_fledermaus	maurer_item_fledermaus	dwa_item_fledermaus	Levenshtein_item_fledermaus	z_score_item_fledermaus	maurer_phontype_fledermaus	dwa_phontype_fledermaus	Levenshtein_phontype_fledermaus	z_score_phontype_fledermaus	maurer_lextype_fledermaus	dwa_lextype_fledermaus	Levenshtein_lextype_fledermaus	z_score_lextype_fledermaus	maurer_org_gurke	dwa_org_gurke	Levenshtein_org_gurke	maurer_item_gurke	dwa_item_gurke	Levenshtein_item_gurke	z_score_item_gurke	maurer_phontype_gurke	dwa_phontype_gurke	Levenshtein_phontype_gurke	z_score_phontype_gurke	maurer_lextype_gurke	dwa_lextype_gurke	Levenshtein_lextype_gurke	z_score_lextype_gurke	maurer_org_hagebutte	dwa_org_hagebutte	Levenshtein_org_hagebutte	maurer_item_hagebutte	dwa_item_hagebutte	Levenshtein_item_hagebutte	z_score_item_hagebutte	maurer_phontype_hagebutte	dwa_phontype_hagebutte	Levenshtein_phontype_hagebutte	z_score_phontype_hagebutte	maurer_lextype_hagebutte	dwa_lextype_hagebutte	Levenshtein_lextype_hagebutte	z_score_lextype_hagebutte	maurer_org_hebamme	dwa_org_hebamme	Levenshtein_org_hebamme	maurer_item_hebamme	dwa_item_hebamme	Levenshtein_item_hebamme	z_score_item_hebamme	maurer_phontype_hebamme	dwa_phontype_hebamme	Levenshtein_phontype_hebamme	z_score_phontype_hebamme	maurer_lextype_hebamme	dwa_lextype_hebamme	Levenshtein_lextype_hebamme	z_score_lextype_hebamme	maurer_org_kartoffel	dwa_org_kartoffel	Levenshtein_org_kartoffel	maurer_item_kartoffel	dwa_item_kartoffel	Levenshtein_item_kartoffel	z_score_item_kartoffel	maurer_phontype_kartoffel	dwa_phontype_kartoffel	Levenshtein_phontype_kartoffel	z_score_phontype_kartoffel	maurer_lextype_kartoffel	dwa_lextype_kartoffel	Levenshtein_lextype_kartoffel	z_score_lextype_kartoffel	maurer_org_maulwurf	dwa_org_maulwurf	Levenshtein_org_maulwurf	maurer_item_maulwurf	dwa_item_maulwurf	Levenshtein_item_maulwurf	z_score_item_maulwurf	maurer_phontype_maulwurf	dwa_phontype_maulwurf	Levenshtein_phontype_maulwurf	z_score_phontype_maulwurf	maurer_lextype_maulwurf	dwa_lextype_maulwurf	Levenshtein_lextype_maulwurf	z_score_lextype_maulwurf	maurer_org_pflaume	dwa_org_pflaume	Levenshtein_org_pflaume	maurer_item_pflaume	dwa_item_pflaume	Levenshtein_item_pflaume	z_score_item_pflaume	maurer_phontype_pflaume	dwa_phontype_pflaume	Levenshtein_phontype_pflaume	z_score_phontype_pflaume	maurer_lextype_pflaume	dwa_lextype_pflaume	Levenshtein_lextype_pflaume	z_score_lextype_pflaume	maurer_org_stecknadel	dwa_org_stecknadel	Levenshtein_org_stecknadel	maurer_item_stecknadel	dwa_item_stecknadel	Levenshtein_item_stecknadel	z_score_item_stecknadel	maurer_phontype_stecknadel	dwa_phontype_stecknadel	Levenshtein_phontype_stecknadel	z_score_phontype_stecknadel	maurer_lextype_stecknadel	dwa_lextype_stecknadel	Levenshtein_lextype_stecknadel	z_score_lextype_stecknadel	maurer_org_ziege	dwa_org_ziege	Levenshtein_org_ziege	maurer_item_ziege	dwa_item_ziege	Levenshtein_item_ziege	z_score_item_ziege	maurer_phontype_ziege	dwa_phontype_ziege	Levenshtein_phontype_ziege	z_score_phontype_ziege	maurer_lextype_ziege	dwa_lextype_ziege	Levenshtein_lextype_ziege	z_score_lextype_ziege	maurer_org_zimmerfliege	dwa_org_zimmerfliege	Levenshtein_org_zimmerfliege	maurer_item_zimmerfliege	dwa_item_zimmerfliege	Levenshtein_item_zimmerfliege	z_score_item_zimmerfliege	maurer_phontype_zimmerfliege	dwa_phontype_zimmerfliege	Levenshtein_phontype_zimmerfliege	z_score_phontype_zimmerfliege	maurer_lextype_zimmerfliege	dwa_lextype_zimmerfliege	Levenshtein_lextype_zimmerfliege	z_score_lextype_zimmerfliege
Co D6	III_14_0081	Sewen	6.90688	47.80694	ja	ja	ja	åmeisa	Åmeise (w)	7	åmeisa	åmeise	1	-0.25251144499813616	ameise	ameise	0	-0.5955950302609602	Ameise	Ameise	0	-0.48323353219796433	Licht, Vergräbnis	Liecht (e), Vergräbnis (w)	4	licht, vergräbnis	vergräbnis, liecht	0	-0.7815579410052661	licht, vergräbnis	vergräbnis, licht	0	-0.5955950302609602	Li(e)cht, Vergräbnis	Vergräbnis, Li(e)cht	0	-0.48323353219796433	dr Dissel	Dissel (m)	7	dissel	dissel	0	-0.7815579410052661	disl	disl	0	-0.5955950302609602	Deichsel	Deichsel	0	-0.48323353219796433	die Agerschta	Agerschte (w)	9	agerschta	agerschte	1	-0.25251144499813616	agerschte	agerschte	0	-0.5955950302609602	Agerst	Agerst	0	-0.48323353219796433	Die Fladdermüß	Fladermüß (w)	9	fladdermüß	fladermüß	1	-0.25251144499813616	fladermüs	fladermüs	0	-0.5955950302609602	Fledermaus	Fledermaus	0	-0.48323353219796433	Gogummera	Gugummer (e, w)	4	gogummera	gugummer	2	0.27653505100899384	gagummere	gugummer	2	0.4650288411235568	Gugummer	Gugummer	0	-0.48323353219796433	die Butte	Butte (w)	8	butte	butte	0	-0.7815579410052661	butte	butte	0	-0.5955950302609602	Butte	Butte	0	-0.48323353219796433	Héwåmm, Puppelefråi	Hewåmm (d'), Puppelefråi (d')	7	puppelefråi, héwåmm	puppelefråi, hewåmm	0	-0.7815579410052661	bubbelefräu, hewamm	bubbelefräu, hewamm	0	-0.5955950302609602	Bubbelefräu, Hebamme	Bubbelefräu, Hebamme	0	-0.48323353219796433	Ardäpfel	Ardäpfel (m), Hardäpfel (m)	4	ardäpfel	hardäpfel, ardäpfel	0	-0.7815579410052661	ardäpfel	hardäpfel, ardäpfel	0	-0.5955950302609602	Erdäpfel	Erdäpfel, Erdäpfel	0	-0.48323353219796433	Schōrmüß	Scharrmüß (w)	6	schōrmüß	scharrmüß	2	0.27653505100899384	scharmüs	scharmüs	0	-0.5955950302609602	Schärmaus	Schärmaus	0	-0.48323353219796433	Pflǖma	Pflüme	2	pflǖma	pflüme	2	0.27653505100899384	pflüme	pflüme	0	-0.5955950302609602	Pflaume	Pflaume	0	-0.48323353219796433	Gōfe	Gufe (e, w)	4	gōfe	gufe	1	-0.25251144499813616	gofe	gufe	1	-0.06528309456870167	Glufe	Glufe	0	-0.48323353219796433	die Gaiß	Gaiß (e)	7	gaiß	gaiß	0	-0.7815579410052661	geis	geis	0	-0.5955950302609602	Geiß	Geiß	0	-0.48323353219796433	die Mugga	Mucke (w)	9	mugga	mucke	3	0.8055815470161238	muke	muke	0	-0.5955950302609602	Mücke	Mücke	0	-0.48323353219796433
Co D1	III_14_0082	Dollern	6.93211	47.80559	ja	ja	ja	Ōmeisa	Omeisa	1	ōmeisa	omeisa	1	-0.25251144499813616	ameise	ameise	0	-0.5955950302609602	Ameise	Ameise	0	-0.48323353219796433	z'grabta geh-Vergräbnis	Vergräbnis	13	vergräbnis, grabta	vergräbnis	0	-0.7815579410052661	vergräbnis, grabde	vergräbnis	0	-0.5955950302609602	Vergräbnis, z' Grabede	Vergräbnis	0	-0.48323353219796433	Dīssel	Dissel	1	dīssel	dissel	1	-0.25251144499813616	disl	disl	0	-0.5955950302609602	Deichsel	Deichsel	0	-0.48323353219796433	Elschter	Elschter	0	elschter	elschter	0	-0.7815579410052661	elschter	elschter	0	-0.5955950302609602	Elster	Elster	0	-0.48323353219796433	Fladdermüs	Fladdermüs	0	fladdermüs	fladdermüs	0	-0.7815579410052661	fladermüs	fladermüs	0	-0.5955950302609602	Fledermaus	Fledermaus	0	-0.48323353219796433	Gagūmmera	Gagumara	3	gagūmmera	gagumara	3	0.8055815470161238	gagummere	gagummere	0	-0.5955950302609602	Gugummer	Gugummer	0	-0.48323353219796433	Budda	Budda	0	budda	budda	0	-0.7815579410052661	butte	butte	0	-0.5955950302609602	Butte	Butte	0	-0.48323353219796433	Hewamm	Hewann	2	hewamm	hewann	2	0.27653505100899384	hewamm	hewann	2	0.4650288411235568	Hebamme	Hebamme	0	-0.48323353219796433	Hārdäpfel	Hardäpfel	1	hārdäpfel	hardäpfel	1	-0.25251144499813616	hardäpfel	hardäpfel	0	-0.5955950302609602	Erdäpfel	Erdäpfel	0	-0.48323353219796433	Schōrmüss	Schormüss	1	schōrmüss	schormüss	1	-0.25251144499813616	scharmüs	scharmüs	0	-0.5955950302609602	Schärmaus	Schärmaus	0	-0.48323353219796433	Pflīemala	Pflüma	4	pflīemala	pflüma	4	1.3346280430232536	pfliemla	pflüme	4	1.5256527125080737	Pfläumle	Pflaume	2	0.5769759340730267	Gūffa	Guffa	1	gūffa	guffa	1	-0.25251144499813616	gufe	gufe	0	-0.5955950302609602	Glufe	Glufe	0	-0.48323353219796433	Gais	Geis	1	gais	geis	1	-0.25251144499813616	geis	geis	0	-0.5955950302609602	Geiß	Geiß	0	-0.48323353219796433	Mucka	Mucka	0	mucka	mucka	0	-0.7815579410052661	muke	muke	0	-0.5955950302609602	Mücke	Mücke	0	-0.48323353219796433
Co D2	III_14_0083	Oberbruck	6.94324	47.80838	ja	ja	nein	åmeise	Ameise	1	åmeise	ameise	1	-0.25251144499813616	ameise	ameise	0	-0.5955950302609602	Ameise	Ameise	0	-0.48323353219796433	Lïchd	Licht	2	lïchd	licht	2	0.27653505100899384	licht	licht	0	-0.5955950302609602	Li(e)cht	Li(e)cht	0	-0.48323353219796433	Dīssl	Dissel	2	dīssl	dissel	2	0.27653505100899384	disl	disl	0	-0.5955950302609602	Deichsel	Deichsel	0	-0.48323353219796433	Agerschde	Agers[t]e	3	agerschde	agerste	3	0.8055815470161238	agerschte	agerschte	0	-0.5955950302609602	Agerst	Agerst	0	-0.48323353219796433	Fladermus	Flädermus	1	fladermus	flädermus	1	-0.25251144499813616	fladermus	fledermus	1	-0.06528309456870167	Fledermaus	Fledermaus	0	-0.48323353219796433	Gogomera	Gugummere	4	gogomera	gugummere	4	1.3346280430232536	gagommere	gugummere	2	0.4650288411235568	Gugummer	Gugummer	0	-0.48323353219796433	Bodde	Butte	3	bodde	butte	3	0.8055815470161238	botte	butte	1	-0.06528309456870167	Butte	Butte	0	-0.48323353219796433	Häwåmm	na	999	häwåmm	na	999	527.7358915701176	hewamm	na	999	529.1860287263053	Hebamme	na	999	529.091394870162	Hardäpfel	Herdäpfel	1	hardäpfel	herdäpfel	1	-0.25251144499813616	hardäpfel	herdäpfel	1	-0.06528309456870167	Erdäpfel	Erdäpfel	0	-0.48323353219796433	Schormǖs	Scharmaus	3	schormǖs	scharmaus	3	0.8055815470161238	scharmüs	scharmaus	2	0.4650288411235568	Schärmaus	Schärmaus	0	-0.48323353219796433	Pflüme	Pflumme	2	pflüme	pflumme	2	0.27653505100899384	pflüme	pflume	1	-0.06528309456870167	Pflaume	Pflaume	0	-0.48323353219796433	Gūfa	Gufe	2	gūfa	gufe	2	0.27653505100899384	gufe	gufe	0	-0.5955950302609602	Glufe	Glufe	0	-0.48323353219796433	Gais	Gais	0	gais	gais	0	-0.7815579410052661	geis	geis	0	-0.5955950302609602	Geiß	Geiß	0	-0.48323353219796433	Mugga	Mucker	4	mugga	mucker	4	1.3346280430232536	muke	muker	1	-0.06528309456870167	Mücke	Mücke	0	-0.48323353219796433
Co D3	III_14_0080	Rimbach	6.9473	47.82212	ja	ja	nein	d' Ameisa	Ameise	4	ameisa	ameise	1	-0.25251144499813616	ameise	ameise	0	-0.5955950302609602	Ameise	Ameise	0	-0.48323353219796433	Bagrabnis	Begräbnis	2	bagrabnis	begräbnis	2	0.27653505100899384	begrabnis	begräbnis	1	-0.06528309456870167	Begräbnis	Begräbnis	0	-0.48323353219796433	D'r Dissel	Deichsel	6	dissel	deichsel	3	0.8055815470161238	disl	deigsl	2	0.4650288411235568	Deichsel	Deichsel	0	-0.48323353219796433	d'Agersta	Elster	7	agersta	elster	5	1.8636745390303837	agerschte	elschter	4	1.5256527125080737	Agerst	Elster	6	2.697394866615009	d' Fladermüs	Fledermaus	6	fladermüs	fledermaus	3	0.8055815470161238	fladermüs	fledermaus	3	0.9953407768158152	Fledermaus	Fledermaus	0	-0.48323353219796433	Gugummarů	Gagummere	3	gugummarů	gagummere	3	0.8055815470161238	gugummere	gagummere	1	-0.06528309456870167	Gugummer	Gugummer	0	-0.48323353219796433	d'Butta	Butte	3	butta	butte	1	-0.25251144499813616	butte	butte	0	-0.5955950302609602	Butte	Butte	0	-0.48323353219796433	Hewamm	Hebamme	2	hewamm	hebamme	2	0.27653505100899384	hewamm	hebamme	2	0.4650288411235568	Hebamme	Hebamme	0	-0.48323353219796433	Ardäpfel	Erdäpfel	1	ardäpfel	erdäpfel	1	-0.25251144499813616	ardäpfel	erdäpfel	1	-0.06528309456870167	Erdäpfel	Erdäpfel	0	-0.48323353219796433	Mülwarfer	Schormaus	9	mülwarfer	schormaus	9	3.9798605230589037	mülwarfer	scharmaus	8	3.6469004552771076	Maulwerfer	Schärmaus	10	4.8178137991569905	Pflüma	Pflaume	3	pflüma	pflaume	3	0.8055815470161238	pflüme	pflaume	2	0.4650288411235568	Pflaume	Pflaume	0	-0.48323353219796433	Guf, Gof	[G]ufe	3	gof, guf	gufe	1	-0.25251144499813616	gof, guf	gufe	1	-0.06528309456870167	Glufe, Glufe	Glufe	0	-0.48323353219796433	d'Geiß	Geiß	2	geiß	geiß	0	-0.7815579410052661	geis	geis	0	-0.5955950302609602	Geiß	Geiß	0	-0.48323353219796433	d' Mucka	Mucke	4	mucka	mucke	1	-0.25251144499813616	muke	muke	0	-0.5955950302609602	Mücke	Mücke	0	-0.48323353219796433
Co w 5	III_14_0001	Urbis	6.95521	47.88255	ja	ja	ja	Ameis	Ameise (w) (a fast wie o)	20	ameis	ameise	1	-0.25251144499813616	ameise	ameise	0	-0.5955950302609602	Ameise	Ameise	0	-0.48323353219796433	Liacht	Liecht (w)	5	liacht	liecht	1	-0.25251144499813616	licht	licht	0	-0.5955950302609602	Li(e)cht	Li(e)cht	0	-0.48323353219796433	Dissel	Dissel (w)	4	dissel	dissel	0	-0.7815579410052661	disl	disl	0	-0.5955950302609602	Deichsel	Deichsel	0	-0.48323353219796433	Ägerschte	Agaschte (w)	7	ägerschte	agaschte	3	0.8055815470161238	ägerschte	agerschte	1	-0.06528309456870167	Agerst	Agerst	0	-0.48323353219796433	Fladdemus	Fladdermus (w)	5	fladdemus	fladdermus	1	-0.25251144499813616	fladermus	fladermus	0	-0.5955950302609602	Fledermaus	Fledermaus	0	-0.48323353219796433	Gugummer	Gugumma (w)	5	gugummer	gugumma	2	0.27653505100899384	gugummer	gugummer	0	-0.5955950302609602	Gugummer	Gugummer	0	-0.48323353219796433	Hagebutt	Budde (w)	8	hagebutt	budde	7	2.921767531044644	hagebutt	butte	5	2.0559646482003324	Hagebutte	Butte	5	2.1672901334795136	Hewamm	Hewamm (w)	4	hewamm	hewamm	0	-0.7815579410052661	hewamm	hewamm	0	-0.5955950302609602	Hebamme	Hebamme	0	-0.48323353219796433	Hardäpfel	Hardäpfel (m)	4	hardäpfel	hardäpfel	0	-0.7815579410052661	hardäpfel	hardäpfel	0	-0.5955950302609602	Erdäpfel	Erdäpfel	0	-0.48323353219796433	Scharrmus	Scharmüss (w)	7	scharrmus	scharmüss	3	0.8055815470161238	scharmus	scharmüs	1	-0.06528309456870167	Schärmaus	Schärmaus	0	-0.48323353219796433	Pflum	Pflüm (w)	5	pflum	pflüm	1	-0.25251144499813616	pflum	pflüm	1	-0.06528309456870167	Pflaume	Pflaume	0	-0.48323353219796433	Guf	Guff (w)	5	guf	guff	1	-0.25251144499813616	guf	guf	0	-0.5955950302609602	Glufe	Glufe	0	-0.48323353219796433	Geiß	Geiss	2	geiß	geiss	2	0.27653505100899384	geis	geis	0	-0.5955950302609602	Geiß	Geiß	0	-0.48323353219796433	Mugge	Muck (w)	6	mugge	muck	3	0.8055815470161238	muke	muk	1	-0.06528309456870167	Mücke	Mücke	0	-0.48323353219796433
Co w 4	III_14_0003	Mollau	6.97488	47.87245	ja	ja	nein	Ameis	Ameise	1	ameis	ameise	1	-0.25251144499813616	ameise	ameise	0	-0.5955950302609602	Ameise	Ameise	0	-0.48323353219796433	z'grabde, Lichd	Licht	1	lichd, grabde	licht	1	-0.25251144499813616	licht, grabde	licht	0	-0.5955950302609602	Li(e)cht, z' Grabede	Li(e)cht	0	-0.48323353219796433	der Dissel	Dissel	4	dissel	dissel	0	-0.7815579410052661	disl	disl	0	-0.5955950302609602	Deichsel	Deichsel	0	-0.48323353219796433	die Elschder	na	999	elschder	na	999	527.7358915701176	elschter	na	999	529.1860287263053	Elster	na	999	529.091394870162	die Fläddermus	Flädermus	5	fläddermus	flädermus	1	-0.25251144499813616	fledermus	fledermus	0	-0.5955950302609602	Fledermaus	Fledermaus	0	-0.48323353219796433	Gugumär	Gugumere	2	gugumär	gugumere	2	0.27653505100899384	gugummer	gugummere	1	-0.06528309456870167	Gugummer	Gugummer	0	-0.48323353219796433	die Buddä	Budde	5	buddä	budde	1	-0.25251144499813616	butte	butte	0	-0.5955950302609602	Butte	Butte	0	-0.48323353219796433	Bubbelfräu	Hebamm	9	bubbelfräu	hebamm	9	3.9798605230589037	bubbelfräu	hebamm	9	4.177212390969366	Bubbelefräu	Hebamme	9	4.287709066021495	Härdepfel	Härdepfel	0	härdepfel	härdepfel	0	-0.7815579410052661	herdäpfel	herdäpfel	0	-0.5955950302609602	Erdäpfel	Erdäpfel	0	-0.48323353219796433	Schärrmuss	Schermus	3	schärrmuss	schermus	3	0.8055815470161238	schärmus	schermus	1	-0.06528309456870167	Schärmaus	Schärmaus	0	-0.48323353219796433	Bflumä	Pflume	2	bflumä	pflume	2	0.27653505100899384	pflume	pflume	0	-0.5955950302609602	Pflaume	Pflaume	0	-0.48323353219796433	Gīfelä	Giefele	3	gīfelä	giefele	3	0.8055815470161238	gifele	gifele	0	-0.5955950302609602	Glifle	Glifle	0	-0.48323353219796433	die Gais	Gais	4	gais	gais	0	-0.7815579410052661	geis	geis	0	-0.5955950302609602	Geiß	Geiß	0	-0.48323353219796433	die Muggä	Muck	7	muggä	muck	3	0.8055815470161238	muke	muk	1	-0.06528309456870167	Mücke	Mücke	0	-0.48323353219796433
Co w 2	III_14_0005	Felleringen	6.98613	47.89621	ja	ja	ja	d' Omeis, d' Ameis	Ameis, Omeis (w)	3	omeis, ameis	omeis, ameis	0	-0.7815579410052661	ameise, ameise	ameise, ameise	0	-0.5955950302609602	Ameise, Ameise	Ameise, Ameise	0	-0.48323353219796433	Licht, Begräbnis	Begräbnis (s), Lichd (w)	4	licht, begräbnis	lichd, begräbnis	0	-0.7815579410052661	licht, begräbnis	licht, begräbnis	0	-0.5955950302609602	Li(e)cht, Begräbnis	Li(e)cht, Begräbnis	0	-0.48323353219796433	Dissel	Dissel (w)	4	dissel	dissel	0	-0.7815579410052661	disl	disl	0	-0.5955950302609602	Deichsel	Deichsel	0	-0.48323353219796433	d'Elschter, dr Agerscht	Agerscht (m)	7	agerscht, elschter	agerscht	0	-0.7815579410052661	agerscht, elschter	agerscht	0	-0.5955950302609602	Agerst, Elster	Agerst	0	-0.48323353219796433	D'Fladdermus	Fladdermüs (w)	7	fladdermus	fladdermüs	1	-0.25251144499813616	fladermus	fladermüs	1	-0.06528309456870167	Fledermaus	Fledermaus	0	-0.48323353219796433	Gugumer	Gugumra (w)	6	gugumer	gugumra	2	0.27653505100899384	gugummer	gugummere	1	-0.06528309456870167	Gugummer	Gugummer	0	-0.48323353219796433	d'Budda	Budda, Hagabudda (w)	2	budda	hagabudda, budda	0	-0.7815579410052661	butte	hagebutte, butte	0	-0.5955950302609602	Butte	Hagebutte, Butte	0	-0.48323353219796433	Hewamm	Hewamm, Bubbelfrauj (w)	0	hewamm	hewamm, bubbelfrauj	0	-0.7815579410052661	hewamm	hewamm, bubbelfräu	0	-0.5955950302609602	Hebamme	Hebamme, Bubbelefräu	0	-0.48323353219796433	Hardepfel	Hardepfel (m)	4	hardepfel	hardepfel	0	-0.7815579410052661	hardäpfel	hardäpfel	0	-0.5955950302609602	Erdäpfel	Erdäpfel	0	-0.48323353219796433	Scharmüs, Scharmus	Scharmüs (w)	4	scharmus, scharmüs	scharmüs	0	-0.7815579410052661	scharmus, scharmüs	scharmüs	0	-0.5955950302609602	Schärmaus, Schärmaus	Schärmaus	0	-0.48323353219796433	Pfluma	Pflüma (w)	5	pfluma	pflüma	1	-0.25251144499813616	pflume	pflüme	1	-0.06528309456870167	Pflaume	Pflaume	0	-0.48323353219796433	Guf	Heftguf (w), Gefala (s)	8	guf	gefala, heftguf	4	1.3346280430232536	guf	gefela, heftguf	4	1.5256527125080737	Glufe	Glifle, Heftgufe	2	0.5769759340730267	d'Geis	Geiss (w)	7	geis	geiss	1	-0.25251144499813616	geis	geis	0	-0.5955950302609602	Geiß	Geiß	0	-0.48323353219796433	d' Mugg	Muck (w)	8	mugg	muck	2	0.27653505100899384	muk	muk	0	-0.5955950302609602	Mücke	Mücke	0	-0.48323353219796433
Co x 2	III_14_0007	Mitzach	7.00519	47.87122	ja	ja	nein	dr Ameis	Omaisa (w)	10	ameis	omaisa	3	0.8055815470161238	ameise	ameise	0	-0.5955950302609602	Ameise	Ameise	0	-0.48323353219796433	Vergrēbnus	Begräbnis (s)	8	vergrēbnus	begräbnis	4	1.3346280430232536	vergräbnis	begräbnis	2	0.4650288411235568	Vergräbnis	Begräbnis	2	0.5769759340730267	dr Dissel	Dissel (m)	7	dissel	dissel	0	-0.7815579410052661	disl	disl	0	-0.5955950302609602	Deichsel	Deichsel	0	-0.48323353219796433	da Elschter	Elster (w)	9	elschter	elster	2	0.27653505100899384	elschter	elschter	0	-0.5955950302609602	Elster	Elster	0	-0.48323353219796433	Flādermus	Fladermus (w)	5	flādermus	fladermus	1	-0.25251144499813616	fladermus	fladermus	0	-0.5955950302609602	Fledermaus	Fledermaus	0	-0.48323353219796433	Gugumer	Gugumer (m)	4	gugumer	gugumer	0	-0.7815579410052661	gugummer	gugummer	0	-0.5955950302609602	Gugummer	Gugummer	0	-0.48323353219796433	dr Butt	Butta, Hågebutta (w)	4	butt	hågebutta, butta	1	-0.25251144499813616	butt	hagebutte, butte	1	-0.06528309456870167	Butte	Hagebutte, Butte	0	-0.48323353219796433	Hewåmm	Hewåmm (w)	6	hewåmm	hewåmm	0	-0.7815579410052661	hewamm	hewamm	0	-0.5955950302609602	Hebamme	Hebamme	0	-0.48323353219796433	Hardepfel	Hardepfel (m)	4	hardepfel	hardepfel	0	-0.7815579410052661	hardäpfel	hardäpfel	0	-0.5955950302609602	Erdäpfel	Erdäpfel	0	-0.48323353219796433	Scharrmūs	Scharrmus (m)	5	scharrmūs	scharrmus	1	-0.25251144499813616	scharmus	scharmus	0	-0.5955950302609602	Schärmaus	Schärmaus	0	-0.48323353219796433	Pflūm	Pfluma (w)	6	pflūm	pfluma	2	0.27653505100899384	pflum	pflume	1	-0.06528309456870167	Pflaume	Pflaume	0	-0.48323353219796433	Kūf	Guf (w)	6	kūf	guf	2	0.27653505100899384	guf	guf	0	-0.5955950302609602	Glufe	Glufe	0	-0.48323353219796433	da Geiß	Geiß (w)	7	geiß	geiß	0	-0.7815579410052661	geis	geis	0	-0.5955950302609602	Geiß	Geiß	0	-0.48323353219796433	da Muck	Muck (w)	7	muck	muck	0	-0.7815579410052661	muk	muk	0	-0.5955950302609602	Mücke	Mücke	0	-0.48323353219796433
Co x 1	III_14_0008	Ranspach	7.01113	47.88081	ja	ja	zusammen mit Schülern	O̠maise	Omaise	1	o̠maise	omaise	1	-0.25251144499813616	ameise	ameise	0	-0.5955950302609602	Ameise	Ameise	0	-0.48323353219796433	Licht	Li(e)cht	3	licht	liecht, licht	0	-0.7815579410052661	licht	licht, licht	0	-0.5955950302609602	Li(e)cht	Li(e)cht, Li(e)cht	0	-0.48323353219796433	Dissel	Dissel	0	dissel	dissel	0	-0.7815579410052661	disl	disl	0	-0.5955950302609602	Deichsel	Deichsel	0	-0.48323353219796433	na	na	999	na	na	999	527.7358915701176	na	na	999	529.1860287263053	na	na	999	529.091394870162	Fladdermus	Fladermus	1	fladdermus	fladermus	1	-0.25251144499813616	fladermus	fladermus	0	-0.5955950302609602	Fledermaus	Fledermaus	0	-0.48323353219796433	Gogumara	Gogummera	2	gogumara	gogummera	2	0.27653505100899384	gagummere	gogummere	1	-0.06528309456870167	Gugummer	Gugummer	0	-0.48323353219796433	Butta	Budda (w), Hagabudda (w)	6	butta	hagabudda, budda	2	0.27653505100899384	butte	hagebutte, butte	0	-0.5955950302609602	Butte	Hagebutte, Butte	0	-0.48323353219796433	Hewamm	Hewamm	0	hewamm	hewamm	0	-0.7815579410052661	hewamm	hewamm	0	-0.5955950302609602	Hebamme	Hebamme	0	-0.48323353219796433	Hārdepfel	Hardepfel	1	hārdepfel	hardepfel	1	-0.25251144499813616	hardäpfel	hardäpfel	0	-0.5955950302609602	Erdäpfel	Erdäpfel	0	-0.48323353219796433	Scharmus	Scharmuss	1	scharmus	scharmuss	1	-0.25251144499813616	scharmus	scharmus	0	-0.5955950302609602	Schärmaus	Schärmaus	0	-0.48323353219796433	Pfluma	Pfluma	0	pfluma	pfluma	0	-0.7815579410052661	pflume	pflume	0	-0.5955950302609602	Pflaume	Pflaume	0	-0.48323353219796433	Gu̠fa	Guf	2	gu̠fa	guf	2	0.27653505100899384	gufe	guf	1	-0.06528309456870167	Glufe	Glufe	0	-0.48323353219796433	Gais	Gais	0	gais	gais	0	-0.7815579410052661	geis	geis	0	-0.5955950302609602	Geiß	Geiß	0	-0.48323353219796433	Mugga	Mugga	0	mugga	mugga	0	-0.7815579410052661	muke	muke	0	-0.5955950302609602	Mücke	Mücke	0	-0.48323353219796433
