	Fragebogen_maurer	Fragebogen_DWA	Ort	Koordinaten	item_maurer	item_DWA	Levenshtein_item	phontype_maurer	phontype_DWA	Levenshtein_phontype	lextype_maurer	lextype_DWA	Levenshtein_lextype
0	KST e11	na	Rotenberg	8.71207, 49.25813	flatterer	na	999	flaterer	na	999	Flatterer	na	999
