	Fragebogen_maurer	Fragebogen_DWA	Ort	Koordinaten	item_maurer	item_maurer_align	item_DWA	item_DWA_align	Levenshtein_item
391	Hag R 4	III_6_0080	Schwabweiler, Schwabweiler	7.87665, 48.90207	budde	b u dd e	butten	b u tt e n	3
392	Hag R 5/1	III_6_0082	Oberbetschdorf, Oberbetschdorf	7.89812, 48.8986	butte	b u tt e	butten	b u tt e n	1
393	Hag Y 7	III_7_0102	Rohrwiller, Rohrweiler	7.90543, 48.75592	budde	b u dd e	boddä	b o dd ä	2
394	Stra h 1	III_8_0091	Herlisheim (Herrlisheim), Herlisheim	7.90651, 48.72976	budd	b u dd	budde	b u dd e	1
395	Hag Y 1	III_6_0079	Sufflenheim, Sufflenheim	7.95924, 48.82979	butten	b u tt e n	butta	b u tt a	2
396	Hag Y 9	III_7_0104	Falhünden (Dalhünden), Dallhuenden, Fallhuenden	7.98835, 48.77367	butte	b u tt e	bŭtte	b ŭ tt e	1
397	KST S1	III_7_0124	Stattmatten, Stattmatten	7.9997, 48.79553	buttä	b u tt ä	butte	b u tt e	1
398	KST S3	III_7_0107	Runzenheim (Rountzenheim), Runzenheim	8.00708, 48.82172	butte	b u tt e	buttē	b u tt ē	1
399	KST L9	III_6_0091	Leutenheim, Leutenheim	8.02175, 48.843	butt	b u tt	budde	b u dd e	3
400	KST L2	III_6_0087	Niederrödern/Elsass, Niederrödern	8.04105, 48.90576	butta	b u tt a	butten	b u tt e n	2
401	KST S5	III_7_0111	Neuhäusel (Neuhaeusel), Neuhäusel	8.08594, 48.82427	budde	b u dd e	butt	b u tt	3
402	Co p 1	III_13_0095	Krüt (Kruth), Krüt	6.96629, 47.92912	bo̊ta	b o ̊ t a	buda	b u d a	3
403	Co p 1	III_13_0095	Krüt (Kruth), Krüt	6.96629, 47.92912	bo̊ta	b o ̊ t a	butte	b u tt e	3
404	Co w 1	III_14_0004	Oderen, Odern	6.97525, 47.91008	bǔttä	b ǔ tt ä	butt	b u tt	2
