	Fragebogen_maurer	Fragebogen_DWA	Ort	Koordinaten	item_maurer	item_maurer_align	item_DWA	item_DWA_align	Levenshtein_item
0	Co g 5	III_12_0141	Siensbach, Siensbach	7.98804, 48.10755	hüfebeer	h ü f e b ee r	hiefåberä	h ie f å b e r ä	5
1	TÜB M6	III_11_0142	Hausach, Hausach	8.17189, 48.28424	hiefebeer	h ie f e b ee r	hiêfebeere	h i ê f e b ee r e	2
