	Fragebogen_maurer	Fragebogen_DWA	Ort	Koordinaten	item_maurer	item_DWA	Levenshtein_item	phontype_maurer	phontype_DWA	Levenshtein_phontype	lextype_maurer	lextype_DWA	Levenshtein_lextype
0	na	III_20_0009	Friedrichstal	8.48091, 49.10481	na	bahnwartskuh	999	na	bahnwartskuh	999	na	Bahnwartskuh	999
1	na	III_23_0054	Pforzheim	8.70025, 48.89013	na	bahnwartskuh	999	na	bahnwartskuh	999	na	Bahnwartskuh	999
