	Fragebogen-Nr. Maurer	Fragebogen-Nr. DWA	Ort	Longitude	Latitude	Item Maurer	Item DWA	Levenshtein Item Min	z_score_item	Phontype Maurer	Phontype DWA	Levenshtein Phontype Min	z_score_phontype	Lextype Maurer	Lextype DWA	Levenshtein Lextype Min	z_score_lextype
1548	MH x6	II_90_0012	Königheim, Königheim	9.59419	49.61802	nōdel, schdeggnōdel	stecknodel	6	2.3927210350375137	nodel, schteknodel	schteknodel	0	-0.5955950302609602	Nadel, Stecknadel	Stecknadel	0	-0.48323353219796433
1549	MH x7	II_90_0009	Schweinberg	9.52459	49.61864	stecknoodl	stecknodel	2	0.27653505100899384	schteknodl	schteknodel	1	-0.06528309456870167	Stecknadel	Stecknadel	0	-0.48323353219796433
1550	MH x8	II_90_0015	Tauberbischofsheim	9.66553	49.62352	stecknoodel	stecknoodel	0	-0.7815579410052661	schteknodel	schteknodel	0	-0.5955950302609602	Stecknadel	Stecknadel	0	-0.48323353219796433
1551	MH x9	II_90_0011	Dienstadt	9.61232	49.63373	stecknodel	stecknodel	0	-0.7815579410052661	schteknodel	schteknodel	0	-0.5955950302609602	Stecknadel	Stecknadel	0	-0.48323353219796433
1552	MH y1	II_89_0036	Großrinderfeld	9.73405	49.66558	stecknādl	stecknodl  	1	-0.25251144499813616	schteknadl	schteknodl	1	-0.06528309456870167	Stecknadel	Stecknadel	0	-0.48323353219796433
1553	MH y2	II_90_0025	Paimar	9.75368	49.6402	na	stecknoadel	999	527.7358915701176	na	schteknoadel	999	529.1860287263053	na	Stecknadel	999	529.091394870162
1554	MH y3	II_90_0024	Grünsfeldhausen	9.74055	49.62456	stecknödele	stecknödeli	1	-0.25251144499813616	schteknödele	schteknödeli	1	-0.06528309456870167	Stecknadele	Stecknadele	0	-0.48323353219796433
1555	MH y4	II_90_0021	Dittigheim	9.67647	49.61035	stecknōdel	stecknodel	1	-0.25251144499813616	schteknodel	schteknodel	0	-0.5955950302609602	Stecknadel	Stecknadel	0	-0.48323353219796433
1556	MH y5	II_90_0022	Distelhausen	9.69353	49.59735	stecknodel	stecknodel	0	-0.7815579410052661	schteknodel	schteknodel	0	-0.5955950302609602	Stecknadel	Stecknadel	0	-0.48323353219796433
1557	MH y6	II_90_0023	Grünsfeld	9.74656	49.6066	stecknodel	na	999	527.7358915701176	schteknodel	na	999	529.1860287263053	Stecknadel	na	999	529.091394870162
