	Fragebogen-Nr. Maurer	Fragebogen-Nr. DWA	Ort	Longitude	Latitude	Item Maurer	Item DWA	Levenshtein Item Min	z_score_item	Phontype Maurer	Phontype DWA	Levenshtein Phontype Min	z_score_phontype	Lextype Maurer	Lextype DWA	Levenshtein Lextype Min	z_score_lextype
1126	Stra p 7	III_9_0086	Wagshurst, Wagshurst	7.99491	48.62035	atzel, elschder	atzel	0	-0.7815579410052661	atsel, elschter	atsel	0	-0.5955950302609602	Atzel, Elster	Atzel	0	-0.48323353219796433
1127	Stra p 8	III_9_0081	Zierolshofen	7.9036	48.60838	atzl	atzel	1	-0.25251144499813616	atsel	atsel	0	-0.5955950302609602	Atzel	Atzel	0	-0.48323353219796433
1128	Stra p 9	ungeodnet2	Auenheim	7.83597	48.6051	atzel	atzel	0	-0.7815579410052661	atsel	atsel	0	-0.5955950302609602	Atzel	Atzel	0	-0.48323353219796433
1129	Stra p 10	III_9_0079	Bodersweier	7.87462	48.60047	atsl	atzel	2	0.27653505100899384	atsel	atsel	0	-0.5955950302609602	Atzel	Atzel	0	-0.48323353219796433
1130	Stra p 11	III_9_0080	Querbach	7.86754	48.58924	na	na	999	527.7358915701176	na	na	999	529.1860287263053	na	na	999	529.091394870162
1131	Stra s 1/1, Stra s 1/2	III_10_0001	Oberhaslach, Oberhaslach, Oberhaslach	7.33046	48.5499	na, kaasåtsel, åtsel	ãtsel	1	-0.25251144499813616	na, kasatsel, atsel	atsel	0	-0.5955950302609602	na, Kasatzel, Atzel	Atzel	0	-0.48323353219796433
1132	Stra s 2	III_10_0004	Urmatt	7.32457	48.52675	åtzel	atzel	1	-0.25251144499813616	atsel	atsel	0	-0.5955950302609602	Atzel	Atzel	0	-0.48323353219796433
1133	Stra s 3	III_10_0003	Mühlbach (Muhlbach-Sur-Bruche)	7.29709	48.51659	atzl	elschter	7	2.921767531044644	atsel	elschter	6	2.5862765838925905	Atzel	Elster	5	2.1672901334795136
1134	Stra t 1	III_10_0005	Balbronn	7.43736	48.58406	kasåtzel	atzel, käsatzel	2	0.27653505100899384	kasatsel	atsel, käsatsel	1	-0.06528309456870167	Kasatzel	Atzel, Kasatzel	0	-0.48323353219796433
1135	Stra t 2/1, Stra t 2/2	III_10_0008	Bergbieten, Bergbieten	7.45869	48.57632	kasatzel, kasåtzel	kasåtzel	0	-0.7815579410052661	kasatsel, kasatsel	kasatsel	0	-0.5955950302609602	Kasatzel, Kasatzel	Kasatzel	0	-0.48323353219796433
1136	Stra t 3	III_10_0009	Dangolsheim	7.46645	48.57212	kasazel	kasatzel	1	-0.25251144499813616	kasatsel	kasatsel	0	-0.5955950302609602	Kasatzel	Kasatzel	0	-0.48323353219796433
1137	Stra t 4	III_10_0013	Still	7.4048	48.54953	atzel	kasatzel	3	0.8055815470161238	atsel	kasatsel	3	0.9953407768158152	Atzel	Kasatzel	4	1.6371854003440178
1138	Stra t 5	III_10_0015, III_10_0016	Dinsheim (Dinsheim-Sur-Bruche)	7.4273	48.54254	kasatzel	kasatzel, atzel	0	-0.7815579410052661	kasatsel	kasatsel, atsel	0	-0.5955950302609602	Kasatzel	Kasatzel, Atzel	0	-0.48323353219796433
1139	Stra t 6	III_10_0018	Mutzig	7.45043	48.53927	åtsel	kasa˚tzel	6	2.3927210350375137	atsel	kasatsel	3	0.9953407768158152	Atzel	Kasatzel	4	1.6371854003440178
1140	Stra t 7	III_10_0019	Molsheim	7.49067	48.54038	kasåtzel	kasåtzel	0	-0.7815579410052661	kasatsel	kasatsel	0	-0.5955950302609602	Kasatzel	Kasatzel	0	-0.48323353219796433
1141	Stra t 8	III_10_0020	Dorlisheim	7.48538	48.52471	kasatzel	kasatzel	0	-0.7815579410052661	kasatsel	kasatsel	0	-0.5955950302609602	Kasatzel	Kasatzel	0	-0.48323353219796433
1142	Stra t 9	III_10_0014	Heiligenberg	7.3916	48.53799	kāsatzel	kasozel	3	0.8055815470161238	kasatsel	kasatsel	0	-0.5955950302609602	Kasatzel	Kasatzel	0	-0.48323353219796433
1143	Stra t 10	III_10_0017	Gressweiler	7.43186	48.53571	kasatzel	kaasatzel	1	-0.25251144499813616	kasatsel	kasatsel	0	-0.5955950302609602	Kasatzel	Kasatzel	0	-0.48323353219796433
