	Fragebogen_maurer	Fragebogen_DWA	Ort	Koordinaten	item_maurer	item_maurer_align	item_DWA	item_DWA_align	Levenshtein_item
1795	MH S13	II_60_0062	Schönbrunn, Schönbrunn	8.92851, 49.41228	eäilmezä	e ä i l m e z ä	eïlmēzä	e ï l m ē z ä	3
1796	MH S13	II_60_0062	Schönbrunn, Schönbrunn	8.92851, 49.41228	eäilmezä	e ä i l m e z ä	eïmezä	e ï m e z ä	3
1797	MH S7	II_60_0060, II_60_0059	Reichartshausen, Reichartshausen	8.94509, 49.35547	elmeense	e l m ee n s e	emeze	e m e z e	4
1798	MH S7	II_60_0060, II_60_0059	Reichartshausen, Reichartshausen	8.94509, 49.35547	elmeense	e l m ee n s e	elemeze	e l e m e z e	4
1799	MH K6/2, MH K6/1	II_59_0096	Allemühl, Allemühl	8.95618, 49.42613	elmetze	e l m e tz e	elmeeze	e l m ee z e	1
1800	KST f4	III_18_0051	Neckarbischofheim, Neckarbischofsheim	8.96103, 49.29275	amese	a m e s e	elemese	e l e m e s e	3
1801	KST u2	III_20_0057	Stebbach, Stebbach	8.96448, 49.14676	ullmäsä	u ll m ä s ä	omaise	o m a i s e	6
1802	KST u2	III_20_0057	Stebbach, Stebbach	8.96448, 49.14676	ullmäsä	u ll m ä s ä	ulmäse	u l m ä s e	2
1803	TUTT C4, TUTT B11	III_35_0050	Mahlspüren, Mahlspüren	8.97748, 47.87563	amåße	a m å ß e	amoasse	a m o a ss e	4
1804	TUTT C4, TUTT B11	III_35_0050	Mahlspüren, Mahlspüren	8.97748, 47.87563	amoͦß	a m o ͦ ß	amoasse	a m o a ss e	4
1805	KST n7	III_19_0048	Berwangen, Berwangen	8.98098, 49.18431	umäse	u m ä s e	ēlmäse	ē l m ä s e	2
1806	KST n7	III_19_0048	Berwangen, Berwangen	8.98098, 49.18431	umäse	u m ä s e	humäse	h u m ä s e	1
