	Fragebogen_maurer	Fragebogen_DWA	Ort	Koordinaten	item_maurer	item_maurer_align	item_DWA	item_DWA_align	Levenshtein_item
0	Hag K 4	III_5_0098	Oberseebach, Oberseebach	7.98947, 48.9672	rotems	r o t e m s	rotemse	r o t e m s e	1
1	KST D1	III_5_0123	Schleital (Schleithal), Schleithal	8.04688, 48.98799	rodäms	r o d ä m s	rotemse	r o t e m s e	3
