	Fragebogen_maurer	Fragebogen_DWA	Ort	Koordinaten	item_maurer	item_DWA	Levenshtein_item	phontype_maurer	phontype_DWA	Levenshtein_phontype	lextype_maurer	lextype_DWA	Levenshtein_lextype
0	Hag N 17	na	Berg, Rexingen	7.17654, 48.90012	quetschbrümm	na	999	gwetschprüm	na	999	Quetschpflaume	na	999
1	Hag P 1	na	Zinsweiler	7.59018, 48.9196	quetschepflüm	na	999	gwetschepflüm	na	999	Quetschpflaume	na	999
