	Fragebogen_maurer	Fragebogen_DWA	Ort	Koordinaten	item_maurer	item_DWA	Levenshtein_item	phontype_maurer	phontype_DWA	Levenshtein_phontype	lextype_maurer	lextype_DWA	Levenshtein_lextype
0	KST g6	na	Obergimpern	9.04013, 49.25574	bockschelle	na	999	bockschelle	na	999	Bockschelle	na	999
