lfd	Fragebogen	Ort	GID	LONG	LAT	org	item	phontype	lextype	belegnr.	erhebung	korrektur
1	Hag A 1	Dambach	31638	7.63179	49.00256	Gagumer	gagumer	gagummer	Gugummer	1	maurer	na
2	Hag B 1	Wengelsbach	33081	7.71622	49.05104	Gugummer	gugummer	gugummer	Gugummer	1	maurer	na
3	Hag B 2	Obersteinbach	32250	7.69364	49.03549	Gagumer	gagumer	gagummer	Gugummer	1	maurer	na
4	Hag B 3	Niedersteinbach	31553	7.71501	49.0295	Gagumer	gagumer	gagummer	Gugummer	1	maurer	na
5	Hag B 4	Wingen	35538	7.81729	49.02601	Gågummer	gågummer	gagummer	Gugummer	1	maurer	na
6	Hag B 5	Lembach	24210	7.78942	49.00701	Gagummer	gagummer	gagummer	Gugummer	1	maurer	na
7	Hag C 1	Weißenburg-Weiler	35902	7.91271	49.0377	Gegummere	gegummere	gegummere	Gugummer	1	maurer	na
8	Hag C 2	Weißenburg (Wissembourg)	34284	7.9521	49.03733	Gagummer	gagummer	gagummer	Gugummer	1	maurer	na
9	Hag C 3	Altenstadt	31989	7.96964	49.03158	Gugumer	gugumer	gugummer	Gugummer	1	maurer	na
10	Hag C 4	Rott	24185	7.91304	49.02495	Gagummer	gagummer	gagummer	Gugummer	1	maurer	na
11	Hag C 5	Oberhoffen-lès-Wissembourg	30215	7.91832	49.01679	Gugummer	gugummer	gugummer	Gugummer	1	maurer	na
12	Hag C 6	Steinselz (Steinseltz)	25480	7.93035	49.0109	Gůgummer	gůgummer	gugummer	Gugummer	1	maurer	na
13	Hag C 7	Kleeburg (Cleebourg)	29688	7.89318	49.00093	Gågummer	gågummer	gagummer	Gugummer	1	maurer	na
14	Hag C 8	Klimbach (Climbach)	26547	7.85041	49.01803	Gagummer	gagummer	gagummer	Gugummer	1	maurer	na
15	Hag D 1	Hinsingen	32391	6.99156	48.9525	Gugummer	gugummer	gugummer	Gugummer	1	maurer	na
16	Hag D 2	Altweiler (Altwiller)	27494	6.98122	48.93023	Gugummer	gugummer	gugummer	Gugummer	1	maurer	na
17	Hag E 1	Örmingen (Oermingen)	24198	7.12881	49.00062	G'gummer	ggummer	g'gummer	Gugummer	1	maurer	na
18	Hag E 2	Völlerdingen (Voellerdingen)	25773	7.14098	48.9622	Gugummär	gugummär	gugummer	Gugummer	1	maurer	na
19	Hag E 3	Domfessel	33035	7.15171	48.95143	Gegummer	gegummer	gegummer	Gugummer	1	maurer	na
20	Hag E 4	Rimsdorf	28214	7.12568	48.92923	Gugummer	gugummer	gugummer	Gugummer	1	maurer	na
21	Hag E 5	Saarwerden (Sarrewerden)	34397	7.08411	48.9218	Gogummer	gogummer	gagummer	Gugummer	1	maurer	na
22	Hag E 6/1	Saarbuckenheim (Sarre-Union)	27946	7.08686	48.93919	Gůgummer	gůgummer	gugummer	Gugummer	1	maurer	na
23	Hag E 6/2	Saarbuckenheim (Sarre-Union)	27946	7.08686	48.93919	Gegummer	gegummer	gegummer	Gugummer	1	maurer	na
24	Hag E 7	Keskastel	34046	7.04339	48.96955	Guge̠ͧmmer	guge̠ͧmmer	gugummer	Gugummer	1	maurer	na
25	Hag E 8	Schopperten	35269	7.05316	48.94524	Gagummer	gagummer	gagummer	Gugummer	1	maurer	na
26	Hag E 9	Harskirchen	34648	7.0389	48.93409	G'ogummer	gogummer	gagummer	Gugummer	1	maurer	na
27	Hag E 10	Bissert	35132	7.02465	48.94167	Gugummer	gugummer	gugummer	Gugummer	1	maurer	na
28	Hag F 1	Dehlingen	28850	7.19095	48.98016	Gegomer	gegomer	gegommer	Gugummer	1	maurer	na
29	Hag F 2	Bütten (Butten)	24228	7.2205	48.97095	Gumre	gumre	gummere	Gummer	1	maurer	na
30	Hag F 3	Ratzweiler (Ratzwiller)	28908	7.23978	48.95501	Gågummer	gågummer	gagummer	Gugummer	1	maurer	na
31	Hag F 4	Lorenzen (Lorentzen)	36376	7.1752	48.95249	Gugummer	gugummer	gugummer	Gugummer	1	maurer	na
32	Hag F 5	Diemeringen	29314	7.18685	48.94061	Gagummer	gagummer	gagummer	Gugummer	1	maurer	na
33	Hag F 6	Mackweiler (Mackwiller)	25300	7.17502	48.9258	Gogummer	gogummer	gagummer	Gugummer	1	maurer	na
34	Hag F 7	Waldhambach	28263	7.21529	48.92578	Gogummä̠	gogummä̠	gagummer	Gugummer	1	maurer	na
35	Hag G 1	Rosteig	23512	7.33838	48.9327	Gogummer	gogummer	gagummer	Gugummer	1	maurer	na
36	Hag G 2	Wingen (Wingen-Sur-Moder)	33046	7.38129	48.91753	Gagummer	gagummer	gagummer	Gugummer	1	maurer	na
37	Hag G 3	Reipertsweiler (Reipertswiller)	27881	7.46373	48.93214	Gugumere	gugumere	gugummere	Gugummer	1	maurer	na
38	Hag H 1	Oberbronn	26095	7.6082	48.94109	Gaggůmmer	gaggůmmer	gagummer	Gugummer	1	maurer	na
39	Hag H 2/1	Bad-Niederbronn (Niederbronn-Les-Bains)	31576	7.64282	48.95108	Gågumer	gågumer	gagummer	Gugummer	1	maurer	na
40	Hag H 2/2	Niederbronn (GID von Niederbronn les bains)	31576	7.64282	48.95108	Gagummer	gagummer	gagummer	Gugummer	1	maurer	na
41	Hag H 2/3	Bad-Niederbronn (Niederbronn-Les-Bains)	31576	7.64282	48.95108	Gagummer	gagummer	gagummer	Gugummer	1	maurer	na
42	Hag H 3	Reichshofen (Reichshoffen)	36515	7.66338	48.93223	Gagumer	gagumer	gagummer	Gugummer	1	maurer	na
43	Hag J 1	Lembach-Pfaffenbronn (Pfaffenbronn) 	24407	7.83111	48.99355	Gagummer	gagummer	gagummer	Gugummer	1	maurer	na
44	Hag J 2	Mattstall	34750	7.7613	48.98757	Gågummer	gågummer	gagummer	Gugummer	1	maurer	na
45	Hag J 3	Lampertsloch	29339	7.81713	48.95698	Gagummer	gagummer	gagummer	Gugummer	1	maurer	na
46	Hag J 4	Mitschdorf	25649	7.78435	48.9524	Gagummer	gagummer	gagummer	Gugummer	1	maurer	na
47	Hag J 5	Görsdorf (Goersdorf)	29006	7.76782	48.95111	Gagu̽mmer	gaguͥmmer	gagummer	Gugummer	1	maurer	na
48	Hag J 6	Preuschdorf	26153	7.80425	48.9435	Gagumer	gagumer	gagummer	Gugummer	1	maurer	na
49	Hag J 7	Merkweiler (Merkwiller-Pechelbronn)	31402	7.82707	48.93886	Gagummer	gagummer	gagummer	Gugummer	1	maurer	na
50	Hag J 8	Diefenbach (Dieffenbach-Lès-Woerth)	33018	7.77425	48.93532	Gāgumer	gāgumer	gagummer	Gugummer	1	maurer	na
51	Hag J 9	Oberdorf-Spachbach	32078	7.75696	48.92512	Gagummer	gagummer	gagummer	Gugummer	1	maurer	na
52	Hag J 10	Wört (Woerth)	35932	7.74374	48.93677	Gagummer	gagummer	gagummer	Gugummer	1	maurer	na
53	Hag J 11	Fröschweiler (Frœschwiller)	32843	7.72171	48.94318	Gagumma͐̆e	gagumma͐̆e	gagummer	Gugummer	1	maurer	na
54	Hag J 12	Nehweiler (Nehwiller)	28517	7.70322	48.96072	Gůgummere	gůgummere	gugummere	Gugummer	1	maurer	na
55	Hag J 13	Langensulzbach (Langensoultzbach)	24036	7.73367	48.96812	Gågummer	gågummer	gagummer	Gugummer	1	maurer	na
56	Hag K 1	Riedselz (Riedseltz)	35410	7.95195	48.99281	Gågummer	gågummer	gagummer	Gugummer	1	maurer	na
57	Hag K 2	Bremmelbach	32762	7.90023	48.986	Gågumer	gågumer	gagummer	Gugummer	1	maurer	na
58	Hag K 3	Ingolsheim	26457	7.93636	48.97357	Gogummer	gogummer	gagummer	Gugummer	1	maurer	na
59	Hag K 4	Oberseebach	544440	7.98947	48.9672	Gugummere	gugummere	gugummere	Gugummer	1	maurer	na
60	Hag K 5	Hunspach	33566	7.94316	48.9536	Gagummer	gagummer	gagummer	Gugummer	1	maurer	na
61	Hag K 6	Aschbach	27315	7.98262	48.93423	Gagummer	gagummer	gagummer	Gugummer	1	maurer	na
62	Hag K 7	Stundweiler (Stundwiller)	28779	7.99256	48.92477	Gugumere	gugumere	gugummere	Gugummer	1	maurer	na
63	Hag K 9	Leitersweiler (Leiterswiller)	35545	7.94768	48.92407	Gugummere	gugummere	gugummere	Gugummer	1	maurer	na
64	Hag K 10	Hofen (Hoffen)	33872	7.9412	48.92766	Gagumer	gagumer	gagummer	Gugummer	1	maurer	na
65	Hag K 11 R 1	Kühlendorf (Kuhlendorf) und Hohweiler	28775	7.92307	48.91408	Gagummer	gagummer	gagummer	Gugummer	1	maurer	na
66	Hag K 12	Hermersweiler (Hermerswiller)	23239	7.91205	48.93588	Gagummer	gagummer	gagummer	Gugummer	1	maurer	na
67	Hag K 13	Schönenburg (Schoenenbourg)	29601	7.91332	48.95207	Gegummer	gegummer	gegummer	Gugummer	1	maurer	na
68	Hag K 14	Sulz u. (f) (Soultz-Sous-Forêts)	29327	7.88268	48.93782	Găgummer	găgummer	gagummer	Gugummer	1	maurer	na
69	Hag K 15	Kutzenhausen	25870	7.85624	48.93375	Gågummer	gågummer	gagummer	Gugummer	1	maurer	na
70	Hag K 16	Retschweiler (Retschwiller)	30431	7.87838	48.95025	Gāgumere	gāgumere	gagummere	Gugummer	1	maurer	na
71	Hag K 17	Memmelshofen (Memmelshoffen)	33369	7.87106	48.96013	Gågummer	gågummer	gagummer	Gugummer	1	maurer	na
72	Hag K 18	Keffenach	23702	7.88225	48.96489	Gagummere	gagummere	gagummere	Gugummer	1	maurer	na
73	Hag K 19	Birlenbach	35707	7.8829	48.9763	Gugŭmr	gugŭmr	gugummer	Gugummer	1	maurer	na
74	Hag K 20	Drachenbronn	30815	7.87037	48.98626	Gågůmmer	gågůmmer	gagummer	Gugummer	1	maurer	na
75	Hag K 21	Lobsann	23566	7.84681	48.96327	Gagummer	gagummer	gagummer	Gugummer	1	maurer	na
76	Hag K 22	Oberkutzenhausen	31135	7.84049	48.93847	Gagummer	gagummer	gagummer	Gugummer	1	maurer	na
77	Hag M 1	Zollingen	28282	7.07636	48.91048	Gågůmmer	gågůmmer	gagummer	Gugummer	1	maurer	na
78	Hag M 2	Pisdorf (Bischtroff-sur-Sarre)	29758	7.06995	48.9005	Gegummer	gegummer	gegummer	Gugummer	1	maurer	na
79	Hag M 3	Burbach	32396	7.11226	48.90144	Gagummer	gagummer	gagummer	Gugummer	1	maurer	na
80	Hag M 4	Tal bei Drulingen (Thal-Drulingen)	34145	7.1452	48.90983	Gogummer	gogummer	gagummer	Gugummer	1	maurer	na
81	Hag M 5	Berg	34003	7.1532	48.89487	Gugummer	gugummer	gugummer	Gugummer	1	maurer	na
82	Hag M 6	Güngweiler (Gungwiller)	24747	7.15771	48.88171	Gumerä	gumerä	gummere	Gummer	1	maurer	na
83	Hag M 7	Eyweiler (Eywiller)	25659	7.13172	48.8709	Gegummer	gegummer	gegummer	Gugummer	1	maurer	na
84	Hag M 8	Eschweiler (Eschwiller)	36400	7.11652	48.8596	Gegummer	gegummer	gegummer	Gugummer	1	maurer	na
85	Hag M 9	Weyer	24699	7.15976	48.85488	Gegummere	gegummere	gegummere	Gugummer	1	maurer	na
86	Hag M 10	Bärendorf (Baerendorf)	31654	7.08463	48.83742	Gugumere	gugumere	gugummere	Gugummer	1	maurer	na
87	Hag M 11/1	Wolfskirchen	27205	7.07612	48.87884	Gogummer	gogummer	gagummer	Gugummer	1	maurer	na
88	Hag M 11/2	Wolfskirchen	27205	7.07612	48.87884	Gogummer	gogummer	gagummer	Gugummer	1	maurer	na
89	Hag M 12	Diedendorf	35520	7.04974	48.87869	Gāgummere	gāgummere	gagummere	Gugummer	1	maurer	na
90	Hag N 1	Puberg	26138	7.31461	48.91322	Gågummer	gågummer	gagummer	Gugummer	1	maurer	na
91	Hag N 2	Hinsburg (Hinsbourg)	28368	7.28852	48.90706	Gugummer	gugummer	gugummer	Gugummer	1	maurer	na
92	Hag N 3	Frohmühl (Frohmuhl)	36494	7.28007	48.90754	Gogummre	gogummre	gagummere	Gugummer	1	maurer	na
93	Hag N 4	Weislingen	29239	7.25159	48.91879	Gogummer	gogummer	gagummer	Gugummer	1	maurer	na
94	Hag N 5	Tieffenbach	29081	7.24987	48.90483	Gāgummere	gāgummere	gagummere	Gugummer	1	maurer	na
95	Hag N 6	Strut (Struth)	24539	7.25475	48.89009	Gågummere	gågummere	gagummere	Gugummer	1	maurer	na
96	Hag N 7	Petersbach	28466	7.26874	48.86912	Gagummere	gagummere	gagummere	Gugummer	1	maurer	na
97	Hag N 8	Lützelstein (La Petite-Pierre)	26984	7.32076	48.85864	Gagumere	gagumere	gagummere	Gugummer	1	maurer	na
98	Hag N 9	Adamsweiler (Adamswiller)	32371	7.20348	48.90463	Gugumm'r	gugummr	gugummer	Gugummer	1	maurer	na
99	Hag N 10	Dürstel (Durstel)	33217	7.19745	48.89156	Gogummer	gogummer	gagummer	Gugummer	1	maurer	na
100	Hag N 11	Bettweiler (Bettwiller)	26679	7.17993	48.88617	Gugummer	gugummer	gugummer	Gugummer	1	maurer	na
101	Hag N 12	Aßweiler (Asswiller)	29857	7.2198	48.88035	Gugumr	gugumr	gugummer	Gugummer	1	maurer	na
102	Hag N 13	Drulingen	27420	7.18979	48.8662	Gogumer	gogumer	gagummer	Gugummer	1	maurer	na
103	Hag N 14	Ottweiler (Ottwiller)	31131	7.23096	48.86516	Gāgumer	gāgumer	gagummer	Gugummer	1	maurer	na
104	Hag N 15	Lohr	31727	7.24351	48.85748	Gagummer	gagummer	gagummer	Gugummer	1	maurer	na
105	Hag N 16	Sieweiler (Siewiller)	23603	7.20676	48.84318	Gugummer	gugummer	gugummer	Gugummer	1	maurer	na
106	Hag N 17	Berg, Rexingen	26209	7.17654	48.90012	Gogummer	gogummer	gagummer	Gugummer	1	maurer	na
107	Hag O 1	Lichtenberg	28610	7.48181	48.9216	Gågumer	gågumer	gagummer	Gugummer	1	maurer	na
108	Hag O 2	Wimmenau	28225	7.41957	48.91035	Gagōmmer	gagōmmer	gagommer	Gugummer	1	maurer	na
109	Hag O 3	Zittersheim	33858	7.34551	48.89955	Gagummer	gagummer	gagummer	Gugummer	1	maurer	na
110	Hag O 4	Erkartsweiler (Erckartswiller)	34199	7.3596	48.87532	Gāgummer	gāgummer	gagummer	Gugummer	1	maurer	na
111	Hag O 5	Sparsbach	31804	7.41533	48.87754	Gågummer	gågummer	gagummer	Gugummer	1	maurer	na
112	Hag O 6	Weinburg (Weinbourg)	33225	7.44029	48.87157	Gågůmmer	gågůmmer	gagummer	Gugummer	1	maurer	na
113	Hag O 7	Ingweiler (Ingwiller)	34722	7.48031	48.87322	Gāgumr	gāgumr	gagummer	Gugummer	1	maurer	na
114	Hag O 8	Menchhofen (Menchhoffen)	28590	7.49498	48.85955	Gågummer	gågummer	gagummer	Gugummer	1	maurer	na
115	Hag O 9	Uttweiler (Uttwiller)	24118	7.48667	48.84591	Gogummer	gogummer	gagummer	Gugummer	1	maurer	na
116	Hag O 10	Niedersulzbach (Niedersoultzbach)	27997	7.4662	48.84923	Gågummer	gågummer	gagummer	Gugummer	1	maurer	na
117	Hag O 11	Obersulzbach (Obersoultzbach)	29035	7.45013	48.85174	Gågummer	gågummer	gagummer	Gugummer	1	maurer	na
118	Hag O 12	Weitersweiler (Weiterswiller)	28382	7.41341	48.85298	Gogummer	gogummer	gagummer	Gugummer	1	maurer	na
119	Hag P 1	Zinsweiler	30046	7.59018	48.9196	Gågumer	gågumer	gagummer	Gugummer	1	maurer	na
120	Hag P 2	Offweiler	29193	7.54296	48.91021	Gågummer	gågummer	gagummer	Gugummer	1	maurer	na
121	Hag P 3	Rotbach	32009	7.52883	48.90568	Gogummer	gogummer	gagummer	Gugummer	1	maurer	na
122	Hag P 4	Bischholz	23178	7.53995	48.89301	Gagūmmer	gagūmmer	gagummer	Gugummer	1	maurer	na
123	Hag P 5	Mühlhausen	28886	7.5527	48.88226	Gågummer	gågummer	gagummer	Gugummer	1	maurer	na
124	Hag P 6	Uhrweiler (Uhrwiller)	25741	7.57892	48.8784	Gagummer	gagummer	gagummer	Gugummer	1	maurer	na
125	Hag P 7	Engweiler	24131	7.61501	48.88508	Gagummer	gagummer	gagummer	Gugummer	1	maurer	na
126	Hag P 8	Gumbrechtshofen	25012	7.6319	48.90544	Gågůmmer	gågůmmer	gagummer	Gugummer	1	maurer	na
127	Hag P 9	Gundershofen	35611	7.6592	48.90652	Gagumer	gagumer	gagummer	Gugummer	1	maurer	na
128	Hag P 10	Mietesheim	32445	7.63837	48.87814	Gågummer	gågummer	gagummer	Gugummer	1	maurer	na
129	Hag P 11	Bitschhofen	24823	7.61913	48.85878	Gagummer	gagummer	gagummer	Gugummer	1	maurer	na
130	Hag P 12	Überach (Uberach)	34341	7.62806	48.84844	Gagummer	gagummer	gagummer	Gugummer	1	maurer	na
131	Hag P 13	Niedermodern	35088	7.62648	48.84525	Gåkummer	gåkummer	gagummer	Gugummer	1	maurer	na
132	Hag P 14	Pfaffenhofen	32869	7.60881	48.84422	Gågummer	gågummer	gagummer	Gugummer	1	maurer	na
133	Hag P 15	Kindweiler	33149	7.59731	48.86227	Gågummere	gågummere	gagummere	Gugummer	1	maurer	na
134	Hag P 16	Zutzendorf	36132	7.54972	48.85428	Gagumer	gagumer	gagummer	Gugummer	1	maurer	na
135	Hag P 17	Schillersdorf	24374	7.52526	48.87312	Gagummer	gagummer	gagummer	Gugummer	1	maurer	na
136	Hag P 18	Obermodern	30312	7.53932	48.84466	Gagummer	gagummer	gagummer	Gugummer	1	maurer	na
137	Hag P 19	Pfaffenhofen -Volksberg	32869	7.60881	48.84422	Gågůmer	gågůmer	gagummer	Gugummer	1	maurer	na
138	Hag Q 1	Gunstett	24495	7.76471	48.91584	Gāgummêr	gāgummêr	gagummer	Gugummer	1	maurer	na
139	Hag Q 2	Eberbach 	24090	7.71711	48.91154	Gogumere	gogumere	gagummere	Gugummer	1	maurer	na
140	Hag Q 3	Forstheim	26750	7.71468	48.89506	Gågummere	gågummere	gagummere	Gugummer	1	maurer	na
141	Hag Q 4	Morsbronn (Morsbronn-Les-Bains)	29546	7.74283	48.90037	Gugummere	gugummere	gugummere	Gugummer	1	maurer	na
142	Hag Q 5	Hagenheim (Hegeney)	25021	7.74557	48.89153	Gagu̍mmer	gagu̍mmer	gagummer	Gugummer	1	maurer	na
143	Hag Q 6	Dürrenbach (Durrenbach)	27266	7.76797	48.89675	Kagummer	kagummer	gagummer	Gugummer	1	maurer	na
144	Hag Q 7	Biblisheim	35318	7.79196	48.89991	Gågumer	gågumer	gagummer	Gugummer	1	maurer	na
145	Hag Q 8	Walburg (Walbourg)	24247	7.78939	48.88652	Gagūmmera	gagūmmera	gagummere	Gugummer	1	maurer	na
146	Hag Q 9	Eschbach	31972	7.73641	48.87453	Gagummer	gagummer	gagummer	Gugummer	1	maurer	na
147	Hag Q 10	Laubach	25219	7.72032	48.88168	Gogummer	gogummer	gagummer	Gugummer	1	maurer	na
148	Hag Q 11	Merzweiler (Mertzwiller)	29651	7.67936	48.86259	Gagummer	gagummer	gagummer	Gugummer	1	maurer	na
149	Hag Q 12	Griesbach	23343	7.67856	48.89026	Gagummer	gagummer	gagummer	Gugummer	1	maurer	na
150	Hag R 1	Kühlendorf (Kuhlendorf)	28775	7.92307	48.91408	Gågummer	gågummer	gagummer	Gugummer	1	maurer	na
151	Hag R 2	Reimersweiler	24516	7.88417	48.9137	Gågummere	gågummere	gagummere	Gugummer	1	maurer	na
152	Hag R 3	Surburg	23686	7.84913	48.90982	Gagůmmer	gagůmmer	gagummer	Gugummer	1	maurer	na
153	Hag R 4	Schwabweiler	28192	7.87665	48.90207	Gugummer	gugummer	gugummer	Gugummer	1	maurer	na
154	Hag R 5/1	Oberbetschdorf	544438	7.89812	48.8986	Gagummer	gagummer	gagummer	Gugummer	1	maurer	na
155	Hag R 5/2	Betschdorf	36142	7.91634	48.89883	Gagummer	gagummer	gagummer	Gugummer	1	maurer	na
156	Hag R 6	Niederbetschdorf	544439	7.91693	48.8985	Gagummer	gagummer	gagummer	Gugummer	1	maurer	na
157	Hag R 7	Rittershofen	27358	7.95587	48.90241	Gågummer	gågummer	gagummer	Gugummer	1	maurer	na
158	Hag R 8	Hatten	26645	7.97777	48.90173	Gågummer	gågummer	gagummer	Gugummer	1	maurer	na
159	Hag R 9	Walburg-Hinterfeld (Hinterfeld)	35141	7.75568	48.88314	Gagumer	gagumer	gagummer	Gugummer	1	maurer	na
160	Hag T 1	Hirschland	28946	7.11324	48.83701	Goggummer	goggummer	gagummer	Gugummer	1	maurer	na
161	Hag T 2	Kirberg (Kirrberg)	25696	7.06204	48.8233	Gegumer	gegumer	gegummer	Gugummer	1	maurer	na
162	Hag T 3	Rauweiler	24734	7.10907	48.81139	Gaggummer	gaggummer	gagummer	Gugummer	1	maurer	na
163	Hag T 4	Goerlingen	23605	7.08247	48.79646	Gegumer	gegumer	gegummer	Gugummer	1	maurer	na
164	Hag U 1	Etschburg (Eschbourg)	29053	7.29591	48.81267	Gogumere	gogumere	gagummere	Gugummer	1	maurer	na
165	Hag U 2	Graufthal	28933	7.28092	48.81935	Gogummer	gogummer	gagummer	Gugummer	1	maurer	na
166	Hag U 3	Schönburg (Schoenbourg)	29396	7.26823	48.83392	Gugummer	gugummer	gugummer	Gugummer	1	maurer	na
167	Hag U 4	Büst (Bust)	28808	7.2357	48.82915	Gågummer	gågummer	gagummer	Gugummer	1	maurer	na
168	Hag U 5	Pfalzweier (-weyer)	31843	7.25813	48.80543	Gågummer	gågummer	gagummer	Gugummer	1	maurer	na
169	Hag V 1/1	Buchsweiler (Bouxwiller)	29528	7.47851	48.82528	Gåggummer	gåggummer	gagummer	Gugummer	1	maurer	na
170	Hag V 1/2	Buchsweiler (Bouxwiller)	29528	7.47851	48.82528	Gaggummer	gaggummer	gagummer	Gugummer	1	maurer	na
171	Hag V 2	Riedheim	31653	7.47956	48.81064	Gagummere	gagummere	gagummere	Gugummer	1	maurer	na
172	Hag V 3	Imbsheim	32446	7.45399	48.80165	Gagummer	gagummer	gagummer	Gugummer	1	maurer	na
173	Hag V 4	Griesbach Le Bastberg	30040	7.43717	48.81355	Gagummer	gagummer	gagummer	Gugummer	1	maurer	na
174	Hag V 5	Neuweiler (Neuwiller-Lès-Saverne)	29879	7.4034	48.82391	Gagummer	gagummer	gagummer	Gugummer	1	maurer	na
175	Hag V 6	Dossenheim (Dossenheim-Sur-Zinsel)	29820	7.40138	48.80593	Gagū̊mmer	gagū̊mmer	gagummer	Gugummer	1	maurer	na
176	Hag V 7	Hattmatt	32132	7.42386	48.79158	Gagummer	gagummer	gagummer	Gugummer	1	maurer	na
177	Hag V 8	Ernolsheim (Ernoldsheim-Lès-Saverne)	29927	7.38025	48.78942	Gågummer	gågummer	gagummer	Gugummer	1	maurer	na
178	Hag V 9	St. Johann (Saint-Jean-Saverne)	26225	7.36064	48.76931	Gagummer	gagummer	gagummer	Gugummer	1	maurer	na
179	Hag V 10	Eckartsweiler	31020	7.357	48.76744	Ga̠gummer	ga̠gummer	gagummer	Gugummer	1	maurer	na
180	Hag V 11	Steinburg (Steinbourg)	25832	7.41332	48.7697	Gā̊gommere	gā̊gommere	gagommere	Gugummer	1	maurer	na
181	Hag V 12	Rosenweiler-Dettweiler	26137	7.45083	48.76772	Gagummer	gagummer	gagummer	Gugummer	1	maurer	na
182	Hag V 13	Dettweiler	23519	7.46685	48.75406	Gornischu, Gagummer	gagummer	gagummer	Gugummer	2	maurer	na
182	Hag V 13	Dettweiler	23519	7.46685	48.75406	Gornischu, Gagummer	gornischu	gornischon	Cornichon	1	maurer	na
183	Hag V 14	Gottesheim	35275	7.47938	48.77591	Gugummer	gugummer	gugummer	Gugummer	1	maurer	na
184	Hag V 15	Gottesheim-Prinzheim	36329	7.47921	48.79113	Gågummer	gågummer	gagummer	Gugummer	1	maurer	na
185	Hag W 1	Dauendorf	27771	7.65509	48.82974	Gugummer	gugummer	gugummer	Gugummer	1	maurer	na
186	Hag W 2	Morschweiler	35600	7.62689	48.81972	Gugummere	gugummere	gugummere	Gugummer	1	maurer	na
187	Hag W 3	Ettendorf	29811	7.58414	48.81374	Gugumera	gugumera	gugummere	Gugummer	1	maurer	na
188	Hag W 4	Büsweiler (Buswiller)	33694	7.55923	48.82025	Gågůmmer	gågůmmer	gagummer	Gugummer	1	maurer	na
189	Hag W 5	Schalkendorf	34133	7.55965	48.83213	Gagummer	gagummer	gagummer	Gugummer	1	maurer	na
190	Hag W 6	Kirrweiler	30192	7.53026	48.81331	Gagummer	gagummer	gagummer	Gugummer	1	maurer	na
191	Hag W 7	Ringendorf	36408	7.55409	48.80777	Gågummer	gågummer	gagummer	Gugummer	1	maurer	na
192	Hag W 8	Hüttendorf	23147	7.64259	48.80222	Gogummer	gogummer	gagummer	Gugummer	1	maurer	na
193	Hag W 9	Minversheim	33253	7.61936	48.78575	Gågummer	gågummer	gagummer	Gugummer	1	maurer	na
194	Hag W 10	Alteckendorf	35671	7.59484	48.79272	Gagummer	gagummer	gagummer	Gugummer	1	maurer	na
195	Hag W 11	Lixhausen	29770	7.5473	48.79426	Gokumere	gokumere	gagummere	Gugummer	1	maurer	na
196	Hag W 12/1	Zöbersdorf	31310	7.52538	48.79381	Gågummer	gågummer	gagummer	Gugummer	1	maurer	na
197	Hag W 12/2	Zöbersdorf	31310	7.52538	48.79381	Gågummer	gågummer	gagummer	Gugummer	1	maurer	na
198	Hag W 13	Bosselshausen	28344	7.50884	48.80522	Gågummer	gågummer	gagummer	Gugummer	1	maurer	na
199	Hag W 14	Wickersheim	36031	7.53159	48.78313	Gågummer	gågummer	gagummer	Gugummer	1	maurer	na
200	Hag W 15	Bossendorf	35989	7.55983	48.78146	Gongommer	gongommer	gagommer	Gugummer	1	maurer	na
201	Hag W 16/1	Melsheim	30530	7.51974	48.75911	Gaagommer	gaagommer	gagommer	Gugummer	1	maurer	na
202	Hag W 16/2	Melsheim	30530	7.51974	48.75911	Gagum̄er	gagum̄er	gagummer	Gugummer	1	maurer	na
203	Hag W 17	Hochfelden	33570	7.57004	48.75735	Gogummer	gogummer	gagummer	Gugummer	1	maurer	na
204	Hag W 18	Schwindratzheim	36271	7.59981	48.7561	Gagummer	gagummer	gagummer	Gugummer	1	maurer	na
205	Hag W 19	Wittersheim	28969	7.66007	48.78303	Gagummere	gagummere	gagummere	Gugummer	1	maurer	na
206	Hag X 1	Uhlweiler	23378	7.67396	48.82047	Gāgummer	gāgummer	gagummer	Gugummer	1	maurer	na
207	Hag X 2	Ohlungen	35729	7.70034	48.81187	Gagumre	gagumre	gagummere	Gugummer	1	maurer	na
208	Hag X 3/1	Schweighausen (Schweighouse-Sur-Moder)	30620	7.73517	48.82151	Gaegummer	gaegummer	gagummer	Gugummer	1	maurer	na
209	Hag X 3/2	Schweighausen (Schweighouse-Sur-Moder)	30620	7.73517	48.82151	Gagumer	gagumer	gagummer	Gugummer	1	maurer	na
210	Hag X 4	Hagenau	36379	7.78868	48.81435	Gågummer	gågummer	gagummer	Gugummer	1	maurer	na
211	Hag X 5	Walk (La Walck)	32317	7.60966	48.84793	Gagommer	gagommer	gagommer	Gugummer	1	maurer	na
212	Hag X 6	Gries 	27422	7.81383	48.75262	Gagümmer	gagümmer	gagümmer	Gugummer	1	maurer	ok
213	Hag X 7	Weitbruch	28084	7.77586	48.7535	Gagummer	gagummer	gagummer	Gugummer	1	maurer	na
214	Hag X 8	Niederschäffolsheim	33360	7.7384	48.7721	Gagummer	gagummer	gagummer	Gugummer	1	maurer	na
215	Hag X 9	Kriegsheim	36186	7.72687	48.75719	Gagummer	gagummer	gagummer	Gugummer	1	maurer	na
216	Hag X 10	Rottelsheim	27989	7.7144	48.75688	Gågummer	gågummer	gagummer	Gugummer	1	maurer	na
