lfd	Fragebogen	Ort	GID	LONG	LAT	org	item	phontype	lextype	belegnr.	erhebung	korrektur
1327	KST k1	Rheinsheim	130420	8.40954	49.23272	Gugumme(r ) (f) 	gugumme	gugummer	Gugummer	1	maurer	na
1327	KST k1	Rheinsheim	130420	8.40954	49.23272	Gugumme(r ) (f) 	gugummer	gugummer	Gugummer	2	maurer	na
1328	KST k2	Philippsburg	129239	8.45298	49.235	Gugummere	gugummere	gugummere	Gugummer	1	maurer	na
1329	KST k3	Huttenheim	133952	8.46955	49.1967	die Gugummer	gugummer	gugummer	Gugummer	1	maurer	na
1330	KST k4	Rußheim	133855	8.42435	49.18617	Gureg	gureg	gurek	Gurke	1	maurer	na
1331	KST l1	Wiesental	131225	8.51962	49.22472	Gurick	gurick	gurik	Gurke	1	maurer	na
1332	KST l2	Kirrlach	133500	8.54938	49.24183	Gurke	gurke	gurke	Gurke	1	maurer	na
1333	KST l3	Kronau	132683	8.63449	49.21954	Gurje, Gugummere 	gugummere 	gugummere	Gugummer	2	maurer	na
1333	KST l3	Kronau	132683	8.63449	49.21954	Gurje, Gugummere 	gurje	gurie	Gurke	1	maurer	na
1334	KST l4	Mingolsheim	130504	8.65316	49.21986	Gurk, Gugummer	gugummer	gugummer	Gugummer	1	maurer	na
1334	KST l4	Mingolsheim	130504	8.65316	49.21986	Gurk, Gugummer	gurk	gurk	Gurke	2	maurer	na
1335	KST l5	(Bad) Langenbrücken	127817	8.6466	49.20296	Gurk 	gurk 	gurk	Gurke	1	maurer	na
1336	KST l6	Stettfeld	127365	8.64516	49.18353	Gugummer, Gurge (m), (f) 	gugummer	gugummer	Gugummer	1	maurer	na
1336	KST l6	Stettfeld	127365	8.64516	49.18353	Gugummer, Gurge (m), (f) 	gurge	gurke	Gurke	2	maurer	na
1337	KST l7	Weiher	129314	8.62179	49.17863	Gurk 	gurk 	gurk	Gurke	1	maurer	na
1338	KST l8	Hambrücken	127535	8.54514	49.18532	Gugummer	gugummer	gugummer	Gugummer	1	maurer	na
1339	KST l9	Neudorf	131961	8.49692	49.17524	die Gugummer	gugummer	gugummer	Gugummer	1	maurer	na
1340	KST m1	Malsch 	130790	8.68153	49.24579	Gurge	gurge	gurke	Gurke	1	maurer	na
1341	KST m2	Rettigheim	129837	8.6981	49.24111	Gugum(er), Gurik 	gugum	gugummer	Gugummer	1	maurer	na
1341	KST m2	Rettigheim	129837	8.6981	49.24111	Gugum(er), Gurik 	gugumer	gugummer	Gugummer	3	maurer	na
1341	KST m2	Rettigheim	129837	8.6981	49.24111	Gugum(er), Gurik 	gurik 	gurik	Gurke	2	maurer	na
1342	KST m3	Mühlhausen	128841	8.72271	49.24953	Gurk 	gurk 	gurk	Gurke	1	maurer	na
1343	KST m4	Eichtersheim	128228	8.7742	49.23438	die Gurik 	gurik 	gurik	Gurke	1	maurer	na
1344	KST m5	Michelfeld	132582	8.7808	49.22723	Gugummer	gugummer	gugummer	Gugummer	1	maurer	na
1345	KST m6	Waldangelloch	127687	8.80551	49.21046	die Gugumma	gugumma	gugummer	Gugummer	1	maurer	na
1346	KST m7	Eichelberg	133627	8.813	49.1891	die Gugummer	gugummer	gugummer	Gugummer	1	maurer	na
1347	KST m8	Tiefenbach	128097	8.79638	49.17561	die Gugumä	gugumä	gugummer	Gugummer	1	maurer	na
1348	KST m9	Odenheim	129784	8.75076	49.17902	die Gugummer	gugummer	gugummer	Gugummer	1	maurer	na
1349	KST m10	Zeutern	129762	8.67522	49.17718	Gugummer	gugummer	gugummer	Gugummer	1	maurer	na
1350	KST m11	Östringen	132637	8.7137	49.22037	die Gerg	gerg	gerk	Gurke	1	maurer	na
1351	KST n1	Dühren	129399	8.83562	49.24557	der Gugerma	guguma	gugummer	Gugummer	1	maurer	na
1352	KST n2	Steinsfurt	132228	8.90861	49.24023	die Gugummer	gugummer	gugummer	Gugummer	1	maurer	na
1353	KST n3	Reihen	131439	8.91628	49.21715	Gugumma	gugumma	gugummer	Gugummer	1	maurer	na
1354	KST n4	Ehrstädt	128990	8.98266	49.24404	die Gurge	gurge	gurke	Gurke	1	maurer	na
1355	KST n5	Bockschaft	131804	8.96721	49.20342	die Gurke	gurke	gurke	Gurke	1	maurer	na
1356	KST n6	Kirchardt	131028	8.9918	49.20667	die Gugumer	gugumer	gugummer	Gugummer	1	maurer	na
1357	KST n7	Berwangen	128681	8.98098	49.18431	Gurke	gurke	gurke	Gurke	1	maurer	na
1358	KST n8	Richen	131762	8.94083	49.17134	Gugummer (m) 	gugummer 	gugummer	Gugummer	1	maurer	na
1359	KST n9	Ittlingen	128336	8.93691	49.19224	Guguma	guguma	gugummer	Gugummer	1	maurer	na
1360	KST n10	Adelshofen	128570	8.89073	49.16806	Gugummer	gugummer	gugummer	Gugummer	1	maurer	na
1361	KST n11	Elsenz	132962	8.83766	49.17408	Gukummer	gukummer	gugummer	Gugummer	1	maurer	na
1362	KST n12	Hilsbach	129033	8.86227	49.1957	die Gugummer	gugummer	gugummer	Gugummer	1	maurer	na
1363	KST n13	Weiler	128467	8.87587	49.20862	Gugumer (m) 	gugumer 	gugummer	Gugummer	1	maurer	na
1364	KST o1	Grombach	130744	8.99507	49.22687	na	na	na	na	1	maurer	na
1365	KST o2	Treschklingen	127531	9.05577	49.22614	Gurge	gurge	gurke	Gurke	1	maurer	na
1366	KST o3	Bad Rappenau	127353	9.10212	49.24032	Gegummer, Gurige	gurige	gurike	Gurke	2	maurer	na
1366	KST o3	Bad Rappenau	127353	9.10212	49.24032	Gegummer, Gurige	gegummer	gegummer	Gugummer	1	maurer	na
1367	KST o4	Babstadt	127647	9.05798	49.24212	Gurge	gurge	gurke	Gurke	1	maurer	na
1368	KST r1	Liedolsheim	130543	8.41451	49.16221	Guak	guak	gurk	Gurke	1	maurer	na
1369	KST r2	Hochstetten	132522	8.41566	49.13702	Gurke, Gugummer	gugummer	gugummer	Gugummer	2	maurer	na
1369	KST r2	Hochstetten	132522	8.41566	49.13702	Gurke, Gugummer	gurke	gurke	Gurke	1	maurer	na
1370	KST r3	Linkenheim	127902	8.40844	49.12418	die Gugummer	gugummer	gugummer	Gugummer	1	maurer	na
1371	KST r4	Leopoldshafen	132982	8.3923	49.09933	die Gurig, Gugummer 	gugummer	gugummer	Gugummer	2	maurer	na
1371	KST r4	Leopoldshafen	132982	8.3923	49.09933	die Gurig, Gugummer 	gurig	gurik	Gurke	1	maurer	na
1372	KST r5	Friedrichstal	132481	8.48091	49.10481	Gurk, Gugumer	gugumer	gugummer	Gugummer	2	maurer	na
1372	KST r5	Friedrichstal	132481	8.48091	49.10481	Gurk, Gugumer	gurk	gurk	Gurke	1	maurer	na
1373	KST r6	Graben	132099	8.48928	49.16535	Gukummer (m) 	gukummer 	gugummer	Gugummer	1	maurer	na
1374	KST s1	Ubstadt	130318	8.6322	49.16181	Gurge (f) 	gurge 	gurke	Gurke	1	maurer	na
1375	KST s2	Bruchsal (Forstamt)	128927	8.60102	49.12377	Gurke, Gugummer	gugummer	gugummer	Gugummer	2	maurer	na
1375	KST s2	Bruchsal (Forstamt)	128927	8.60102	49.12377	Gurke, Gugummer	gurke	gurke	Gurke	1	maurer	na
1376	KST s3	Karlsdorf	128532	8.54164	49.1363	die Gugumer	gugumer	gugummer	Gugummer	1	maurer	na
1377	KST s4	Neuthard	131469	8.52086	49.1278	Gugu̍mmerä 	gugu̍mmerä 	gugummere	Gugummer	1	maurer	na
1378	KST s5	Spöck	130306	8.51033	49.11179	Gugummer (f) 	gugummer 	gugummer	Gugummer	1	maurer	na
1379	KST s6	Büchenau	130287	8.52764	49.10075	die Guugummä(r )	guugummä	gugummer	Gugummer	1	maurer	na
1379	KST s6	Büchenau	130287	8.52764	49.10075	die Guugummä(r )	guugummär	gugummer	Gugummer	2	maurer	na
1380	KST s7	Staffort	128700	8.51034	49.09079	die Guguma	guguma	gugummer	Gugummer	1	maurer	na
1381	KST s8	Untergrombach	130393	8.55318	49.0861	Gurke, Gugummer 	gugummer 	gugummer	Gugummer	2	maurer	na
1381	KST s8	Untergrombach	130393	8.55318	49.0861	Gurke, Gugummer 	gurke	gurke	Gurke	1	maurer	na
1382	KST s9	Helmsheim	134009	8.64229	49.08509	Gugummer	gugummer	gugummer	Gugummer	1	maurer	na
1383	KST s10	Heidelsheim	132233	8.64542	49.10114	Gurk, Gugummer	gugummer	gugummer	Gugummer	2	maurer	na
1383	KST s10	Heidelsheim	132233	8.64542	49.10114	Gurk, Gugummer	gurk	gurk	Gurke	1	maurer	na
1384	KST s11	Bruchsal 	128927	8.60102	49.12377	die Gegummer	gegummer	gegummer	Gugummer	1	maurer	na
1385	KST t1	Neuenbürg	132923	8.71854	49.15352	Gugume	gugume	gugummer	Gugummer	1	maurer	na
1386	KST t2	Oberöwisheim	129412	8.6891	49.14532	Gegummer (f)	gegummer	gegummer	Gugummer	1	maurer	na
1387	KST t3	Unteröwisheim	133790	8.66595	49.14423	Gugummer	gugummer	gugummer	Gugummer	1	maurer	na
1388	KST t4	Münzesheim	127625	8.71579	49.12246	Gugummer (f) 	gugummer 	gugummer	Gugummer	1	maurer	na
1389	KST t5	Oberacker	130365	8.71399	49.1087	Gugummer	gugummer	gugummer	Gugummer	1	maurer	na
1390	KST t6	Gochsheim	132619	8.74551	49.10407	Gugummer	gugummer	gugummer	Gugummer	1	maurer	na
1391	KST t7	Flehingen 	134135	8.78694	49.0869	Gorge	gorge	gorke	Gurke	1	maurer	na
1392	KST t8	Zaisenhausen	131359	8.81712	49.10745	Gugummer	gugummer	gugummer	Gugummer	1	maurer	na
1393	KST t9	Bahnbrücken	129879	8.78671	49.11865	Gugummer (f) 	gugummer 	gugummer	Gugummer	1	maurer	na
1394	KST t10	Menzingen	133758	8.77067	49.13931	Gurje, Gugumma	gugumma	gugummer	Gugummer	2	maurer	na
1394	KST t10	Menzingen	133758	8.77067	49.13931	Gurje, Gugumma	gurje	gurie	Gurke	1	maurer	na
1395	KST t11	Landshausen	127753	8.80627	49.14899	Gugummr	gugummr	gugummer	Gugummer	1	maurer	na
1396	KST u1	Gemmingen	133272	8.98358	49.15633	die Guggumma	guggumma	gugummer	Gugummer	1	maurer	na
1397	KST u2	Stebbach	130014	8.96448	49.14676	Gugůmma	gugůmma	gugummere	Gugummer	1	maurer	na
1398	KST u3	Eppingen	129709	8.9098	49.13704	Gugumer	gugumer	gugummer	Gugummer	1	maurer	na
1399	KST u4	Rohrbach (am Giesshübel)	130370	8.85649	49.14055	Gugumer	gugumer	gugummer	Gugummer	1	maurer	na
1400	KST u5	Sulzfeld	132472	8.85671	49.10336	Gugummer (f) 	gugummer 	gugummer	Gugummer	1	maurer	na
1401	KST u6	Mühlbach	131189	8.90301	49.09703	Gugumer (f) 	gugumer 	gugummer	Gugummer	1	maurer	na
1402	KST v1	Schluchtern	131674	9.1026	49.14843	Gurke	gurke	gurke	Gurke	1	maurer	na
1403	KST x 1	Daxlanden	544210	8.33737	49.0022	Gugummer (f) 	gugummer 	gugummer	Gugummer	1	maurer	na
1404	KST y1	Blankenloch	127728	8.47137	49.06482	die Gugummer	gugummer	gugummer	Gugummer	1	maurer	na
1405	KST y 2	Büchig	129185	8.46824	49.04811	Gurje, Gugume, Gugumedeland	gugume	gugummer	Gugummer	2	maurer	na
1405	KST y 2	Büchig	129185	8.46824	49.04811	Gurje, Gugume, Gugumedeland	gurje	gurie	Gurke	1	maurer	na
1405	KST y 2	Büchig	129185	8.46824	49.04811	Gurje, Gugume, Gugumedeland	gugumedeland	gugumedeland	Gugumedeland	3	maurer	na
1406	KST y 3	Hagsfeld	128704	8.45514	49.02773	Gugummer	gugummer	gugummer	Gugummer	1	maurer	Gugummer
1407	KST y 4	Grötzingen	130423	8.49556	49.00711	de Gugumer (m) 	gugumer 	gugummer	Gugummer	1	maurer	na
1408	KST y 5	Rintheim	544410	8.45071	49.0099	d'Gugummer	gugummer	gugummer	Gugummer	1	maurer	na
1409	KST y 6	Karlsruhe	128594	8.40919	49.01038	Gugummer 	gugummer 	gugummer	Gugummer	1	maurer	na
1410	KST y 7	Karlsruhe-Grünwinkel	544408	8.35529	49.0032	Gurge, Gurje	gurge	gurke	Gurke	1	maurer	na
1410	KST y 7	Karlsruhe-Grünwinkel	544408	8.35529	49.0032	Gurge, Gurje	gurje	gurie	Gurke	2	maurer	na
1411	KST y 8	Karlsruhe-Knielingen	131595	8.34437	49.03039	Gugumer	gugumer	gugummer	Gugummer	1	maurer	na
1412	KST y 9	Neureut	127931	8.37902	49.05267	Gegumaer	gegumaer	gegummer	Gugummer	1	maurer	na
1413	KST y 10	Neureut	127931	8.37902	49.05267	Gurge	gurge	gurke	Gurke	1	maurer	na
1414	KST y 11	Eggenstein	133237	8.39572	49.08482	die Gukummer	gukummer	gugummer	Gugummer	1	maurer	na
1415	KST z 1	Obergrombach	128633	8.58542	49.07709	Gugummer, Gurje	gugummer	gugummer	Gugummer	1	maurer	na
1415	KST z 1	Obergrombach	128633	8.58542	49.07709	Gugummer, Gurje	gurje	gurie	Gurke	2	maurer	na
1416	KST z2	Gondelsheim	132056	8.65584	49.0596	Gugummer	gugummer	gugummer	Gugummer	1	maurer	na
1417	KST z3	Dürrenbüchig	131060	8.64747	49.0227	Gurge (f) 	gurge 	gurke	Gurke	1	maurer	na
1418	KST z4	Wössingen	127448	8.61142	49.01017	Gurke, Gugumer 	gugumer 	gugummer	Gugummer	2	maurer	na
1418	KST z4	Wössingen	127448	8.61142	49.01017	Gurke, Gugumer 	gurke	gurke	Gurke	1	maurer	na
1419	KST z5	Wöschbach	127934	8.56737	48.99948	Gugummer	gugummer	gugummer	Gugummer	1	maurer	na
1420	KST z6	Berghausen	132448	8.52712	49.00389	die Gur(i)g, Gugummer 	gurig	gurik	Gurke	3	maurer	na
1420	KST z6	Berghausen	132448	8.52712	49.00389	die Gur(i)g, Gugummer 	gurg	gurk	Gurke	2	maurer	na
1420	KST z6	Berghausen	132448	8.52712	49.00389	die Gur(i)g, Gugummer 	gugummer 	gugummer	Gugummer	1	maurer	na
1421	KST z7	Jöhlingen	132094	8.5744	49.03222	die Gugumer	gugumer	gugummer	Gugummer	1	maurer	na
1422	KST z8	Weingarten	129723	8.53114	49.0533	Gurg	gurg	gurk	Gurke	1	maurer	na
1423	KST A1	Bauerbach	128047	8.74269	49.07514	Gugumer	gugumer	gugummer	Gugummer	1	maurer	na
1424	KST A2	Büchig (bei Bretten)	132322	8.70984	49.0742	die Gugummer	gugummer	gugummer	Gugummer	1	maurer	na
1425	KST A3	Neibsheim (bei Bruchsal)	133841	8.68509	49.07104	Gugumme, Gurge	gugumme	gugummer	Gugummer	1	maurer	na
1425	KST A3	Neibsheim (bei Bruchsal)	133841	8.68509	49.07104	Gugumme, Gurge	gurge	gurke	Gurke	2	maurer	na
1426	KST A4	Gölshausen	133332	8.72322	49.04608	die Gurigä, Gugumma 	gugumma	gugummer	Gugummer	2	maurer	na
1426	KST A4	Gölshausen	133332	8.72322	49.04608	die Gurigä, Gugumma 	gurigä	gurike	Gurke	1	maurer	na
1427	KST A5	Bretten	127648	8.70657	49.03456	der Gugummer	gugummer	gugummer	Gugummer	1	maurer	na
1428	KST A6	Diedelsheim	131816	8.67848	49.04109	Gugumer	gugumer	gugummer	Gugummer	1	maurer	na
1429	KST A7	Rinklingen 	130524	8.6832	49.03485	die Guguma, Gurga	guguma	gugummer	Gugummer	1	maurer	na
1429	KST A7	Rinklingen 	130524	8.6832	49.03485	die Guguma, Gurga	gurga	gurke	Gurke	2	maurer	na
1430	KST A8	Sprantal	133312	8.6823	49.00345	Gugumĕ	gugumĕ	gugummer	Gugummer	1	maurer	na
1431	KST A9	Ruit	133697	8.72435	49.00924	Gugommere	gugommere	gugommere	Gugummer	1	maurer	na
1432	KST B1	Kürnbach	129667	8.84279	49.07732	Gugumma	gugumma	gugummer	Gugummer	1	maurer	na
1433	KST D1	Schleital (Schleithal)	28920	8.04688	48.98799	die Gågummer	gågummer	gagummer	Gugummer	1	maurer	na
1434	KST D2	Salmbach (bei Weißenburg)	35524	8.07143	48.97818	Gugummere	gugummere	gugummere	Gugummer	1	maurer	na
1435	KST D3/1	Niederlauterbach	36417	8.10398	48.97233	d'Gugūmer (f) 	gugūmer 	gugummer	Gugummer	1	maurer	na
1436	KST D3/2	Niederlauterbach	36417	8.10398	48.97233	die Gagōmer	gagōmer	gagommer	Gugummer	1	maurer	na
1437	KST D3/3	Niederlauterbach	36417	8.10398	48.97233	d'Gugumer (f) 	gugumer 	gugummer	Gugummer	1	maurer	na
1438	KST D4	Scheibenhard	35831	8.13481	48.97663	Gugumer (f) 	gugumer 	gugummer	Gugummer	1	maurer	na
1439	KST D5	Neeweiler (Neewiller-près-Lauterbourg)	35450	8.12624	48.95491	die Gugumerä	gugumerä	gugummere	Gugummer	1	maurer	na
1440	KST D6	Motern (Mothern)	34338	8.15128	48.93354	d Gugumer (f) 	gugumer 	gugummer	Gugummer	1	maurer	na
1441	KST D7	Münchhausen (Munchhausen)	29137	8.14635	48.92142	Gugumarä	gugumarä	gugummere	Gugummer	1	maurer	na
1442	KST D8	Winzenbach (Winthenbach)	32377	8.1038	48.9341	die Gagummer	gagummer	gagummer	Gugummer	1	maurer	na
1443	KST D9	Oberlauterbach	36094	8.07041	48.94851	die Gugummer	gugummer	gugummer	Gugummer	1	maurer	na
1444	KST D10	Siegen (Weissenburg)	25854	8.04269	48.9581	d'Gugummer	gugummer	gugummer	Gugummer	1	maurer	na
1445	KST D11	Trimbach	27311	8.0182	48.94347	die Gågumer	gågumer	gagummer	Gugummer	1	maurer	na
1446	KST D12	Kaidenburg (Kaidenbourg)	33448	8.03018	48.94495	die Gāgumer	gāgumer	gagummer	Gugummer	1	maurer	na
1447	KST D13	Kröttweiler (Croettwiller)	33724	8.03043	48.93123	Gagumer	gagumer	gagummer	Gugummer	1	maurer	na
1448	KST D14	Eberbach-Selz	33076	8.06718	48.92481	Gugumere (f) 	gugumere 	gugummere	Gugummer	1	maurer	na
1449	KST E1	Lauterburg (Weissenburg) (Lauterbourg)	34502	8.18046	48.97495	Gugummerä	gugummerä	gugummere	Gugummer	1	maurer	na
1450	KST E2	Neuburgweier	134177	8.26776	48.96981	d'Guerg, d'Guggummer 	guggummer 	gugummer	Gugummer	2	maurer	na
1450	KST E2	Neuburgweier	134177	8.26776	48.96981	d'Guerg, d'Guggummer 	guerg	gurk	Gurke	1	maurer	na
1451	KST E3	Forchheim	130344	8.31683	48.97425	die Gork 	gork 	gork	Gurke	1	maurer	na
1452	KST E4	Mörsch	129038	8.28883	48.96003	Gurk, Gugumer	gugumer	gugummer	Gugummer	2	maurer	na
1452	KST E4	Mörsch	129038	8.28883	48.96003	Gurk, Gugumer	gurk	gurk	Gurke	1	maurer	na
1453	KST E5	Durmersheim	133823	8.2685	48.93129	Gugummer	gugummer	gugummer	Gugummer	1	maurer	na
1454	KST E6	Würmersheim	128041	8.25452	48.94056	Gurke	gurke	gurke	Gurke	1	maurer	na
1455	KST E7	Elchesheim	130448	8.2136	48.93047	Gugummer	gugummer	gugummer	Gugummer	1	maurer	na
1456	KST E8	Illingen	128618	8.20923	48.9349	die Gurig	gurig	gurik	Gurke	1	maurer	na
1457	KST E9	Au am Rhein	133996	8.23933	48.95136	Gugummer, Gurg 	gugummer	gugummer	Gugummer	1	maurer	na
1457	KST E9	Au am Rhein	133996	8.23933	48.95136	Gugummer, Gurg 	gurg 	gurk	Gurke	2	maurer	na
1458	KST F1	Karlsruhe-Beiertheim	544502	8.37277	48.9907	Gurk 	gurk 	gurk	Gurke	1	maurer	na
1459	KST F2	Bulach	544501	8.38244	48.9868	die Gork,Gugommer	gugommer	gugommer	Gugummer	2	maurer	na
1459	KST F2	Bulach	544501	8.38244	48.9868	die Gork,Gugommer	gork	gork	Gurke	1	maurer	na
1460	KST F3	Karlsruhe-Rüppurr	128878	8.406	48.97394	Gugummer (f) 	gugummer 	gugummer	Gugummer	1	maurer	na
1461	KST F4	Wolfartsweier	133497	8.45219	48.97443	Gurge	gurge	gurke	Gurke	1	maurer	na
1462	KST F5	Karlsruhe-Aue	544503	8.46138	48.9881	d'Gurk 	gurk 	gurk	Gurke	1	maurer	na
1463	KST F6	Karlsruhe-Durlach	132760	8.4704	48.99897	die Gugummer	gugummer	gugummer	Gugummer	1	maurer	na
1464	KST F7	Hohenwettersbach	127640	8.47808	48.96713	Gurge, Gugummer 	gugummer	gugummer	Gugummer	2	maurer	na
1464	KST F7	Hohenwettersbach	127640	8.47808	48.96713	Gurge, Gugummer 	gurge	gurke	Gurke	1	maurer	na
1465	KST F8	Grünwettersbach	133069	8.46671	48.95784	Gugummer 	gugummer 	gugummer	Gugummer	1	maurer	na
1466	KST F9	Palmbach	131675	8.48266	48.94683	Gurk, Gugummer	gugummer	gugummer	Gugummer	2	maurer	na
1466	KST F9	Palmbach	131675	8.48266	48.94683	Gurk, Gugummer	gurk	gurk	Gurke	1	maurer	na
1467	KST F10	Busenbach	130430	8.46237	48.93179	d'Gurge	gurge	gurke	Gurke	1	maurer	na
1468	KST F11	Reichenbach bei Ettlingen	127631	8.47546	48.92348	Gugumer	gugumer	gugummer	Gugummer	1	maurer	na
1469	KST F12	Ettlingenweier	129278	8.38589	48.92887	Gurge, Gummere 	gummere 	gummere	Gummer	2	maurer	na
1469	KST F12	Ettlingenweier	129278	8.38589	48.92887	Gurge, Gummere 	gurge	gurke	Gurke	1	maurer	na
1470	KST F13	Bruchhausen bei Ettlingen	133090	8.371	48.92716	Gurg, Gurje	gurg	gurk	Gurke	1	maurer	na
1470	KST F13	Bruchhausen bei Ettlingen	133090	8.371	48.92716	Gurg, Gurje	gurje	gurie	Gurke	2	maurer	na
1471	KST F14/1	Ettlingen 	129117	8.40245	48.94247	Gugummer, Gegummer	gugummer	gugummer	Gugummer	1	maurer	na
1471	KST F14/1	Ettlingen 	129117	8.40245	48.94247	Gugummer, Gegummer	gegummer	gegummer	Gugummer	2	maurer	na
1472	KST F14/2	Ettlingen	129117	8.40245	48.94247	Gugummer (f) 	gugummer 	gugummer	Gugummer	1	maurer	na
1473	KST G1	Söllingen	131761	8.5425	48.98622	Gurke, Gukumer	gurke	gurke	Gurke	1	maurer	na
1473	KST G1	Söllingen	131761	8.5425	48.98622	Gurke, Gukumer	gukumer	gugummer	Gugummer	2	maurer	na
1474	KST G2	Kleinsteinbach	132806	8.55383	48.96613	Gurige, Gugummer	gugummer	gugummer	Gugummer	2	maurer	na
1474	KST G2	Kleinsteinbach	132806	8.55383	48.96613	Gurige, Gugummer	gurige	gurike	Gurke	1	maurer	na
1475	KST G3	Singen bei Pforzheim	133322	8.56804	48.95764	Gugo̊mmå	gugo̊mmå	gugommer	Gugummer	1	maurer	na
1476	KST G4	Wilferdingen	127330	8.57281	48.9487	Gugomer	gugomer	gugommer	Gugummer	1	maurer	na
1477	KST G5	Nöttingen	129264	8.56916	48.93008	Gugummer	gugummer	gugummer	Gugummer	1	maurer	na
1478	KST G6	Mutschelbach	129882	8.53428	48.94409	die Gurk, die Gugomer 	gugomer 	gugommer	Gugummer	2	maurer	na
1478	KST G6	Mutschelbach	129882	8.53428	48.94409	die Gurk, die Gugomer 	gurk	gurk	Gurke	1	maurer	na
1479	KST G7	Stupferich	128645	8.51098	48.95396	Gugummer	gugummer	gugummer	Gugummer	1	maurer	na
1480	KST G8	Königsbach	131831	8.61207	48.96515	Gugomå (m) 	gugomå 	gugommer	Gugummer	1	maurer	na
1481	KST G9	Stein bei Pforzheim	131500	8.6446	48.9626	Gugumer	gugumer	gugummer	Gugummer	1	maurer	na
1482	KST G10	Bilfingen	128140	8.61996	48.95027	Gugommer	gugommer	gugommer	Gugummer	1	maurer	na
1483	KST G11	Ersingen	129584	8.63492	48.93324	d'Gurge, d'Gugummer 	gugummer 	gugummer	Gugummer	2	maurer	Gugummer 
1483	KST G11	Ersingen	129584	8.63492	48.93324	d'Gurge, d'Gugummer 	gurge	gurke	Gurke	1	maurer	na
1484	KST H1	Nussbaum	131125	8.69353	48.98977	Gugumer (m) 	gugumer 	gugummer	Gugummer	1	maurer	na
1485	KST H2	Bauschlott	133206	8.72785	48.97051	die Gugummer, Gurk 	gugummer	gugummer	Gugummer	1	maurer	na
1485	KST H2	Bauschlott	133206	8.72785	48.97051	die Gugummer, Gurk 	gurk 	gurk	Gurke	2	maurer	na
1486	KST H3	Göbrichen	132956	8.70848	48.95808	der Gugummer	gugummer	gugummer	Gugummer	1	maurer	na
1487	KST H4	Eisingen	128481	8.66865	48.94773	Gugummer	gugummer	gugummer	Gugummer	1	maurer	na
1488	KST H5	Dürrn	133306	8.75615	48.95653	Gugummer	gugummer	gugummer	Gugummer	1	maurer	na
1489	KST H6	Kieselbronn	132736	8.75287	48.93453	Gugommer	gugommer	gugommer	Gugummer	1	maurer	na
1490	KST H7	Niefern	130987	8.77601	48.91977	Gugommer	gugommer	gugommer	Gugummer	1	maurer	na
1491	KST L1	Bühl (Buhl)	35189	8.00666	48.91753	Gogumer	gogumer	gagummer	Gugummer	1	maurer	na
1492	KST L2	Niederrödern/Elsass	36373	8.04105	48.90576	die Gurke, die Gagummer	gagummer	gagummer	Gugummer	2	maurer	na
1492	KST L2	Niederrödern/Elsass	36373	8.04105	48.90576	die Gurke, die Gagummer	gurke	gurke	Gurke	1	maurer	na
1493	KST L3	Schaffhausen (Schaffhouse-près-Selz)	25732	8.10006	48.9087	Gummere, Gugummere	gummere	gummere	Gummer	1	maurer	na
1493	KST L3	Schaffhausen (Schaffhouse-près-Selz)	25732	8.10006	48.9087	Gummere, Gugummere	gugummere	gugummere	Gugummer	2	maurer	na
1494	KST L4	Selz (Seltz)	26997	8.10383	48.89457	d'Gagummer	gagummer	gagummer	Gugummer	1	maurer	na
1495	KST L5	Plittersdorf bei Rastatt	134010	8.15649	48.88249	Gurge	gurge	gurke	Gurke	1	maurer	na
1496	KST L6	Ottersdorf	134028	8.15398	48.86103	die Gurk, der Gugummer	gugummer	gugummer	Gugummer	2	maurer	na
1496	KST L6	Ottersdorf	134028	8.15398	48.86103	die Gurk, der Gugummer	gurk	gurk	Gurke	1	maurer	na
1497	KST L7	Wintersdorf	130879	8.13451	48.84595	Guorke	guorke	gurke	Gurke	1	maurer	na
1498	KST L8	Roppenheim	25276	8.05791	48.8465	d'Gagūmärä	gagūmärä	gagummere	Gugummer	1	maurer	na
1499	KST L9	Leutenheim	29501	8.02175	48.843	Gagummer (f) 	gagummer 	gagummer	Gugummer	1	maurer	na
1500	KST L10	Forstfeld	25165	8.03702	48.859	Gågummer	gågummer	gagummer	Gugummer	1	maurer	na
1501	KST L11	Kesseldorf (Weissenburg)	32177	8.06748	48.87606	Gågummer (f) 	gågummer 	gagummer	Gugummer	1	maurer	na
1502	KST L12	Beinheim (Weissenburg)	28246	8.08253	48.86153	die Gogummer	gogummer	gagummer	Gugummer	1	maurer	na
1503	KST M1	Steinmauern	133799	8.19956	48.90045	die Gurk 	gurk 	gurk	Gurke	1	maurer	na
1504	KST M2	Bietigheim	128406	8.25343	48.91099	die Gu(er)k 	guk 	gurk	Gurke	1	maurer	na
1504	KST M2	Bietigheim	128406	8.25343	48.91099	die Gu(er)k 	guerk 	gurk	Gurke	2	maurer	na
1505	KST M3	Ötigheim	127975	8.23212	48.89333	Gugumer 	gugumer 	gugummer	Gugummer	1	maurer	na
1506	KST M4	Muggensturm	130284	8.2763	48.87021	der Guggummer	guggummer	gugummer	Gugummer	1	maurer	na
1507	KST M5	Waldprechtsweier	131094	8.33173	48.8612	die Gurje, Gugummer 	gugummer 	gugummer	Gugummer	2	maurer	na
1507	KST M5	Waldprechtsweier	131094	8.33173	48.8612	die Gurje, Gugummer 	gurje	gurie	Gurke	1	maurer	na
