	Fragebogen_maurer	Fragebogen_DWA	Ort	Koordinaten	item_maurer	item_DWA	Levenshtein_item	phontype_maurer	phontype_DWA	Levenshtein_phontype	lextype_maurer	lextype_DWA	Levenshtein_lextype
0	na	III_8_0107	Bühl	8.13592, 48.69536	na	hosenklemmer	999	na	hosenklemmer	999	na	Hosenklemmer	999
