	Fragebogen_maurer	Fragebogen_DWA	Ort	Koordinaten	item_maurer	item_maurer_align	item_DWA	item_DWA_align	Levenshtein_item
413	Co X 16	III_16_0096	Inzlingen, Inzlingen	7.68772, 47.58811	pflūme	p f l ū m e	pflume	p f l u m e	1
414	Hag X 11	III_7_0090	Bernolsheim, Bernolsheim	7.69085, 48.75532	pflümm	p f l ü mm	pflüme	p f l ü m e	1
415	Co Xa 5	III_17_0039, III_17_0040, III_17_0038	Wyhlen, Wyhlen	7.69103, 47.54989	pfluume	p f l uu m e	pflaume	p f l a u m e	1
416	Co X 6	III_16_0094, III_16_0095	Brombach (/Maulburg, aber gestrichen), Brombach	7.69236, 47.63395	pflūmĕ	p f l ū m ĕ	pflume	p f l u m e	2
417	Stra o 10	III_9_0046	Mittelhausbergen, Mittelhausbergen	7.69275, 48.61406	plǖm	p l ǖ m	pflüm	p f l ü m	2
418	Hag B 2	III_4_0080	Obersteinbach, Obersteinbach	7.69364, 49.03549	plüme	p l ü m e	pflüme	p f l ü m e	1
419	Co X 5	III_16_0093	Hauingen, Hauingen	7.69375, 47.64287	pflume	p f l u m e	pflumä	p f l u m ä	1
420	Co u 16	III_13_0129	Munzingen, Munzingen	7.69883, 47.96873	pflume	p f l u m e	pfluume	p f l uu m e	1
421	Co J3	III_14_0153	Schweighof, Schweighof	7.69904, 47.80743	pflūme	p f l ū m e	pflume	p f l u m e	1
422	Stra o 9	III_9_0047	Niederhausbergen, Niederhausbergen	7.70033, 48.62313	pflüm	p f l ü m	pflümme	p f l ü mm e	2
423	Stra o 4	III_9_0075	Lamgertheim, Lamgertheim	7.70087, 48.65016	pflüme	p f l ü m e	pflümm	p f l ü mm	1
424	Co f 1	III_12_0122, III_12_0120, III_12_0121	Endingen, Endingen	7.70312, 48.1419	pfluma	p f l u m a	pflume	p f l u m e	1
425	Hag J 12	III_5_0073	Nehweiler (Nehwiller), Nehweiler	7.70322, 48.96072	pflüm	p f l ü m	pfluume	p f l uu m e	3
426	Co B11	III_14_0052, III_14_0053	Bad Krozingen, Bad Krozingen	7.70333, 47.91813	pflume	p f l u m e	pfluem	p f l u e m	2
427	Co B6	III_14_0064, III_14_0062	Sulzburg, Sulzburg	7.70727, 47.84122	pflüme	p f l ü m e	pflume	p f l u m e	1
428	Stra g 2	III_8_0084	Brumath, Brumath	7.71045, 48.73026	pflümme	p f l ü mm e	pflüme	p f l ü m e	1
429	Stra v 5, Stra v 4	III_10_0042	Illkirch-Grafenstaden, Illkirch-Grafenstaden	7.71183, 48.5288	pflümm	p f l ü mm	pflaume	p f l a u m e	3
430	Stra Y 1	III_12_0171	Niederhausen, Niederhausen	7.71317, 48.23982	pflüm	p f l ü m	pflümaͤ	p f l ü m a ͤ	2
431	Co u 17	III_13_0130	Mengen, Mengen	7.71392, 47.95851	pflume	p f l u m e	pflumê	p f l u m ê	1
432	Hag Q 3	III_6_0071	Forstheim, Forstheim	7.71468, 48.89506	pflüeme	p f l ü e m e	pflüme	p f l ü m e	1
433	Stra C 2	III_10_0111	Eschau, Eschau	7.71556, 48.48796	pflüm	p f l ü m	pflümme	p f l ü mm e	2
434	Hag J 11	III_5_0074	Fröschweiler (Frœschwiller), Fröschweiler	7.72171, 48.94318	pflǖm	p f l ǖ m	pflühm	p f l ü h m	2
435	Co B10	III_14_0057	Grunern bei Müllheim, Grunern	7.72184, 47.87162	pflüeme	p f l ü e m e	pflume	p f l u m e	2
436	Co n 12	III_13_0048, III_13_0050, III_13_0051, III_13_0049	Bötzingen, Bötzingen	7.72593, 48.07743	pflume	p f l u m e	pflueme	p f l u e m e	1
437	Co X 1	III_16_0097	Hägelberg, Hägelberg	7.72778, 47.66132	pplūme	pp l ū m e	pflume	p f l u m e	2
