	Fragebogen_maurer	Fragebogen_DWA	Ort	Koordinaten	item_maurer	item_maurer_align	item_DWA	item_DWA_align	Levenshtein_item
0	Stra Q 6	III_11_0103	Müttersholz (Muttersholtz), Muttersholz	7.53321, 48.2674	brünōl	b r ü n ō l	brünol	b r ü n o l	1
1	Co P8	III_15_0045	Bamlach, Bamlach	7.54942, 47.71753	brunolle	b r u n o ll e	brunollen	b r u n o ll e n	1
