Ort	Longitude	Latitude	Levenshtein Item Min	z_score	morans_i
Mettenberg	8.26708	47.75087	0	-0.6063015950399561	-0.21943139247271695
Birkendorf	8.3126	47.74971	2	0.3341873922037386	0.12992080401058856
Hürrlingen	8.28505	47.72465	3	0.8044318858255859	0.4550125616142423
Riedern im Wald	8.29113	47.71786	0	-0.6063015950399561	-0.3278721336779478
Uhlingen	8.31845	47.7201	1	-0.13605710141810876	-0.07820800184458494
Krenkingen	8.30454	47.68312	2	0.3341873922037386	0.2360516672001044
Berau	8.25823	47.69472	0	-0.6063015950399561	-0.1321296574705596
Aichen, Aichen	8.26226	47.67494	0	-0.6063015950399561	-0.17741028500023617
Dietlingen	8.24371	47.67342	0	-0.6063015950399561	-0.1392443016270071
Nöggenschwiel	8.21364	47.69246	0	-0.6063015950399561	-0.188750918772565
Bierbronnen	8.18848	47.6749	2	0.3341873922037386	0.19920004801580385
Stühlingen	8.44659	47.74541	2	0.3341873922037386	0.2967857593504311
Eberfingen	8.42708	47.72036	9	3.62589884755667	2.34776647859424
Mauchen	8.39032	47.73994	1	-0.13605710141810876	-0.1152943664479008
Obermettingen	8.35956	47.7213	2	0.3341873922037386	0.21810788021235183
Untermettingen	8.34615	47.70245	2	0.3341873922037386	0.2662185247806757
Obereggingen, Obereggingen	8.38631	47.70175	0	-0.6063015950399561	-0.6888439751162185
Untereggingen	8.39385	47.69277	1	-0.13605710141810876	-0.1634162005264237
Ofteringen	8.37663	47.67838	9	3.62589884755667	3.018475574807793
Degernau	8.38187	47.66635	1	-0.13605710141810876	-0.1200802954506411
Bietingen	8.73023	47.73862	3	0.8044318858255859	0.12647500341019727
Gotttmadingen, Gotttmadingen	8.77716	47.73498	9	3.62589884755667	0.08091655237989133
Gailingen	8.75499	47.69685	0	-0.6063015950399561	-0.1686164705078529
Büsingen	8.69282	47.69702	1	-0.13605710141810876	-0.04193953108217064
Überlingen am Ried	8.89807	47.73495	2	0.3341873922037386	0.020263612988709698
Worblingen	8.86677	47.72492	1	-0.13605710141810876	-0.02245602968785686
Bohlingen	8.8965	47.72199	2	0.3341873922037386	0.03424719402330999
Moos	8.93316	47.7259	0	-0.6063015950399561	-0.06286174224292283
Radolfzell, Radolfzell, Radolfzell	8.97017	47.74493	8	3.1556543539348225	0.20854463025358644
Bankholzen	8.92989	47.7082	2	0.3341873922037386	0.021647005706755495
Weiler und Iznang	8.95347	47.70847	1	-0.13605710141810876	-0.014927451616762136
Horn	8.99438	47.69562	1	-0.13605710141810876	-0.040001580544536355
Gaienhofen	8.9829	47.68263	2	0.3341873922037386	0.08247024489227135
Hemmenhofen	8.96502	47.67294	1	-0.13605710141810876	-0.021719851234097465
Schienen	8.90035	47.68774	1	-0.13605710141810876	-0.007430045655708082
Rieslasingen	8.83715	47.73231	0	-0.6063015950399561	-0.11025677507021057
Dettingen	9.117	47.73485	1	-0.13605710141810876	-0.06571161863631353
Kaltbrunn	9.07201	47.73526	8	3.1556543539348225	0.970995233666103
Markelfingen	9.00452	47.74143	3	0.8044318858255859	0.3096575002081523
Allensbach	9.06699	47.71535	2	0.3341873922037386	0.14063805920230615
Reichenau	9.06125	47.69789	2	0.3341873922037386	0.144360766305904
Dingelsdorf	9.15648	47.7384	8	3.1556543539348225	1.829440845642273
Segeten, Segeten	8.02357	47.65954	0	-0.6063015950399561	-0.49908724986127206
Herrischried	8.00161	47.66587	9	3.62589884755667	2.596872053630158
Hogschür	8.01475	47.64742	9	3.62589884755667	2.4981609396941344
Luttingen, Luttingen und Grunholz	8.09878	47.57252	0	-0.6063015950399561	-0.2279939587836029
Oberwihl	8.04597	47.62098	0	-0.6063015950399561	-0.4470911299097741
Niederwihl	8.07095	47.61851	0	-0.6063015950399561	-0.38876405126250196
Rüsswihl	8.07093	47.63063	9	3.62589884755667	2.0359348282697365
Görwihl	8.07817	47.64186	0	-0.6063015950399561	-0.45673059938418603
Rotzingen	8.0762	47.66588	1	-0.13605710141810876	-0.14481890011387483
Oberalpfen	8.15262	47.65791	3	0.8044318858255859	0.47278378808392474
Unteralpfen	8.13573	47.64543	2	0.3341873922037386	0.1609266388472681
Birkingen	8.1477	47.62511	2	0.3341873922037386	0.13710334919443934
Birndorf	8.13384	47.62519	3	0.8044318858255859	0.23534157670269304
Buch über Waldshut	8.11336	47.61399	9	3.62589884755667	1.1120019989740693
Albruck-Kiesenbach	8.14411	47.60046	0	-0.6063015950399561	-0.13285643402217778
Albert	8.11012	47.58535	9	3.62589884755667	0.6344525445366908
Hochsal	8.08003	47.5887	1	-0.13605710141810876	-0.051324968001496725
Rotzel	8.06151	47.59473	0	-0.6063015950399561	-0.23941554848801094
Hänner, Hänner	8.03004	47.59489	1	-0.13605710141810876	-0.0643437938355511
Schachen	8.09406	47.60368	1	-0.13605710141810876	-0.08424407984152266
Rippolingen und Harpolingen	8.00062	47.57274	0	-0.6063015950399561	-0.18139201503641586
Rippolingen und Harpolingen	7.9892	47.57843	0	-0.6063015950399561	-0.2139260434662873
Murg	8.02352	47.55376	0	-0.6063015950399561	-0.25712012133431605
Niederhof, Niederhof	8.03951	47.56938	2	0.3341873922037386	0.16176917516927175
Oberhof	8.0324	47.58493	1	-0.13605710141810876	-0.06480444954140367
Binzgen	8.06143	47.57622	0	-0.6063015950399561	-0.2459260354384972
Laufenburg (Baden)	8.0908	47.58055	0	-0.6063015950399561	-0.2645983519441008
Weilheim, Weilheim	8.24051	47.65862	0	-0.6063015950399561	-0.1392443016270071
Indlekofen	8.22113	47.65889	1	-0.13605710141810876	-0.03181554897336762
Schmitzingen, Schmitzingen	8.19315	47.65491	3	0.8044318858255859	0.32951945873885286
Waldkirch, Waldkirch	8.17132	47.65851	1	-0.13605710141810876	-0.05257928956521727
Eschbach, Eschbach	8.18086	47.6336	2	0.3341873922037386	0.14264960879711147
Waldshut	8.21445	47.6237	0	-0.6063015950399561	-0.061547992022059766
Gurtweil	8.24698	47.64159	10	4.096143341178517	0.11395337669105304
Tiengen, Tiengen	8.28181	47.63443	1	-0.13605710141810876	-0.06289497138713705
Breitenfeld, Breitenfeld	8.30617	47.65178	1	-0.13605710141810876	-0.07350564225225278
Detzeln	8.32062	47.66643	10	4.096143341178517	2.283447547912314
Unterlauchringen	8.30394	47.63095	3	0.8044318858255859	0.4233371489923976
Oberlauchringen	8.32685	47.62036	0	-0.6063015950399561	-0.31072010797540095
Kadelburg, Kadelburg	8.29552	47.60851	0	-0.6063015950399561	-0.31880480926351057
Rheinheim	8.30495	47.58771	0	-0.6063015950399561	-0.3555881525884918
Reckingen	8.33116	47.57477	1	-0.13605710141810876	-0.061850250384015995
Erzingen, Erzingen	8.42011	47.66108	1	-0.13605710141810876	-0.12236523174933232
Rechberg	8.39987	47.6501	2	0.3341873922037386	0.26759539502391305
Schwerzen	8.35642	47.64323	2	0.3341873922037386	0.15683246515793084
Horheim, Horheim	8.34737	47.64854	2	0.3341873922037386	0.16122743405440382
Wutöschingen	8.36613	47.65918	9	3.62589884755667	2.7389760218139934
Weisweil	8.45797	47.64517	2	0.3341873922037386	0.21605208879780527
Riedern am Sand (im SprachGIS: Unter Riedern)	8.4462	47.6245	0	-0.6063015950399561	-0.43436996229435293
Bühl	8.4644	47.61616	9	3.62589884755667	1.1753847228082097
Dettighofen, Dettighofen	8.48357	47.62374	2	0.3341873922037386	0.17563733721563868
Stetten (bei Waldshut)	8.4393	47.59011	0	-0.6063015950399561	-0.3722182328995733
Bergöschingen	8.42093	47.59537	0	-0.6063015950399561	-0.3503669038306632
Grießen	8.4114	47.62774	1	-0.13605710141810876	-0.10642390234798588
Geißlingen	8.39181	47.61975	9	3.62589884755667	1.8440118417133726
Küßnach	8.36574	47.59396	7	2.6854098603129755	1.3865673508171632
Lienheim	8.37469	47.5721	0	-0.6063015950399561	-0.32902874359820256
Altenburg	8.59899	47.65513	2	0.3341873922037386	0.04791805305385029
Jestetten	8.57572	47.65297	2	0.3341873922037386	0.05949697343502028
Lottstetten	8.56963	47.62576	2	0.3341873922037386	0.05949697343502028
Baltersweil, Baltersweil	8.51054	47.63723	1	-0.13605710141810876	-0.07059145887902571
Öhningen	8.89136	47.66162	1	-0.13605710141810876	-0.012328715723912514
Wangen	8.93161	47.6599	1	-0.13605710141810876	-0.015694410279447946
Knöringen  (Knœringue) (im Elsass)	7.4042	47.5624	1	-0.13605710141810876	0.015493619075176298
