Ort	Longitude	Latitude	Levenshtein Item Min	z_score	morans_i
Mudau-Langenelz	9.20495	49.51744	8	3.0628364292291694	1.5852873876897864
Unterneudorf	9.27534	49.52921	0	-0.7988067812025565	-0.5953609528562592
Steinbach	9.24327	49.54854	3	0.6493094227093406	0.2724570346360427
Hornbach (Hettingenbeuern)	9.29012	49.591	8	3.0628364292291694	0.651588355830876
Hainstadt	9.33082	49.53905	1	-0.31610137989859083	-0.11512650958656405
Hettingen	9.36644	49.5194	0	-0.7988067812025565	-0.15786492791165735
Rinschheim	9.39249	49.51369	2	0.16660402140537486	-0.02437375923923883
Altheim	9.4436	49.51915	1	-0.31610137989859083	0.023676776825768513
Waldstetten	9.44893	49.5647	1	-0.31610137989859083	-0.023674137212921928
Bretzingen	9.48682	49.57826	0	-0.7988067812025565	0.2049638188129484
Erfeld	9.49597	49.55416	0	-0.7988067812025565	0.13320358455183506
Pülfringen	9.52624	49.58149	0	-0.7988067812025565	0.2968489203251667
Brehmen	9.55454	49.56839	2	0.16660402140537486	-0.03515813683193527
Buch	9.55592	49.53858	1	-0.31610137989859083	0.0410735929837517
Gerichtstetten	9.5049	49.53499	2	0.16660402140537486	-0.023536864369117172
Eubigheim	9.53977	49.5018	1	-0.31610137989859083	0.009103183369926986
Epplingen	9.62742	49.5054	2	0.16660402140537486	0.012987482778614654
Kupprichhausen-Lengenrieden	9.62002	49.52627	1	-0.31610137989859083	0.07601869612040844
Heckfeld	9.63713	49.55077	0	-0.7988067812025565	0.10224845460232007
Oberlauda	9.67912	49.56608	1	-0.31610137989859083	0.06335759964277411
Lauda	9.70203	49.5702	0	-0.7988067812025565	0.07051992488539799
Gerlachsheim, Gerlachsheim	9.71775	49.57998	0	-0.7988067812025565	0.10285769974149075
Marbach	9.7264	49.56581	1	-0.31610137989859083	0.0343080141763707
Kützbrunn	9.76136	49.58159	3	0.6493094227093406	-0.16495647295780258
Messelhausen	9.7887	49.5756	4	1.1320148240133063	-0.18455287689387204
Oberbalbach, Oberbalbach	9.7938	49.53997	3	0.6493094227093406	-0.09757992343238958
Unterbalbach	9.74711	49.52779	3	0.6493094227093406	-0.03708565459110102
Königshofen	9.73105	49.54759	0	-0.7988067812025565	0.05125632336886856
Beckstein	9.70422	49.54668	4	1.1320148240133063	-0.14730583788954552
Oberschüpf	9.67687	49.52252	1	-0.31610137989859083	0.044770035848118665
Unterschüpf	9.68922	49.51437	1	-0.31610137989859083	0.020541959766844285
Sachsenflur	9.71	49.52377	3	0.6493094227093406	-0.0909863015754225
Feudenheim, Feudenheim	8.53299	49.4864	0	-0.7988067812025565	-0.7611902437059338
Ilvesheim	8.56668	49.47129	1	-0.31610137989859083	-0.3837094157141202
Ladenburg	8.61098	49.47244	2	0.16660402140537486	0.10648571023364828
Neckarhausen	8.60233	49.46433	1	-0.31610137989859083	-0.24083635630482986
Edingen	8.61196	49.44847	0	-0.7988067812025565	-0.6045397186249333
Heidelberg-Wieblingen	8.64805	49.42539	2	0.16660402140537486	0.0868025793490091
Leutershausen	8.65616	49.49821	7	2.5801310279252037	1.4347622597065677
Schrießheim	8.66514	49.47649	2	0.16660402140537486	0.1478404017692953
Dossenheim	8.66806	49.44988	1	-0.31610137989859083	-0.32231024653996854
Handschuhsheim, Heidelberg-Handschuhsheim, Heidelberg-Handschuhsheim	8.68613	49.42774	0	-0.7988067812025565	-0.7922265809978379
Ziegelhausen	8.75688	49.41876	4	1.1320148240133063	0.962125774794454
Wilhelmsfeld	8.7544	49.47018	3	0.6493094227093406	0.7656174339198402
Altenbach / Schriesheim	8.73843	49.48622	9	3.5455418305331348	3.481064840460668
Heiligkreuzsteinach	8.79709	49.48538	8	3.0628364292291694	2.3910803953671125
Altneudorf	8.80481	49.46366	4	1.1320148240133063	1.0377758976413611
Schönau bei Heidelberg	8.80977	49.43706	9	3.5455418305331348	3.099018266026379
Brombach (bei Hirschhorn)	8.8675	49.48863	3	0.6493094227093406	0.34330668629927497
Eberbach	8.98755	49.46322	0	-0.7988067812025565	-0.1433824591576646
Rockenau	8.99904	49.44673	0	-0.7988067812025565	-0.2230070313866155
Pleutersbach	8.95293	49.45367	1	-0.31610137989859083	-0.08221365657093106
Allemühl, Allemühl	8.95618	49.42613	1	-0.31610137989859083	-0.07684650971166819
Moosbrunn	8.92878	49.42533	3	0.6493094227093406	0.1987293008245997
Neckarhäuserhof	8.88191	49.41513	0	-0.7988067812025565	-0.5672461102042606
Oberdielbach, Oberdielbach	9.05361	49.44781	1	-0.31610137989859083	-0.14723853516559418
Schollbrunn	9.07962	49.43431	0	-0.7988067812025565	-0.31706811466770585
Zwingenberg	9.04439	49.41287	3	0.6493094227093406	0.2879399167447264
Fahrenbach	9.14987	49.43091	2	0.16660402140537486	0.06623949149094385
Waldkatzenbach	9.05484	49.45603	2	0.16660402140537486	0.07733711383920461
Robern	9.16265	49.45394	3	0.6493094227093406	0.48542923125068593
Mülben	9.09946	49.46414	9	3.5455418305331348	1.0547117812954478
Einbach	9.24238	49.48477	2	0.16660402140537486	0.03881755166257689
Laudenberg	9.21457	49.48066	2	0.16660402140537486	0.06633406439446306
Balsbach	9.17362	49.47895	0	-0.7988067812025565	-0.5160088190201623
Scheringen	9.23513	49.46663	1	-0.31610137989859083	-0.08375509125561861
Limbach	9.21181	49.46142	3	0.6493094227093406	0.262087143549182
Krumbach	9.18402	49.45323	3	0.6493094227093406	0.33579498998232404
Trienz	9.16956	49.44002	2	0.16660402140537486	0.11109296528852432
Rittersbach	9.23597	49.42445	0	-0.7988067812025565	-0.058101815726979214
Heidersbach	9.2468	49.45517	1	-0.31610137989859083	-0.06958174273641421
Großeicholzheim	9.28966	49.44361	0	-0.7988067812025565	-0.101881829227325
Eberstadt	9.3666	49.47727	3	0.6493094227093406	-0.1363549223235635
Schlierstadt	9.36816	49.45257	5	1.614720225317272	-0.5415937921490394
Seckach	9.33368	49.44238	3	0.6493094227093406	-0.2128934775332469
Zimmern, Zimmern	9.37304	49.43313	0	-0.7988067812025565	0.14877674258916587
Osterburken	9.42838	49.4308	0	-0.7988067812025565	-0.11419632747726383
Bronnacker	9.48305	49.4446	2	0.16660402140537486	0.021442274703954312
Sindolsheim	9.45384	49.48715	2	0.16660402140537486	0.025330351523381582
Götzingen	9.39465	49.49693	3	0.6493094227093406	-0.08910000257618421
Rosenberg	9.4752	49.45583	1	-0.31610137989859083	-0.02945726083040331
Bofsheim	9.41226	49.4714	1	-0.31610137989859083	-0.0029394623202543403
Hohenstadt	9.51685	49.49168	2	0.16660402140537486	0.029567462812121265
Hirschlanden	9.50074	49.47297	7	2.5801310279252037	0.10065636757806358
Berolzheim	9.54042	49.4749	3	0.6493094227093406	0.09807522211149147
Schillingstadt	9.57461	49.46035	1	-0.31610137989859083	-0.21598028508132863
Schwabhausen, Schwabhausen	9.60196	49.45569	6	2.097425626621238	0.9125786311220984
Windischbuch	9.62194	49.43593	0	-0.7988067812025565	-0.42901099343803045
Oberwittstadt	9.55565	49.43027	0	-0.7988067812025565	-0.2256899330706351
Uiffingen	9.59227	49.50171	1	-0.31610137989859083	-0.057578481504470244
Angeltürn	9.59726	49.48572	1	-0.31610137989859083	-0.18907143672259608
Wölchingen	9.63011	49.48494	0	-0.7988067812025565	-0.3840426423050336
Dainbach-Herold	9.71553	49.49662	2	0.16660402140537486	0.023782137174756024
Schweigern	9.66576	49.49224	1	-0.31610137989859083	-0.04488647912015428
Bobstadt	9.67398	49.46607	2	0.16660402140537486	0.06719844777244528
Assamstadt	9.68738	49.42689	0	-0.7988067812025565	-0.36838522647592636
Brühl	8.53485	49.3951	8	3.0628364292291694	1.038447054442282
Schwetzingen, Schwetzingen	8.57064	49.38567	2	0.16660402140537486	0.1269921486133778
Plankstadt	8.59271	49.39179	0	-0.7988067812025565	-0.17328983520250904
Eppelheim	8.62885	49.40164	3	0.6493094227093406	0.17396144640404768
Sandhausen	8.65837	49.34236	0	-0.7988067812025565	-0.3964396609610806
Oftersheim	8.58107	49.36823	4	1.1320148240133063	0.7982267586208106
Ketsch	8.52432	49.3678	2	0.16660402140537486	0.15613579122853247
Heidelberg-Rohrbach	8.69	49.38005	1	-0.31610137989859083	-0.042318141076301954
Leimen, Leimen, Leimen	8.68891	49.34902	0	-0.7988067812025565	-0.39819073195818944
Ochsenbach	8.73932	49.33778	0	-0.7988067812025565	-0.3942277502024424
Gauangelloch	8.75579	49.34078	8	3.0628364292291694	0.6161167647348766
Mauer	8.79767	49.34127	0	-0.7988067812025565	-0.34526575379182384
Bammental	8.77604	49.35511	3	0.6493094227093406	0.14468562041170538
Wiesenbach	8.80354	49.36103	2	0.16660402140537486	0.02768915356633868
Waldhilsbach	8.77179	49.3721	2	0.16660402140537486	0.043903289365811775
Neckargemünd	8.79751	49.39508	0	-0.7988067812025565	-0.7013469866838856
Schlierbach, Schlierbach	8.76062	49.41501	9	3.5455418305331348	2.763166609453508
Dilsberg	8.8362	49.39832	5	1.614720225317272	1.553260636169348
Waldwimmersbach	8.89219	49.37538	0	-0.7988067812025565	-0.33430035008122694
Lobenfeld	8.8718	49.35884	0	-0.7988067812025565	-0.15890948937549454
Mönchzell	8.85327	49.33612	1	-0.31610137989859083	-0.13351965488451825
Reichartshausen	8.94509	49.35547	8	3.0628364292291694	0.6345052027326619
Unterschwarzach	8.98202	49.36856	9	3.5455418305331348	0.7936441961760277
Michelbach	8.96532	49.37259	1	-0.31610137989859083	-0.05184920329108503
Haag	8.92912	49.39429	5	1.614720225317272	0.40606282462242577
Schwanheim, Schwanheim	8.97596	49.40194	2	0.16660402140537486	0.06125551935453052
Schönbrunn, Schönbrunn	8.92851	49.41228	1	-0.31610137989859083	-0.11558418684426541
Epfenbach	8.91088	49.33719	6	2.097425626621238	0.6859816215596526
Neunkirchen	9.00887	49.38789	4	1.1320148240133063	0.4267146647612562
Guttenbach	9.07142	49.38983	7	2.5801310279252037	0.10513712298151226
Reichenbuch	9.09708	49.39371	0	-0.7988067812025565	-0.07434189306253856
Binau	9.0577	49.36658	1	-0.31610137989859083	-0.022212217668366716
Mörtelstein	9.04246	49.35708	1	-0.31610137989859083	-0.008443497066592445
Asbach	9.02562	49.34133	1	-0.31610137989859083	-0.12965800667925814
Obrigheim	9.09608	49.35186	2	0.16660402140537486	0.003456436508241699
Diedesheim, Diedesheim	9.11367	49.34933	0	-0.7988067812025565	-0.03411180737230723
Mosbach	9.14619	49.35501	2	0.16660402140537486	-0.02077047690632278
Lohrbach	9.14183	49.4	1	-0.31610137989859083	-0.012456325648839604
Breitenbronn	9.02197	49.36483	4	1.1320148240133063	0.2881469639823902
Neckargerach	9.0708	49.40101	3	0.6493094227093406	0.13176771198019235
Neckarburken	9.165	49.37662	1	-0.31610137989859083	-0.005443196106700248
Dallau	9.19192	49.38655	0	-0.7988067812025565	0.14150872705964773
Mittelschefflenz	9.27967	49.40042	0	-0.7988067812025565	0.012120129602945558
Unterschefflenz	9.27076	49.39154	2	0.16660402140537486	-0.014674289126838339
Katzental	9.26618	49.37338	0	-0.7988067812025565	0.13412858466768657
Waldmühlbach	9.28262	49.36078	0	-0.7988067812025565	0.20940905720023834
Billigheim	9.25406	49.34748	3	0.6493094227093406	-0.26166633300312636
Auerbach	9.22666	49.39927	5	1.614720225317272	-0.4942902062299167
Sulzbach	9.22127	49.35156	0	-0.7988067812025565	0.2682452574489883
Adlesheim	9.39101	49.40289	0	-0.7988067812025565	-0.02579810506181555
Sennfeld	9.38438	49.38045	1	-0.31610137989859083	0.02568438273821066
Leibenstadt	9.42028	49.36861	0	-0.7988067812025565	-0.026635658933376476
Unterkessach	9.43829	49.34571	2	0.16660402140537486	-0.02447096486243991
Korb	9.39732	49.35594	2	0.16660402140537486	-0.03695514612099383
Hüngheim	9.51823	49.41257	5	1.614720225317272	0.32641744142593876
Ballenberg	9.55086	49.40093	7	2.5801310279252037	0.3712394971784812
Erlenbach	9.5514	49.38553	2	0.16660402140537486	0.04430344690711847
Neunstetten, Neunstetten	9.61267	49.41114	3	0.6493094227093406	0.36367145052277383
Horrenbach	9.66028	49.40826	9	3.5455418305331348	0.6013865224173531
Krautheim	9.63369	49.39159	0	-0.7988067812025565	-0.46689415129566536
Gommersdorf	9.61253	49.36877	2	0.16660402140537486	0.10207332715156638
Winzenhofen	9.57229	49.35628	1	-0.31610137989859083	-0.2124025808927375
Merchingen	9.50633	49.4003	1	-0.31610137989859083	-0.08268379841469409
Klepsau	9.67156	49.38805	8	3.0628364292291694	0.44790408951445215
Allfeld	9.24133	49.32379	0	-0.7988067812025565	0.18892408442535188
Neudenau	9.27037	49.2923	1	-0.31610137989859083	0.09723299778755647
Herbolzheim	9.26007	49.28376	1	-0.31610137989859083	0.09390847287380195
Stein am Kocher	9.29954	49.26198	0	-0.7988067812025565	0.12081903476889709
Göggingen	9.20194	48.00389	0	-0.7988067812025565	0.20175584733194077
Pfullendorf, Pfullendorf	9.25466	47.92614	1	-0.31610137989859083	0.06995814141411556
Aach-Linz	9.20037	47.91152	1	-0.31610137989859083	0.1418034355403669
Denkingen	9.30821	47.89505	1	-0.31610137989859083	0.09211251623594628
Hattenweiler	9.27568	47.85957	0	-0.7988067812025565	0.2980670504618655
Illmensee	9.37456	47.86209	0	-0.7988067812025565	0.1829186050622375
Hohenbodmann	9.21042	47.82312	0	-0.7988067812025565	0.3989701650263352
Heiligenberg	9.31203	47.81993	4	1.1320148240133063	-0.568170589382402
Leustetten	9.29433	47.80634	0	-0.7988067812025565	0.373658331542255
Frickingen	9.27056	47.81023	0	-0.7988067812025565	0.2999506159238442
Lippertsreute	9.23743	47.80427	0	-0.7988067812025565	0.2779308063162498
Beuren	9.32135	47.80541	5	1.614720225317272	-0.8207815657277706
Weildorf	9.30037	47.78969	0	-0.7988067812025565	0.37831615839279664
Salem	9.28599	47.77663	1	-0.31610137989859083	0.1432515898775963
Mimmenausen	9.2852	47.76025	0	-0.7988067812025565	0.33824229510335163
Röhrenbach	9.3248	47.82972	1	-0.31610137989859083	0.12736058017967003
Nußdorf	9.19513	47.75277	0	-0.7988067812025565	0.2842471802428851
Betenbrunn	9.34649	47.8185	0	-0.7988067812025565	0.30035261509769356
Deggenhausen	9.3844	47.80143	1	-0.31610137989859083	0.10692950848389798
Lellwangen	9.36523	47.79833	0	-0.7988067812025565	0.3354826905002461
Limpach	9.42902	47.79495	1	-0.31610137989859083	0.08700951988643431
Roggenbeuren	9.40565	47.76961	0	-0.7988067812025565	0.20850641661848598
Urnau	9.43083	47.76354	1	-0.31610137989859083	0.11904806608500461
Unteruhldingen	9.2334	47.72271	0	-0.7988067812025565	0.1553979548101598
Oberuhldingen	9.24549	47.73557	2	0.16660402140537486	-0.05537555048419356
Buggensegel	9.29936	47.74645	0	-0.7988067812025565	0.27247020423772794
Grasbeuren	9.29766	47.73029	2	0.16660402140537486	-0.06326170292676447
Ahausen	9.32247	47.72502	1	-0.31610137989859083	0.1361119342985528
Deisendorf	9.21621	47.76835	1	-0.31610137989859083	0.13970809525905398
Meersburg	9.27244	47.69466	2	0.16660402140537486	-0.041582546147531485
Hagnau	9.31963	47.67634	1	-0.31610137989859083	0.09521668311945554
Mittelstenweiler	9.33753	47.75241	1	-0.31610137989859083	0.13047588451344938
Bermatingen, Bermatingen	9.34868	47.73084	2	0.16660402140537486	-0.0731659487305892
Markdorf	9.38933	47.72088	1	-0.31610137989859083	0.1050642097904695
Riedheim	9.41014	47.70429	1	-0.31610137989859083	0.10019276233092368
Kluftern	9.40004	47.69278	0	-0.7988067812025565	0.1775839281354321
Ittendorf	9.34074	47.70119	1	-0.31610137989859083	0.12359036805486467
Konstanz	9.17758	47.66385	2	0.16660402140537486	-0.0059537743066156055
Immenstaad	9.3675	47.66625	1	-0.31610137989859083	0.07539066128055688
Stetten/Remstal	9.34045	48.79285	0	-0.7988067812025565	-0.0
Wäschenbeuren	9.68695	48.75984	2	0.16660402140537486	0.0
Nürtingen	9.34192	48.62663	1	-0.31610137989859083	-0.0
Bissingen/Teck	9.49128	48.60024	2	0.16660402140537486	0.0
Lichtenau	8.00691	48.72636	7	2.5801310279252037	0.48210762601373247
Schwarzach (bei Bühl)	8.04423	48.74717	0	-0.7988067812025565	-0.3660853796318372
Hildmannsfeld	8.05893	48.73423	2	0.16660402140537486	0.049639790974170137
Balzhofen	8.09765	48.71247	1	-0.31610137989859083	-0.10660914956667758
Vimbuch	8.11501	48.71676	0	-0.7988067812025565	-0.24287054435374014
Ottersweier	8.11279	48.66967	2	0.16660402140537486	0.012937904071924269
Unzhurst	8.05808	48.68815	0	-0.7988067812025565	-0.3420125023759365
Eisental	8.16417	48.71189	8	3.0628364292291694	-0.3060006738156682
Bühlertal-Untertal, Bühlertal-Obertal, Bühlertal-Hof	8.19194	48.68215	3	0.6493094227093406	0.06891386331260071
Obertsrot und Hilpertsau	8.34633	48.74303	0	-0.7988067812025565	-0.23815215063406234
Reichental	8.39101	48.72956	3	0.6493094227093406	0.024084110364403097
Langenbrand	8.36334	48.70441	1	-0.31610137989859083	-0.039010815353667516
Forbach	8.3589	48.67857	8	3.0628364292291694	-0.9084089619749314
Döffingen	8.91383	48.7106	4	1.1320148240133063	0.04339583344089815
Sindelfingen, Sindelfingen	9.00194	48.70797	2	0.16660402140537486	0.06286607399037152
Gamshurst, Gamshurst, Gamshurst	8.0187	48.66413	0	-0.7988067812025565	-0.40232736896943716
Sasbachried	8.08648	48.65688	8	3.0628364292291694	1.2227770458370888
Sasbach 	8.09181	48.63896	0	-0.7988067812025565	-0.47411775614409074
Achern	8.06363	48.62871	3	0.6493094227093406	0.1779095190318107
Önsbach	8.03279	48.60579	0	-0.7988067812025565	-0.24399408645414505
Renchen	8.01285	48.58724	0	-0.7988067812025565	-0.4095020263020133
Oberachern	8.08066	48.6193	0	-0.7988067812025565	-0.3635687053432465
Obersasbach, Obersasbach	8.10713	48.63223	0	-0.7988067812025565	-0.16811982291161393
Lauf	8.12648	48.65317	0	-0.7988067812025565	-0.2411301968631034
Neusatz 	8.14904	48.65879	2	0.16660402140537486	0.05152590320636009
Kappelrodeck	8.11791	48.59087	7	2.5801310279252037	-0.18228143947384923
Forbach-Hundsbach	8.27064	48.62026	2	0.16660402140537486	0.015172245835831343
Raumünzach	8.34869	48.63918	0	-0.7988067812025565	-0.41423021476340766
Wildberg Kreis Calw	8.73924	48.62251	2	0.16660402140537486	0.0
Ulm Kr. Offenburg	8.05069	48.57993	0	-0.7988067812025565	-0.36292080118335224
Haslach	8.05661	48.56552	8	3.0628364292291694	0.8345097052817898
Ringelbach	8.08834	48.55764	2	0.16660402140537486	0.05232078885999598
Lautenbach	8.11439	48.52093	0	-0.7988067812025565	-0.11802696284193237
Bottenau/Oberkirch	8.04409	48.5298	0	-0.7988067812025565	-0.32660544363903715
Nesselried	8.00608	48.52212	4	1.1320148240133063	0.17960780422785944
Nussbach	8.02103	48.53543	0	-0.7988067812025565	-0.31490420467276226
Zusenhofen	8.01675	48.54725	0	-0.7988067812025565	-0.23867623513738356
Seebach, Seebach	8.20278	48.57466	0	-0.7988067812025565	0.013775103360243337
Durbach, Durbach	8.01775	48.49407	1	-0.31610137989859083	-0.027037403974074607
Ödsbach	8.08784	48.49713	0	-0.7988067812025565	-0.12390354922180818
Ramsbach	8.14144	48.49573	2	0.16660402140537486	0.03495863803227881
Ibach	8.16274	48.45618	3	0.6493094227093406	0.019575855693276967
Haigerach	8.05467	48.42157	2	0.16660402140537486	-0.052655860616283606
Reichenbach	8.01986	48.42981	0	-0.7988067812025565	-0.028227395964566786
Hesselbach	8.06498	48.49863	9	3.5455418305331348	0.3289513741325204
Lierbach	8.19298	48.52477	0	-0.7988067812025565	-0.14241028632064454
Oppenau	8.16423	48.47333	2	0.16660402140537486	0.013164227838851707
Maisach	8.20067	48.47223	7	2.5801310279252037	-0.6005784983650596
Kniebis	8.3101	48.47233	1	-0.31610137989859083	0.0690669311466998
Bad Rippoldsau, Bad Rippoldsau	8.32852	48.42806	0	-0.7988067812025565	0.15235546075599452
Bad Peterstal	8.20916	48.43032	0	-0.7988067812025565	-0.02499796093788096
Löcherberg	8.17462	48.43425	0	-0.7988067812025565	0.024712629532815764
Bad Griesbach	8.23935	48.45251	1	-0.31610137989859083	0.053694327631214844
Nordrach, Nordrach	8.08082	48.39898	0	-0.7988067812025565	0.2897436302266603
Oberharmersbach, Oberharmersbach, Oberharmersbach, Oberharmersbach	8.12723	48.37386	0	-0.7988067812025565	0.005420017205144619
Unterharmersbach, Unterharmersbach	8.08843	48.35461	0	-0.7988067812025565	0.25777976555408416
Biberach	8.0278	48.33891	0	-0.7988067812025565	0.25214412174204065
Fußbach	8.01836	48.36476	0	-0.7988067812025565	0.13020000515454008
Strohbach	8.01398	48.38754	1	-0.31610137989859083	0.05005497497043839
Gengenbach	8.01593	48.40299	1	-0.31610137989859083	0.06866430226904591
Schwaibach	8.03268	48.39239	0	-0.7988067812025565	0.2390588980328024
Schapbach	8.28904	48.37778	2	0.16660402140537486	-0.07765316700837521
Oberwolfach, Oberwolfach	8.21698	48.3174	0	-0.7988067812025565	0.03823990063005088
Prinzbach	8.0046	48.32294	1	-0.31610137989859083	0.03309427159904253
Unterentersbach	8.05965	48.32962	0	-0.7988067812025565	0.32304676194325205
Oberentersbach	8.09119	48.32718	0	-0.7988067812025565	0.16692533876753718
Fischerbach	8.11097	48.28707	1	-0.31610137989859083	0.08942153004459644
Steinach	8.05831	48.30508	1	-0.31610137989859083	0.12486081825366155
Sankt Roman	8.2924	48.33187	0	-0.7988067812025565	0.4589081664443362
Langenbach	8.25164	48.3205	3	0.6493094227093406	-0.03656395412001617
Wolfach, Wolfach	8.22076	48.30289	2	0.16660402140537486	-0.04188214043631144
Hausach und Einbach	8.16759	48.2974	6	2.097425626621238	-0.692793310389244
Hausach	8.17189	48.28424	2	0.16660402140537486	-0.05136603605627022
Gutach	8.21021	48.25051	0	-0.7988067812025565	0.21227045563251226
Kirnbach	8.24598	48.26194	1	-0.31610137989859083	0.05118190183182724
Halbmeil	8.27063	48.29042	0	-0.7988067812025565	0.14113176230471133
Lehengericht	8.30807	48.2924	0	-0.7988067812025565	0.29085427614199827
Schenkenzell	8.37253	48.31105	0	-0.7988067812025565	0.031277352801185
Schiltach	8.34259	48.29033	3	0.6493094227093406	-0.23359330808004156
Biederbach, Ober- und Unterbiederbach	8.02694	48.2183	0	-0.7988067812025565	-0.4816522772970152
Katzenmoos	8.03332	48.167	6	2.097425626621238	0.9692028678288642
Elzach	8.07142	48.17331	0	-0.7988067812025565	-0.39743579439590043
Unterprechtal, Oberprechtal, Oberprechtal	8.12114	48.20548	0	-0.7988067812025565	-0.16512580911885597
Hornberg	8.23036	48.21193	1	-0.31610137989859083	0.08537471571668306
Reichenbach	8.22958	48.21343	0	-0.7988067812025565	0.19432535377567522
Schwanenbach (Reichenbach)	8.26562	48.1922	1	-0.31610137989859083	0.06787810734346278
Niederwasser	8.22818	48.18982	0	-0.7988067812025565	0.25924818820261475
Rensberg	8.1889	48.17741	1	-0.31610137989859083	0.0558176262059076
Weiler/Villingen	8.46043	48.17227	1	-0.31610137989859083	0.06167360181987745
Oberwinden	8.04318	48.15444	7	2.5801310279252037	1.1092274574634955
Bleibach	8.00281	48.12764	6	2.097425626621238	1.097525853363092
Simonswald, Simonswald	8.04838	48.10278	0	-0.7988067812025565	-0.7037272308249313
Rohrhardsberg	8.16036	48.1327	0	-0.7988067812025565	0.022360346235141427
Yach	8.0932	48.15752	1	-0.31610137989859083	-0.11330650867397858
Langenschiltach	8.3168	48.16202	1	-0.31610137989859083	-0.04028103047250869
Gremmelsbach	8.25756	48.15793	2	0.16660402140537486	-0.02611195212980687
Schonach	8.20179	48.14296	2	0.16660402140537486	-0.03894455733659183
Triberg	8.2316	48.13032	2	0.16660402140537486	-0.04604034760402392
Nussbach	8.25836	48.13097	0	-0.7988067812025565	0.12871016799831583
Brigach (und Sommerau)	8.3086	48.11587	0	-0.7988067812025565	-0.10807216800287443
Oberkirnach	8.31901	48.09369	2	0.16660402140537486	0.009466423890255777
Schönwald	8.20401	48.10371	0	-0.7988067812025565	-0.2281668893900835
Buchenberg	8.37655	48.16035	5	1.614720225317272	-0.3701239825232555
Peterzell	8.37425	48.13255	1	-0.31610137989859083	0.03646179531570576
St. Georgen	8.33183	48.12564	4	1.1320148240133063	0.05655787072625783
Neuhausen	8.45905	48.13221	0	-0.7988067812025565	0.14789887097871005
Obereschach	8.46928	48.10596	0	-0.7988067812025565	0.2183204605123676
Mönchweiler	8.42939	48.09993	0	-0.7988067812025565	0.1348859245364966
Kappel	8.50341	48.11215	0	-0.7988067812025565	0.2943386145028617
Weilersbach	8.50084	48.09608	0	-0.7988067812025565	0.3189630603605915
Dauchingen	8.55237	48.09031	1	-0.31610137989859083	0.13400612423019015
Hartheim	8.93612	48.15571	0	-0.7988067812025565	-0.036099573863980605
Heinstetten	8.96312	48.13491	3	0.6493094227093406	-0.26951108940700796
Schwenningen	8.99619	48.10638	1	-0.31610137989859083	0.10513747804754638
Glashütte (Heuberg)	9.03485	48.1237	1	-0.31610137989859083	0.14324467439296798
Stetten a.k.M. (am kalten Markt)	9.07816	48.12086	0	-0.7988067812025565	0.17823912621885055
St. Märgen, St. Märgen-Schweighöfe	8.09239	48.00756	0	-0.7988067812025565	-0.3542385559867495
Wildgutach	8.11606	48.0323	8	3.0628364292291694	0.0936648535881325
Gütenbach, Gütenbach	8.13807	48.04398	2	0.16660402140537486	0.04526361164857857
Obersimonswald	8.09331	48.0797	8	3.0628364292291694	1.2563977649406273
Rohrbach	8.25784	48.07437	7	2.5801310279252037	-0.5996405850352319
Vöhrenbach	8.30495	48.04519	0	-0.7988067812025565	0.06500642964099473
Urach	8.25368	48.00477	0	-0.7988067812025565	0.11392227137078699
Linach	8.26602	48.02831	3	0.6493094227093406	-0.0740958802916141
Neukirch, Neukirch	8.17383	48.02447	2	0.16660402140537486	0.08670221269966316
Furtwangen (und Furtwangen-Katzensteig), Furtwangen (und Furtwangen-Katzensteig)	8.20648	48.05227	1	-0.31610137989859083	-0.0733732959300042
Schönenbach	8.23618	48.04705	0	-0.7988067812025565	0.07467122795451418
Vilingen	8.45901	48.0567	1	-0.31610137989859083	0.17897568283242674
Rietheim	8.45381	48.02981	2	0.16660402140537486	-0.09293248354103889
Marbach	8.47117	48.03143	2	0.16660402140537486	-0.09572279395745409
Kirchdorf	8.4704	48.01378	0	-0.7988067812025565	0.4451273292876855
Klengen	8.46686	48.00388	1	-0.31610137989859083	0.15520927309996946
Überauchen	8.45524	48.01134	0	-0.7988067812025565	0.37037150697401605
Tannheim	8.41033	47.99946	3	0.6493094227093406	-0.27980832423339425
Pfaffenweiler	8.41798	48.03273	1	-0.31610137989859083	0.14560260118738855
Herzogenweiler	8.37157	48.0254	2	0.16660402140537486	-0.07370216150200984
Unterkirnach	8.36628	48.07845	1	-0.31610137989859083	0.03383141915444293
Bad Dürrheim	8.53214	48.01807	0	-0.7988067812025565	0.4264437482220701
Buchheim	8.98672	48.011	3	0.6493094227093406	-0.11075302014256536
Leibertingen	9.01551	48.04265	0	-0.7988067812025565	0.1975498493678275
Kreenheinstetten	9.05221	48.0555	1	-0.31610137989859083	0.06859736220509206
Langenhart	9.10404	48.04793	0	-0.7988067812025565	0.3266495310023477
Engelswies	9.12846	48.04259	1	-0.31610137989859083	0.1363834467270946
Rohrdorf	9.10207	48.01811	4	1.1320148240133063	-0.5164533437749943
Menningen	9.15825	48.01089	1	-0.31610137989859083	0.10586437736119803
Wagensteig	8.04607	47.98466	1	-0.31610137989859083	-0.1296255569492901
Unteribental	8.00642	47.97982	0	-0.7988067812025565	-0.05851442341482063
Buchenbach	8.00773	47.96134	2	0.16660402140537486	-0.05428350399412882
