Ort	Longitude	Latitude	Levenshtein Item Min	z_score	morans_i
Urmatt	7.32457	48.52675	0	-0.7988067812025565	0.10115242186841933
Mühlbach (Muhlbach-Sur-Bruche)	7.29709	48.51659	1	-0.31610137989859083	0.05141009947085237
Balbronn	7.43736	48.58406	0	-0.7988067812025565	0.21409354391144517
Bergbieten, Bergbieten	7.45869	48.57632	0	-0.7988067812025565	0.2126372435915677
Dangolsheim	7.46645	48.57212	0	-0.7988067812025565	0.2351399200213715
Still	7.4048	48.54953	1	-0.31610137989859083	0.04891693439300357
Dinsheim (Dinsheim-Sur-Bruche)	7.4273	48.54254	1	-0.31610137989859083	0.026235402106600355
Mutzig	7.45043	48.53927	1	-0.31610137989859083	0.07566665595598553
Molsheim	7.49067	48.54038	1	-0.31610137989859083	0.07998841912994535
Dorlisheim	7.48538	48.52471	3	0.6493094227093406	-0.22264255230750923
Heiligenberg	7.3916	48.53799	1	-0.31610137989859083	0.06295832991552572
Gressweiler	7.43186	48.53571	1	-0.31610137989859083	0.03284162777311641
Rosenweiler	7.4409	48.50587	1	-0.31610137989859083	0.07400990916569564
Mollkirch	7.38528	48.50755	0	-0.7988067812025565	0.20472980238226174
Irmstett	7.47751	48.58828	3	0.6493094227093406	-0.2015975201819132
Niederhaslach	7.34119	48.54244	4	1.1320148240133063	-0.17860264584820315
Flexburg	7.43177	48.57213	0	-0.7988067812025565	0.19333199927932085
Sulzbad (soultz-Les-Bains)	7.48699	48.572	1	-0.31610137989859083	0.08624200585645106
Dahlenheim	7.50654	48.58628	0	-0.7988067812025565	0.26432643703819714
Osthofen	7.55672	48.58641	3	0.6493094227093406	-0.13236566559519775
Breuschwickersheim	7.60198	48.5795	4	1.1320148240133063	-0.2935920810100366
Achenheim	7.62578	48.5817	2	0.16660402140537486	-0.03386086480647617
Oberschäffolsheim	7.65236	48.5868	0	-0.7988067812025565	0.11232431409649471
Ergersheim (wohnt seit '41 in Breitenau), Ergersheim	7.52806	48.56941	0	-0.7988067812025565	0.22604524932078005
Avolsheim	7.50043	48.56159	3	0.6493094227093406	-0.2530308281576672
Dachstein	7.53229	48.56055	0	-0.7988067812025565	0.21811346120190275
Ernolsheim	7.56478	48.56483	5	1.614720225317272	-0.30236407202448023
Hangenbieten	7.61529	48.55876	1	-0.31610137989859083	0.06190532242324663
Düppigheim und Duttlenheim (Duppigheim)	7.58968	48.52813	1	-0.31610137989859083	0.05774411580879267
Duttlenheim	7.56596	48.52454	0	-0.7988067812025565	0.11151181440574624
Altdorf (Altorf)	7.52793	48.52186	1	-0.31610137989859083	0.08804553883989252
Bläsheim	7.60783	48.50535	3	0.6493094227093406	-0.04503168364256723
Geispolsheim	7.64329	48.51516	1	-0.31610137989859083	-0.003114908867571239
Enzheim, Enzheim	7.63634	48.53413	7	2.5801310279252037	-0.6356434518510764
Kolbsheim	7.58834	48.56138	2	0.16660402140537486	-0.03832611518444601
Wolxheim	7.51077	48.56903	1	-0.31610137989859083	0.09902017101026822
Kehl	7.81494	48.57419	2	0.16660402140537486	-0.005581933737381038
Marlen, Marlen	7.8231	48.52207	0	-0.7988067812025565	-0.000867999105719268
Illkirch-Grafenstaden, Illkirch-Grafenstaden	7.71183	48.5288	1	-0.31610137989859083	-0.0022360501456209292
Wolfisheim	7.66606	48.58281	1	-0.31610137989859083	0.06422792787305102
Holzheim	7.64383	48.55724	2	0.16660402140537486	-0.026345121807126164
Neumühl	7.84392	48.57012	2	0.16660402140537486	0.010517064494714718
Odelshofen	7.88021	48.56001	3	0.6493094227093406	0.06440608255990998
Ebersweier	7.98301	48.50723	8	3.0628364292291694	0.23557466679251907
Hesselhurst, Hesselhurst	7.88114	48.52042	0	-0.7988067812025565	-0.0006669897980077215
Eckartsweier	7.85175	48.52985	0	-0.7988067812025565	-0.17089312791591105
Willstätt	7.89222	48.53868	2	0.16660402140537486	0.028748300370238955
Sand	7.92148	48.53823	1	-0.31610137989859083	-0.077111603088546
Kork	7.86899	48.56537	0	-0.7988067812025565	-0.1291609202960208
Grendelbruch, Grendelbruch	7.32375	48.49241	1	-0.31610137989859083	0.0660809052162109
Natzweiler	7.25895	48.43628	0	-0.7988067812025565	0.24116424531533143
Rheinhausen	8.47341	49.28141	9	3.5455418305331348	0.9711295540286838
Hockenheim	8.54755	49.31857	2	0.16660402140537486	0.13703676376479687
Altlußheim	8.49951	49.30106	0	-0.7988067812025565	-0.7083199008480461
Neulußheim	8.522	49.29291	2	0.16660402140537486	0.07181169966689696
Reilingen	8.56943	49.29368	2	0.16660402140537486	0.09671922342697291
Walldorf	8.64294	49.3028	8	3.0628364292291694	0.8337095631072112
Rot	8.63137	49.26348	4	1.1320148240133063	0.4053198261766551
Sankt Leon	8.6025	49.26526	9	3.5455418305331348	0.16448699456889873
Waghäusel	8.51733	49.25118	0	-0.7988067812025565	-0.27340801994316793
Nussloch	8.69576	49.32301	0	-0.7988067812025565	-0.46791739699386414
Wiesloch, Wiesloch	8.70178	49.29504	0	-0.7988067812025565	-0.30474753712616415
Baiertal	8.73772	49.30253	0	-0.7988067812025565	-0.17086281795415023
Schatthausen	8.75841	49.319	0	-0.7988067812025565	-0.16359177497400146
Meckesheim	8.81557	49.32167	1	-0.31610137989859083	-0.04523203569280794
Zuzenhausen	8.82176	49.29778	0	-0.7988067812025565	0.008201807775891436
Horrenberg	8.78051	49.28149	0	-0.7988067812025565	-0.10419098948937933
Dielheim	8.7354	49.28257	0	-0.7988067812025565	-0.12275413291897518
Rauenberg	8.70096	49.27036	4	1.1320148240133063	0.39458806942724683
Malschenberg	8.67996	49.25599	1	-0.31610137989859083	-0.16187368719284964
Rotenberg	8.71207	49.25813	8	3.0628364292291694	0.5196132748375943
Tairnbach, Tairnbach	8.75625	49.26367	2	0.16660402140537486	-0.010569317174432862
Eschelbach	8.78417	49.24823	0	-0.7988067812025565	-0.10132600682171794
Eschelbronn	8.86825	49.3202	1	-0.31610137989859083	-0.022060750962764972
Neidenstein	8.88423	49.31637	3	0.6493094227093406	0.14747332553081732
Waibstadt	8.9198	49.29982	1	-0.31610137989859083	-0.12604447398894117
Adersbach	8.95454	49.2632	0	-0.7988067812025565	-0.19291851515357306
Sinsheim	8.87357	49.25387	8	3.0628364292291694	-0.5121694807757671
Hoffenheim	8.8417	49.27088	0	-0.7988067812025565	-0.07079206560524477
Daisbach	8.87705	49.2938	0	-0.7988067812025565	-0.024896645175033608
Hochhausen	9.1008	49.323	0	-0.7988067812025565	-0.049881462959945895
Neckarzimmern	9.1329	49.31835	0	-0.7988067812025565	-0.0444713898145021
Hüffenhardt	9.08386	49.2913	0	-0.7988067812025565	-0.03504231976720781
Siegelsbach	9.08942	49.27263	0	-0.7988067812025565	0.044472742164166974
Obergimpern	9.04013	49.25574	8	3.0628364292291694	-0.7790451038007539
Untergimern	9.00947	49.27049	2	0.16660402140537486	0.029777175719931135
Wollenberg	9.03453	49.29152	0	-0.7988067812025565	-0.1938062816773906
Bargen	9.02233	49.30537	0	-0.7988067812025565	-0.26544166233566985
Kälbertshausen	9.06276	49.31724	2	0.16660402140537486	0.039727666564400174
Flinsbach	8.9996	49.30946	2	0.16660402140537486	0.07700594541547102
Hassmersheim	9.14257	49.30049	0	-0.7988067812025565	0.11100546656963997
Heinsheim	9.14778	49.26416	4	1.1320148240133063	-0.3701950069361029
Rheinsheim, Rheinsheim	8.40954	49.23272	8	3.0628364292291694	0.6254347859663298
Philippsburg	8.45298	49.235	2	0.16660402140537486	0.10292799455716045
Huttenheim	8.46955	49.1967	4	1.1320148240133063	0.716789401134982
Wiesental	8.51962	49.22472	1	-0.31610137989859083	-0.20694050638130404
Kirrlach	8.54938	49.24183	0	-0.7988067812025565	-0.47950573944280056
Mingolsheim	8.65316	49.21986	2	0.16660402140537486	0.10381273494916216
Stettfeld	8.64516	49.18353	0	-0.7988067812025565	-0.42452864674896335
Weiher	8.62179	49.17863	7	2.5801310279252037	1.39927156570635
Hambrücken	8.54514	49.18532	0	-0.7988067812025565	-0.7884538925404693
Neudorf	8.49692	49.17524	1	-0.31610137989859083	-0.13421597370142127
Malsch 	8.68153	49.24579	1	-0.31610137989859083	-0.14866448946339963
Rettigheim	8.6981	49.24111	5	1.614720225317272	0.5517836039157847
Michelfeld	8.7808	49.22723	0	-0.7988067812025565	-0.08340110289667836
Waldangelloch	8.80551	49.21046	4	1.1320148240133063	-0.028281398927635752
Eichelberg	8.813	49.1891	3	0.6493094227093406	-0.09629792574420254
Odenheim	8.75076	49.17902	1	-0.31610137989859083	-0.011478311844271465
Zeutern	8.67522	49.17718	0	-0.7988067812025565	-0.5348491513341745
Östringen	8.7137	49.22037	3	0.6493094227093406	0.16175289834312992
Dühren	8.83562	49.24557	3	0.6493094227093406	-0.034695795023308364
Steinsfurt	8.90861	49.24023	0	-0.7988067812025565	0.05346907087482677
Reihen	8.91628	49.21715	0	-0.7988067812025565	0.13713708264484198
Ehrstädt	8.98266	49.24404	4	1.1320148240133063	-0.06210060994686634
Kirchardt	8.9918	49.20667	0	-0.7988067812025565	0.12866016480062364
Berwangen	8.98098	49.18431	1	-0.31610137989859083	0.03418612752579802
Richen	8.94083	49.17134	2	0.16660402140537486	-0.0007891053628981477
Ittlingen, Ittlingen	8.93691	49.19224	2	0.16660402140537486	-0.049833012993543487
Adelshofen	8.89073	49.16806	1	-0.31610137989859083	-0.008981993342820592
Elsenz	8.83766	49.17408	0	-0.7988067812025565	0.017953134815388717
Hilsbach	8.86227	49.1957	0	-0.7988067812025565	0.0883711738209427
Weiler	8.87587	49.20862	3	0.6493094227093406	-0.16803028415789756
Treschklingen	9.05577	49.22614	2	0.16660402140537486	-0.049872971324160346
Bad Rappenau	9.10212	49.24032	0	-0.7988067812025565	0.1100571239312144
Liedolsheim	8.41451	49.16221	2	0.16660402140537486	0.009170505084500149
Hochstetten	8.41566	49.13702	0	-0.7988067812025565	-0.08118878391304551
Linkenheim	8.40844	49.12418	1	-0.31610137989859083	0.09628424747903379
Leopoldshafen	8.3923	49.09933	0	-0.7988067812025565	0.25134052806307206
Friedrichstal	8.48091	49.10481	0	-0.7988067812025565	0.07971271181168393
Graben	8.48928	49.16535	0	-0.7988067812025565	-0.24671954771395313
Ubstadt	8.6322	49.16181	2	0.16660402140537486	0.05044879904459852
Bruchsal (Forstamt), Bruchsal 	8.60102	49.12377	9	3.5455418305331348	0.7052520957397542
Karlsdorf	8.54164	49.1363	8	3.0628364292291694	0.7904282056992495
Neuthard	8.52086	49.1278	6	2.097425626621238	0.3067561700102408
Staffort	8.51034	49.09079	1	-0.31610137989859083	-0.02568290609211498
Untergrombach	8.55318	49.0861	0	-0.7988067812025565	-0.16321439603819426
Heidelsheim	8.64542	49.10114	2	0.16660402140537486	-0.007926848101440882
Oberöwisheim	8.6891	49.14532	1	-0.31610137989859083	-0.03565057947093593
Unteröwisheim	8.66595	49.14423	0	-0.7988067812025565	-0.17570071809646162
Münzesheim	8.71579	49.12246	0	-0.7988067812025565	0.11235187061067144
Gochsheim	8.74551	49.10407	1	-0.31610137989859083	0.07513351619982787
Flehingen 	8.78694	49.0869	0	-0.7988067812025565	0.10161030238191412
Zaisenhausen	8.81712	49.10745	3	0.6493094227093406	-0.12088126750084689
Bahnbrücken	8.78671	49.11865	0	-0.7988067812025565	0.041696362493572864
Menzingen	8.77067	49.13931	4	1.1320148240133063	-0.25725571304999034
Landshausen	8.80627	49.14899	1	-0.31610137989859083	0.03056589750325484
Gemmingen	8.98358	49.15633	0	-0.7988067812025565	0.033734869877357535
Stebbach	8.96448	49.14676	1	-0.31610137989859083	0.06263787687143818
Eppingen	8.9098	49.13704	0	-0.7988067812025565	0.1220483959763146
Rohrbach (am Giesshübel)	8.85649	49.14055	1	-0.31610137989859083	0.03072590428982808
Sulzfeld	8.85671	49.10336	1	-0.31610137989859083	0.02423240508039916
Mühlbach	8.90301	49.09703	0	-0.7988067812025565	0.08809581844911349
Schluchtern	9.1026	49.14843	1	-0.31610137989859083	0.016651602010451433
Daxlanden	8.33737	49.0022	1	-0.31610137989859083	0.16147729445884615
Blankenloch	8.47137	49.06482	0	-0.7988067812025565	0.1777185383159486
Grötzingen	8.49556	49.00711	1	-0.31610137989859083	0.12546048686049868
Rintheim	8.45071	49.0099	0	-0.7988067812025565	0.5715452881678005
Neureut, Neureut	8.37902	49.05267	1	-0.31610137989859083	0.1783981672450686
Eggenstein	8.39572	49.08482	0	-0.7988067812025565	0.34513286310019314
Obergrombach	8.58542	49.07709	2	0.16660402140537486	0.028481824259167864
Gondelsheim	8.65584	49.0596	3	0.6493094227093406	-0.16192533365343553
Dürrenbüchig	8.64747	49.0227	0	-0.7988067812025565	0.17015363147374252
Wössingen	8.61142	49.01017	1	-0.31610137989859083	0.09553655051145572
Wöschbach	8.56737	48.99948	0	-0.7988067812025565	0.14501694953777283
Berghausen	8.52712	49.00389	0	-0.7988067812025565	0.2333867097212148
Weingarten	8.53114	49.0533	0	-0.7988067812025565	-0.12009040148721438
Büchig (bei Bretten)	8.70984	49.0742	0	-0.7988067812025565	0.2343246550540957
Neibsheim (bei Bruchsal), Neibsheim (bei Bruchsal)	8.68509	49.07104	0	-0.7988067812025565	-0.02148660355500721
Bretten	8.70657	49.03456	0	-0.7988067812025565	0.3819557980735269
Rinklingen 	8.6832	49.03485	1	-0.31610137989859083	0.0638645572846333
Kürnbach	8.84279	49.07732	4	1.1320148240133063	-0.229123567995881
Schleital (Schleithal)	8.04688	48.98799	8	3.0628364292291694	1.0788174493238618
Salmbach (bei Weißenburg)	8.07143	48.97818	10	4.0282472318371	1.2718794558213233
Niederlauterbach, Niederlauterbach, Niederlauterbach	8.10398	48.97233	0	-0.7988067812025565	-0.7100876033084699
Scheibenhard	8.13481	48.97663	0	-0.7988067812025565	-0.8495763312153405
Neeweiler (Neewiller-près-Lauterbourg)	8.12624	48.95491	9	3.5455418305331348	2.3103195368006193
Motern (Mothern), Motern (Mothern)	8.15128	48.93354	0	-0.7988067812025565	-0.744314554227462
Münchhausen (Munchhausen)	8.14635	48.92142	1	-0.31610137989859083	-0.3473882210930709
Winzenbach (Winthenbach)	8.1038	48.9341	8	3.0628364292291694	2.4869668368195987
Oberlauterbach	8.07041	48.94851	2	0.16660402140537486	0.08010685392978739
Siegen (Weissenburg)	8.04269	48.9581	0	-0.7988067812025565	-0.38861349158496494
Trimbach	8.0182	48.94347	1	-0.31610137989859083	-0.1765093982120374
Eberbach-Selz	8.06718	48.92481	2	0.16660402140537486	0.1061361288381992
Lauterburg (Weissenburg) (Lauterbourg)	8.18046	48.97495	7	2.5801310279252037	1.1925065339841723
Forchheim	8.31683	48.97425	0	-0.7988067812025565	0.14897523651856012
Mörsch	8.28883	48.96003	0	-0.7988067812025565	-0.10861671437369741
Durmersheim	8.2685	48.93129	2	0.16660402140537486	0.04144385335656407
Würmersheim	8.25452	48.94056	0	-0.7988067812025565	-0.37799168124438703
Illingen	8.20923	48.9349	1	-0.31610137989859083	-0.19856210959876988
Karlsruhe-Durlach	8.4704	48.99897	0	-0.7988067812025565	0.4838091170807331
Grünwettersbach	8.46671	48.95784	0	-0.7988067812025565	0.4166668637083867
Palmbach	8.48266	48.94683	3	0.6493094227093406	-0.15195413348931297
Reichenbach bei Ettlingen	8.47546	48.92348	0	-0.7988067812025565	0.15542253803118758
Bruchhausen bei Ettlingen	8.371	48.92716	0	-0.7988067812025565	0.22619016305440787
Ettlingen , Ettlingen, Ettlingen	8.40245	48.94247	0	-0.7988067812025565	0.26129239685328326
Söllingen	8.5425	48.98622	0	-0.7988067812025565	0.22081889753062858
Singen bei Pforzheim	8.56804	48.95764	3	0.6493094227093406	-0.21662986359145836
Wilferdingen	8.57281	48.9487	8	3.0628364292291694	-1.1931093100895294
Mutschelbach	8.53428	48.94409	0	-0.7988067812025565	0.16707715786835092
Stupferich	8.51098	48.95396	1	-0.31610137989859083	0.060681059434615436
Königsbach	8.61207	48.96515	0	-0.7988067812025565	0.18151709369916522
Bilfingen	8.61996	48.95027	0	-0.7988067812025565	0.218021443664549
Ersingen	8.63492	48.93324	2	0.16660402140537486	-0.037561705347632354
Nussbaum	8.69353	48.98977	1	-0.31610137989859083	0.1617230892734972
Bauschlott	8.72785	48.97051	0	-0.7988067812025565	0.22220376711961382
Göbrichen	8.70848	48.95808	2	0.16660402140537486	-0.07921005551942809
Eisingen	8.66865	48.94773	1	-0.31610137989859083	0.10196759353636524
Dürrn	8.75615	48.95653	0	-0.7988067812025565	0.2589213078331682
Kieselbronn	8.75287	48.93453	1	-0.31610137989859083	0.11125743959942082
Bühl (Buhl)	8.00666	48.91753	2	0.16660402140537486	0.09499629423305264
Niederrödern/Elsass	8.04105	48.90576	2	0.16660402140537486	0.11629633852331922
Schaffhausen (Schaffhouse-près-Selz)	8.10006	48.9087	0	-0.7988067812025565	-0.8516867117961316
Selz (Seltz)	8.10383	48.89457	0	-0.7988067812025565	-0.8484648558203752
Plittersdorf bei Rastatt	8.15649	48.88249	8	3.0628364292291694	2.091900912736929
Roppenheim	8.05791	48.8465	7	2.5801310279252037	0.46990683758453006
Leutenheim	8.02175	48.843	3	0.6493094227093406	0.23004710000153905
Forstfeld	8.03702	48.859	0	-0.7988067812025565	-0.4310224223133314
Kesseldorf (Weissenburg)	8.06748	48.87606	0	-0.7988067812025565	-0.4055076134576674
Beinheim (Weissenburg)	8.08253	48.86153	3	0.6493094227093406	0.31015919476181725
Steinmauern	8.19956	48.90045	8	3.0628364292291694	1.3557368674670802
Ötigheim	8.23212	48.89333	8	3.0628364292291694	0.3336601399325774
Muggensturm	8.2763	48.87021	8	3.0628364292291694	-0.43680504767253925
Waldprechtsweier, Waldprechtsweier	8.33173	48.8612	1	-0.31610137989859083	0.07724862568795275
Bischweier	8.28478	48.83768	0	-0.7988067812025565	0.075419586355855
Rauental	8.24794	48.8572	0	-0.7988067812025565	-0.08224856863152007
Niederbühl	8.21769	48.84547	0	-0.7988067812025565	-0.1476820971923405
Malsch	8.3345	48.88047	1	-0.31610137989859083	0.0824766188946933
Sulzbach, Sulzbach	8.35791	48.80596	2	0.16660402140537486	-0.0034287780427877277
Oberweier	8.37866	48.91717	0	-0.7988067812025565	0.4094889162572508
Etzenrot	8.46465	48.90968	3	0.6493094227093406	-0.26675751185990443
Spielberg	8.47045	48.89758	0	-0.7988067812025565	0.17140390542768863
Schielberg	8.44945	48.84311	2	0.16660402140537486	-0.03320988574029094
Langensteinbach	8.50638	48.915	1	-0.31610137989859083	0.022316908994794344
Auerbach	8.53163	48.91379	1	-0.31610137989859083	0.048117001972991146
Ellmendingen	8.5761	48.90131	4	1.1320148240133063	-0.1282617050575927
Dietlingen	8.60093	48.89654	1	-0.31610137989859083	0.027054727270253282
Weiler Kr. Pforzheim	8.54326	48.8837	0	-0.7988067812025565	-0.06848854865685867
Langenalb	8.50104	48.84402	3	0.6493094227093406	-0.07499363672751969
Büchenbronn	8.66335	48.85558	0	-0.7988067812025565	0.04900673582515632
Ispringen 	8.66764	48.91655	1	-0.31610137989859083	0.08099797593305635
Brötzingen	8.66799	48.889	1	-0.31610137989859083	0.07102057589485448
Pforzheim, Pforzheim, Pforzheim, Pforzheim	8.70025	48.89013	0	-0.7988067812025565	0.5087444064589418
Öschelbronn	8.81415	48.90599	1	-0.31610137989859083	0.17654259636589253
Huchenfeld	8.69574	48.85613	2	0.16660402140537486	-0.08791536624466152
Würm	8.73641	48.86041	0	-0.7988067812025565	0.597059997741574
Stattmatten	7.9997	48.79553	1	-0.31610137989859083	-0.08292888626335573
Auenheim	8.00818	48.81256	4	1.1320148240133063	0.2955676831093154
Runzenheim (Rountzenheim)	8.00708	48.82172	1	-0.31610137989859083	-0.09322007495735073
Röschwoog (Roeschwoog)	8.04001	48.83085	5	1.614720225317272	0.3159726272105831
Neuhäusel (Neuhaeusel)	8.08594	48.82427	3	0.6493094227093406	0.20873015479510088
Ludwigsfeste (bei Roeschwoog) (Fort-Louis)	8.05803	48.80321	1	-0.31610137989859083	-0.13310009459393074
Söllingen	8.05486	48.78147	8	3.0628364292291694	0.7038663374095739
Stollhofen	8.04874	48.76575	2	0.16660402140537486	0.0610747689400838
Greffern	8.00704	48.7525	0	-0.7988067812025565	-0.3867421410504686
Leiberstung	8.09585	48.75131	1	-0.31610137989859083	-0.21337719170240987
Hügelsheim	8.10904	48.79654	2	0.16660402140537486	0.07635647517049
Iffezheim	8.14011	48.82287	1	-0.31610137989859083	-0.1452216687377627
Kuppenheim	8.25452	48.82818	1	-0.31610137989859083	-0.030685336178683825
Staufenberg	8.3082	48.76673	1	-0.31610137989859083	-0.00792211629741503
Ebersteinburg	8.26889	48.77997	0	-0.7988067812025565	0.17991465207171264
Haueneberstein, Haueneberstein	8.22194	48.80626	1	-0.31610137989859083	-0.1585307240562324
Baden-Baden , Baden-Baden, Baden-Baden, Baden-Baden-West	8.24094	48.76273	0	-0.7988067812025565	0.05648582065784907
Gernsbach	8.33578	48.76294	0	-0.7988067812025565	-0.11211623386855324
Schellbronn	8.74222	48.81738	0	-0.7988067812025565	0.5075882462708945
Hamberg	8.76924	48.81833	0	-0.7988067812025565	0.4171258267324917
Tiefenbronn	8.80329	48.82521	0	-0.7988067812025565	0.377095746159577
Steinegg	8.79091	48.81349	1	-0.31610137989859083	0.1803221425944219
Mühlhausen 	8.82201	48.80607	0	-0.7988067812025565	0.08453776623523884
Lehningen	8.81639	48.79486	1	-0.31610137989859083	0.03791677676108567
Neuhausen	8.77888	48.79256	0	-0.7988067812025565	0.3819799208236029
Mannheim-Neckarau, Neckarau, Neckarau	8.49104	49.45335	8	3.0628364292291694	0.9866238556386182
Mondfeld, Krs. Tauberbischofsheim	9.41656	49.7837	1	-0.31610137989859083	-0.0007916162960749279
Boxtal	9.40146	49.76416	1	-0.31610137989859083	-0.0007916162960749279
Grünenwört	9.47135	49.77438	1	-0.31610137989859083	-0.027343884998981532
Dertingen über Wertheim a.M.	9.61957	49.7665	7	2.5801310279252037	-0.5292604048697065
Lindelbach	9.58346	49.75732	1	-0.31610137989859083	-0.04383697818529476
Bettingen	9.5642	49.77261	0	-0.7988067812025565	-0.19042825636340807
Freudenberg	9.32533	49.75145	1	-0.31610137989859083	0.08216871242826586
Rauenberg	9.38407	49.74117	0	-0.7988067812025565	0.07331412355659193
Wessental	9.41215	49.73004	0	-0.7988067812025565	0.0798122256045693
Sonderriet	9.43938	49.71753	1	-0.31610137989859083	-0.02938971441833466
Hundheim	9.46691	49.69109	2	0.16660402140537486	-0.027026809551218396
Sachsenhausen	9.49147	49.73223	3	0.6493094227093406	0.032559291170920816
Vockenrot	9.48521	49.74816	1	-0.31610137989859083	-0.03125019111381882
Nassig	9.45146	49.73582	7	2.5801310279252037	-0.41011778661598963
Ebenheid, Ebenheid	9.36095	49.7158	0	-0.7988067812025565	0.08342164369996996
Waldenhausen	9.52298	49.74357	2	0.16660402140537486	0.055546243456804784
Reicholzheim	9.53393	49.72663	2	0.16660402140537486	0.047645490216609986
Bronnbach	9.54654	49.71348	1	-0.31610137989859083	-0.08571067649668605
Dörlesberg	9.501	49.71273	8	3.0628364292291694	-0.2770288251789144
Külsheim, Külsheim	9.5236	49.66947	0	-0.7988067812025565	-0.1419964107960877
Uissigheim, Uissigheim	9.57194	49.67957	0	-0.7988067812025565	0.026517744452883543
Werbach	9.63871	49.67029	0	-0.7988067812025565	0.04963307493291475
Gamburg	9.59986	49.69382	1	-0.31610137989859083	-0.013112642659848985
Niklashausen	9.6175	49.70453	3	0.6493094227093406	-0.10294676534814573
Höhefeld	9.60905	49.71271	1	-0.31610137989859083	0.029075645496165925
Kembach, Kembach	9.62461	49.74217	1	-0.31610137989859083	0.0012102959331130542
Dietenhan	9.6066	49.74297	1	-0.31610137989859083	0.008547805332665302
Urphar	9.5706	49.74798	2	0.16660402140537486	0.01767926613718198
Wenkheim	9.70149	49.70022	1	-0.31610137989859083	0.03449515989092275
Werbachhausen	9.67954	49.67946	1	-0.31610137989859083	0.019694997624736716
Gerchsheim	9.78301	49.70681	1	-0.31610137989859083	0.07931824698066474
Schönfeld	9.80069	49.67702	1	-0.31610137989859083	0.09801023948783048
Laudenbach	8.65434	49.6119	0	-0.7988067812025565	-0.04697487425885628
Rippberg	9.29762	49.62253	0	-0.7988067812025565	-0.30305106210923094
Gerolzahn	9.31895	49.62645	2	0.16660402140537486	0.029341661150262252
Reichenhardsachsen	9.34508	49.64003	0	-0.7988067812025565	-0.12373543565449638
Dornberg	9.42843	49.62542	1	-0.31610137989859083	0.04027519866556772
Hardheim	9.47457	49.60804	0	-0.7988067812025565	0.2511568304172047
Höpfingen	9.42753	49.60185	0	-0.7988067812025565	0.1709628809485742
Glashofen	9.36648	49.62382	7	2.5801310279252037	-0.39174018874882177
Wettersdorf	9.38743	49.63075	0	-0.7988067812025565	-0.0091403836772187
Eiersheim	9.58787	49.65953	2	0.16660402140537486	-0.025735675514492178
Hochhausen	9.63526	49.6621	1	-0.31610137989859083	0.08963612831575793
Impfingen	9.65946	49.64719	2	0.16660402140537486	-0.06305435908321626
Dittwar	9.63593	49.58974	0	-0.7988067812025565	0.20491407568407138
Gissigheim	9.58726	49.59451	0	-0.7988067812025565	0.2978079367789586
Königheim, Königheim	9.59419	49.61802	2	0.16660402140537486	-0.03606146378951498
Schweinberg	9.52459	49.61864	1	-0.31610137989859083	0.08074409144578389
Tauberbischofsheim	9.66553	49.62352	0	-0.7988067812025565	0.16302909531167725
Dienstadt	9.61232	49.63373	0	-0.7988067812025565	0.2100004517343346
Großrinderfeld, Großrinderfeld	9.73405	49.66558	2	0.16660402140537486	-0.04944200573462492
Paimar	9.75368	49.6402	1	-0.31610137989859083	0.10281242137976422
Grünsfeldhausen	9.74055	49.62456	2	0.16660402140537486	-0.03398318574853592
Dittigheim	9.67647	49.61035	0	-0.7988067812025565	0.1476316485824859
Distelhausen	9.69353	49.59735	4	1.1320148240133063	-0.23796540934918342
Grünsfeld	9.74656	49.6066	0	-0.7988067812025565	0.10820024674994687
Vilchband	9.82424	49.58989	1	-0.31610137989859083	0.051170071441403446
Krensheim	9.78002	49.63781	1	-0.31610137989859083	0.06844870389559946
Poppenhausen	9.82622	49.63065	0	-0.7988067812025565	0.1540369363730162
Ilmspan	9.79016	49.66609	1	-0.31610137989859083	0.07960700850513246
Oberwittighausen, Oberwittighausen	9.85164	49.62585	0	-0.7988067812025565	0.09200578595445913
Unterwittighausen, Unterwittighausen	9.83878	49.61344	0	-0.7988067812025565	0.09853049808100225
Sulzbach	8.661	49.57763	0	-0.7988067812025565	-0.49895505369657794
Großsachsen	8.6595	49.51193	2	0.16660402140537486	0.08752649922192134
Heddesheim	8.60327	49.50529	10	4.0282472318371	0.4456264339339014
Mannheim-Käfertal, Mannheim-Käfertal	8.51715	49.51259	3	0.6493094227093406	0.3561533929751022
Weinheim	8.67068	49.55495	1	-0.31610137989859083	-0.19108540156648188
Lützelsachsen	8.66627	49.52737	8	3.0628364292291694	0.9936310462904925
Hohensachsen	8.66935	49.51919	1	-0.31610137989859083	-0.16729796297053753
Rippenweier	8.70861	49.50646	1	-0.31610137989859083	-0.2967095058313063
Oberflockenbach	8.73109	49.51102	3	0.6493094227093406	0.7095315981035785
Steinklingen	8.74393	49.51166	5	1.614720225317272	1.6824366565231792
Friedrichsdorf	9.054	49.52034	0	-0.7988067812025565	-0.23196810708908977
Reisenbach	9.12415	49.50336	9	3.5455418305331348	1.3436853758180802
Scheidental	9.15106	49.50744	1	-0.31610137989859083	-0.17079027876838535
Schloßau	9.15226	49.53935	5	1.614720225317272	0.8102777753683993
Mörschenhardt	9.17211	49.56893	0	-0.7988067812025565	-0.42414861797807535
Donebach	9.19217	49.56113	2	0.16660402140537486	0.13738301717440385
Mudau	9.20615	49.53336	6	2.097425626621238	1.0593765449639103
