	Fragebogen_maurer	Fragebogen_DWA	Ort	Koordinaten	item_maurer	item_maurer_align	item_DWA	item_DWA_align	Levenshtein_item
462	Co Xa 3	III_17_0045, III_17_0044, III_17_0046	Rheinfelden-Stadt (Baden), Rheinfelden	7.78875, 47.55945	schärmūs	sch ä r m ū s	schermuuß	sch e r m uu ß	4
463	Co u 13	III_13_0133	Haslach, Haslach	7.82166, 47.9895	schermus	sch e r m u s	schärmus	sch ä r m u s	1
464	Co R9	III_15_0081, III_15_0080, III_15_0079	Zell im Wiesental, Zell im Wiesental	7.85301, 47.70753	schermus	sch e r m u s	schärmus	sch ä r m u s	1
465	Co R9	III_15_0081, III_15_0080, III_15_0079	Zell im Wiesental, Zell im Wiesental	7.85301, 47.70753	schermus	sch e r m u s	schärmūs	sch ä r m ū s	2
466	Co o 6	III_13_0072, III_13_0074, III_13_0071, III_13_0073	Gundelfingen, Gundelfingen	7.87313, 48.04353	schärmuus	sch ä r m uu s	schärrmaus	sch ä rr m a u s	2
467	Co o 6	III_13_0072, III_13_0074, III_13_0071, III_13_0073	Gundelfingen, Gundelfingen	7.87313, 48.04353	schärmuus	sch ä r m uu s	schärmus	sch ä r m u s	1
468	Co o 6	III_13_0072, III_13_0074, III_13_0071, III_13_0073	Gundelfingen, Gundelfingen	7.87313, 48.04353	schärmuus	sch ä r m uu s	schermus	sch e r m u s	2
469	Stra L 12	III_11_0060, III_11_0059	Lahr (Lahr/Schwarzwald), Lahr	7.87603, 48.34018	schärmüs	sch ä r m ü s	schermuus	sch e r m uu s	3
470	Stra L 12	III_11_0060, III_11_0059	Lahr (Lahr/Schwarzwald), Lahr	7.87603, 48.34018	schärmüs	sch ä r m ü s	schermus	sch e r m u s	2
471	Co Ya 2	III_17_0051, III_17_0048, III_17_0053, III_17_0052, III_17_0054, III_17_0055, III_17_0050	Obersäckingen, Säckingen	7.96171, 47.57476	schärmuus	sch ä r m uu s	schärmus	sch ä r m u s	1
