	Fragebogen_maurer	Fragebogen_DWA	Ort	Koordinaten	item_maurer	item_maurer_align	item_DWA	item_DWA_align	Levenshtein_item
0	KST G8	III_22_0024, III_22_0020	Königsbach, Stein, Königsbach	8.61207, 48.96515	hauwerfa	h a u w e r f a	hauwerfer	h a u w e r f e r	2
